id,pubmid
Zinzani Pier Luigi,29954940
Zaja Francesco,29954940
Stelitano Caterina,29954940
Melese Zinabu Teka,29953912
Mwalili S M,29953912
Orwa G O,29953912
Wachira Lucy-Joy M,29953496
Muthuri Stella K,29953496
Ochola Sophie A,29953496
Onywera Vincent O,29953496
Haile Diresibachew W,29952871
Ojiambo Robert,29952871
Sang Meshack,29952871
Lane Amy R,29952871
Hackney Anthony C,29952871
Kemp Christopher G,29952795
Weiner Bryan J,29952795
Sherr Kenneth H,29952795
Kupfer Linda E,29952795
Cherutich Peter K,29952795
Wilson David,29952795
Geng Elvin H,29952795
Wasserheit Judith N,29952795
Nugent Rachel,29952794
Barnabas Ruanne V,29952794
Golovaty Ilya,29952794
Osetinsky Brianna,29952794
Roberts D Allen,29952794
Bisson Cristina,29952794
Courtney Lauren,29952794
Yonga Gerald,29952794
Watkins David,29952794
Johnson Michael,29952793
Gardner Adrian,29952793
Kupfer Linda E,29952793
Kimaiyo Sylvester,29952793
Juma Kenneth,29952792
Reid Michael,29952792
Roy Monika,29952792
Vorkoper Susan,29952792
Temu Tecla M,29952792
Yonga Gerald,29952792
Pastakia Sonak D,29952791
Manji Imran,29952791
Wells Cassia,29952791
Kinderknecht Kyle,29952791
Ferris Robert,29952791
Rabkin Miriam,29952790
de Pinho Helen,29952790
Michaels-Strasser Susan,29952790
Naitore Doris,29952790
Njuguna Benson,29952788
Vorkoper Susan,29952788
Reid Mike J A,29952788
Vedanthan Rajesh,29952788
Park Paul H,29952788
Laktabai Jeremiah,29952788
Juma Pamela A,29952787
Kyobutungi Catherine,29952787
Mwangi Kibachio Joseph Muiruri,29952787
Hu G,29951213
Onywera V,29951213
Tudor-Locke C,29951213
Katzmarzyk P T,29951213
Gitobu C M,29951103
Gichangi P B,29951103
Mwanda W O,29951103
Widmer Mariana,29949473
Piaggio Gilda,29949473
Nguyen Thi M H,29949473
Osoti Alfred,29949473
Owa Olorunfemi O,29949473
Misra Sujata,29949473
Coomarasamy Arri,29949473
Abdel-Aleem Hany,29949473
Mallapur Ashalata A,29949473
Qureshi Zahida,29949473
Lumbiganon Pisake,29949473
Patel Archana B,29949473
Carroli Guillermo,29949473
Fawole Bukola,29949473
Goudar Shivaprasad S,29949473
Pujar Yeshita V,29949473
Neilson James,29949473
Hofmeyr G Justus,29949473
Su Lin L,29949473
Ferreira de Carvalho Jose,29949473
Pandey Uma,29949473
Mugerwa Kidza,29949473
Shiragur Shobha S,29949473
Byamugisha Josaphat,29949473
Giordano Daniel,29949473
Gülmezoglu A Metin,29949473
Akama E,29948337
Mburu M,29948337
Mutegi E,29948337
Nyanaro G,29948337
Otieno J P,29948337
Ndolo S,29948337
Ochanda B,29948337
Ojwang' L,29948337
Lewis-Kulzer J,29948337
Abuogi L,29948337
Oyaro P,29948337
Cohen C R,29948337
Bukusi E A,29948337
Onono M,29948337
Akutse Komivi Senyo,29948125
Ndung'u Loise,29946569
Langat Benard,29946569
Magiri Esther,29946569
Ng'ang'a Joseph,29946569
Irungu Beatrice,29946569
Kiboi Daniel,29946569
Szkwarko D,29946526
Owiti P,29946526
Buziba N,29946526
Bigelow C,29946526
Eaton C B,29946526
Carter E J,29946526
Pigott David M,29946487
Noor Abdisalan M,29946487
Murray Christopher J L,29946487
Hay Simon I,29946487
Diepenbrock C,29946344
Olsen M,29946344
Prasanna B M,29946344
Onyango Calleb George,29945668
Ogonda Lilian,29945668
Guyah Bernard,29945668
Okoth Peter,29945668
Shiluli Clement,29945668
Humwa Felix,29945668
Opollo Vallarie,29945668
McClure Elizabeth M,29945647
Moore Janet L,29945647
Marete Irene,29945647
Tenge Constance,29945647
Esamai Fabian,29945647
Carlo Waldemar A,29945647
Derman Richard J,29945647
Hibberd Patricia L,29945647
Krebs Nancy,29945647
Michael Hambidge K,29945647
Wallace Dennis D,29945647
Koso-Thomas Marion,29945647
Miodovnik Menachem,29945647
Goldenberg Robert L,29945647
Sang Norton,29944678
Bukusi Elizabeth,29944678
Ssewanyana Derrick,29944006
Mwangala Patrick N,29944006
Marsh Vicki,29944006
Jao Irene,29944006
Newton Charles R,29944006
Abubakar Amina,29944006
Frosch Anne E P,29943722
Ayodo George,29943722
Odhiambo Eliud O,29943722
Ireland Kathleen,29943722
Vulule John,29943722
Cusick Sarah E,29943722
Lunani Laura L,29943124
Omosa-Manyonyi Gloria,29943124
Liu Jianxiong,29942141
Li Xinjie,29942141
Tan Yaoju,29942141
Tan Shouyong,29942141
Maina Joseph,29940950
Snow Robert W,29940950
Gitaka Jesse,29940941
Natecho Alice,29940941
Mwambeo Humphrey M,29940941
Gatungu Daniel Maina,29940941
Githanga David,29940941
Abuya Timothy,29940941
Murungi Lucy Kananu,29938509
Kirwa Hillary,29938509
Coyne Danny,29938509
Teal Peter E A,29938509
Beck John J,29938509
Torto Baldwyn,29938509
Maina Charles Irungu,29937873
Barasa Edwine,29935126
Mbau Rahab,29935126
Millar Kathryn,29934289
Patel Suha,29934289
Munson Meghan,29934289
Vesel Linda,29934289
Subbiah Shalini,29934289
Jones Rachel M,29934289
Little Sarah,29934289
Wegner Mary Nell,29934289
Pearson Nick,29934289
Muigai Faith,29934289
Ongeti Catherine,29934289
Langer Ana,29934289
Azrag Abdelmutalab G A,29933391
Pinard Fabrice,29933391
Niassy Saliou,29933391
Mosomtai Gladys,29933391
Babin Régis,29933391
Thompson Jill,29932170
Undie Chi-Chi,29932170
Rich Sarah,29932170
Westley Elizabeth,29932170
Garcia Melissa,29932170
Birungi Harriet,29932170
Mulambalah C S,29930902
Tsingalia H M,29930902
Holding Penny,29930702
Githinji Sophie,29929252
Owuor Andrew,29928464
Amadi J A,29926974
Ong'amo G O,29926974
Olago D O,29926974
Oriaso S O,29926974
Nyamongo I K,29926974
Estambale B B A,29926974
Mosonik Bornes C,29926331
Kibet Joshua K,29926331
Ngari Silas M,29926331
Hawley Bill,29925430
Hwang Jimee,29925430
Bell David,29925430
Chindawongsa Keobouphaphone,29925430
Culpepper Janice,29925430
Desai Meghna,29925430
Domingo Gonzalo,29925430
Gerth-Guyette Emily,29925430
Nambanya Simone,29925430
Nowak Spike,29925430
Okal Jerry,29925361
Ssewanyana Derrick,29925359
Newton Charles R,29925359
Abubakar Amina,29925359
Unger J A,29924912
Ronen K,29924912
Perrier T,29924912
Slyker J,29924912
Drake A L,29924912
Mogaka D,29924912
Kinuthia J,29924912
John-Stewart G,29924912
Laurence Magollo,29923065
Kibet Joshua K,29923065
Ngari Silas M,29923065
Odanga James J,29921826
Mohamed Samira,29921826
Mwalusepo Sizah,29921826
Olubayo Florence,29921826
Nyankanga Richard,29921826
Khamis Fathiya,29921826
Rwomushana Ivan,29921826
Johansson Tino,29921826
Ekesi Sunday,29921826
Merrill Katherine G,29921257
Mwanzo Isaac,29921257
Grace Delia,29921172
Lindahl Johanna,29921172
Qureshi Mahmood M,29920393
Young Paul H,29920393
Ojango Julie M K,29915876
Audho James,29915876
Oyieng Edwin,29915876
Radeny Maren,29915876
Kimeli Philip,29915876
Recha John,29915876
Muigai Anne W T,29915876
Kiragu Andrew W,29915778
Dunlop Stephen J,29915778
Mwarumba Njoki,29915778
Mwachiro Michael,29915778
Slusher Tina M,29915778
Mackenzie Charles,29915468
Kollmann Martin,29915468
Kimani Kahaki,29915457
Kilburn Kelly,29914413
Hjelm Lisa,29914413
Handa Sudhanshu,29914413
Kiburi Sarah Kanana,29914409
Obondo Anne,29914409
Kuria Mary W,29914409
Fletcher Kyle T,29912824
Horrell Erin M Wolf,29912824
Ayugi John,29912824
Irungu Catherine,29912824
Muthoka Maria,29912824
Creel Liza M,29912824
Lester Cathy,29912824
Bush Matthew L,29912824
Willoughby Michael T,29911475
Piper Benjamin,29911475
Kwayumba Dunston,29911475
McCune Megan,29911475
Odero Joel,29911186
Fillinger Ulrike,29911186
Wasunna Monique,29911074
Ollengo Moses A,29908577
Mwangala Patrick N,29908383
Kariuki Symon M,29908383
Nyongesa Moses K,29908383
Mwangi Paul,29908383
Chongwo Esther,29908383
Newton Charles R,29908383
Abubakar Amina,29908383
Kaindi Dasel Wambua Mulwa,29907746
Kogi-Makau Wambui,29907746
Lule Godfrey Nsereko,29907746
Bonfoh Bassirou,29907746
Lantum Moka,29906291
Chang Aileen Y,29905913
Tonui Edith C,29905913
Momanyi Douglas,29905913
Mills Alex R,29905913
Wasike Paul,29905913
Karwa Rakhi,29905913
Maurer Toby A,29905913
Pastakia Sonak D,29905913
McCarthy Katharine J,29904605
Blanc Ann K,29904605
Warren Charlotte E,29904605
Mdawida Brian,29904605
Mwangi Nyawira,29903039
Gachago Muchai,29903039
Gichangi Michael,29903039
Gichuhi Stephen,29903039
Githeko Kibata,29903039
Jalango Atieno,29903039
Karimurio Jefitha,29903039
Kibachio Joseph,29903039
Muthami Lawrence,29903039
Ngugi Nancy,29903039
Nduri Carmichael,29903039
Nyaga Patrick,29903039
Nyamori Joseph,29903039
Zindamoyen Alain Nazaire Mbongo,29903039
Osok Judith,29902989
Kigamwa Pius,29902989
Huang Keng-Yen,29902989
Grote Nancy,29902989
Kumar Manasi,29902989
Dida Mathews M,29902967
Dorich Christopher D,29902627
Liebig Mark,29902627
Berkley James A,29901556
Cohen Mitchell B,29901556
Maweu Irene,29901241
Chadwick Ellen G,29900165
Essajee Shaffiq,29900165
Hazra Rohan,29900165
Murenga Maurine,29900165
Wambui Mwangi Jacqueline,29900165
Oyiengo Laura,29900165
Seage George R,29900165
Powis Kathleen M,29900165
Burmen Barbara Kabai,29899882
Mogunde Joseph,29899882
Malika Timothy,29899882
Burmen Barbara Kabai,29899881
Mogunde Joseph,29899881
Olilo Pamela,29899881
Tripathi Leena,29896517
Beck John J,29895142
Alborn Hans T,29895142
Block Anna K,29895142
Christensen Shawn A,29895142
Hunter Charles T,29895142
Rering Caitlin C,29895142
Seidl-Adams Irmgard,29895142
Stuhl Charles J,29895142
Torto Baldwyn,29895142
Tumlinson James H,29895142
Kaduka Lydia,29895000
Muniu Erastus,29895000
Oduor Chrispine,29895000
Mbui Jane,29895000
Gakunga Robai,29895000
Kwasa Judith,29895000
Wabwire Sylvanus,29895000
Okerosi Nathan,29895000
Korir Anne,29895000
Remick Scot,29895000
Borrmann Steffen,29894518
Mwai Leah,29894518
Pyra Maria,29894385
Anderson Peter L,29894385
Hendrix Craig W,29894385
Heffron Renee,29894385
Mugwanya Kenneth,29894385
Haberer Jessica E,29894385
Thomas Katherine K,29894385
Celum Connie,29894385
Donnell Deborah,29894385
Marzinke Mark A,29894385
Bukusi Elizabeth A,29894385
Mugo Nelly R,29894385
Asiimwe Stephen,29894385
Baeten Jared M,29894385
Korir Geoffrey,29894328
Karam P Andrew,29894328
Kariuki Symon M,29893991
Newton Charles R,29893991
Grundy Sara J,29893200
Wanjala Stanley W,29893200
Diamond Megan B,29893200
Audi Martin S,29893200
Prasad Sashank,29893200
Shinohara Russell T,29893200
Rogo Debora,29893200
Burke Thomas F,29893200
Mateen Farrah J,29893200
Mwinzi Pauline N M,29893197
Onkanga Isaac O,29893197
Galbraith David A,29891995
Fuller Zachary L,29891995
Ray Allyson M,29891995
Frazier Maryann,29891995
Gikungu Mary W,29891995
Martinez J Francisco Iturralde,29891995
Kapheim Karen M,29891995
Kocher Sarah D,29891995
Muli Elliud,29891995
Patch Harland M,29891995
Rosa Cristina,29891995
Sakamoto Joyce M,29891995
Stanley Scott,29891995
Vaudo Anthony D,29891995
Grozinger Christina M,29891995
Curran Kathryn G,29890963
Wells Emma,29890963
Crowe Samuel J,29890963
Narra Rupa,29890963
Oremo Jared,29890963
Boru Waqo,29890963
Githuku Jane,29890963
Obonyo Mark,29890963
De Cock Kevin M,29890963
Montgomery Joel M,29890963
Makayotto Lyndah,29890963
Langat Daniel,29890963
Lowther Sara A,29890963
O'Reilly Ciara,29890963
Gura Zeinab,29890963
Kioko Jackson,29890963
Kumpel Emily,29890783
Delaire Caroline,29890783
Peletz Rachel,29890783
Kisiangani Joyce,29890783
Khush Ranjiv,29890783
Othim Stephen T O,29890690
Kahuthia-Gathu Ruth,29890690
Ekesi Sunday,29890690
Fiaboe Komi K M,29890690
Mburu Josephine W,31720394
Kingwara Leonard,31720394
Esther Magiri,31720394
Andrew Nyerere,31720394
Ondiba Isabella M,29889888
Oyieke Florence A,29889888
Ong'amo George O,29889888
Olumula Macrae M,29889888
Nyamongo Isaac K,29889888
Estambale Benson B A,29889888
Onyango Dickens Otieno,29885751
Yuen Courtney M,29885751
Masini Enos,29885751
Suarez Sebastian,29885624
Burke Thomas F,29885624
Yusufali Taha,29885624
Makin Jennifer,29885624
Sessler Daniel I,29885624
Knowles Donald P,29885436
Kappmeyer Lowell S,29885436
Haney Darrell,29885436
Herndon David R,29885436
Fry Lindsay M,29885436
Munro James B,29885436
Sears Kelly,29885436
Ueti Massaro W,29885436
Silva Marta,29885436
Schneider David A,29885436
Grause Juanita,29885436
White Stephen N,29885436
Tretina Kyle,29885436
Bishop Richard P,29885436
Odongo David O,29885436
Pelzel-McCluskey Angela M,29885436
Scoles Glen A,29885436
Mealey Robert H,29885436
Silva Joana C,29885436
Kusznierz Gabriela F,29884140
Rudi Juan Manuel,29884140
Kadjo Herve A,29884140
Daouda Coulibaly,29884140
Mott Joshua A,29884140
Emukule Gideon O,29884140
Bresee Joseph,29884140
Brammer Lynnette,29884140
Wekesa Pauline,29883462
Onono Maricianah,29883462
Hogan Joseph W,29883052
James Stephanie,29882508
Welkhoff Philip A,29882508
Gottlieb Michael,29882508
Mbogo Charles M,29882508
Quemada Hector,29882508
Tountas Karen H,29882508
"Aziz-Ul-Rahman Department of Microbiology, University of Veterinary and Animal Sciences, Lahore, 54600, Pakistan",29881925
Rossiter Paul,29881925
Bitta Mary,29881784
Kariuki Symon M,29881784
Abubakar Amina,29881784
Newton Charles R J C,29881784
Ndemwa Morris,29881508
Wanyua Sheru,29881508
Kaneko Satoshi,29881508
Karama Mohammed,29881508
Anselimo Makokha,29881508
Mbuthia Judy Wanjiru,29881454
Kumar Manasi,29881454
Kuria Mary Wangari,29881454
Othieno Caleb Joseph,29881454
Wambua Grace Nduku,29881453
Obondo Anne,29881453
Kumar Manasi,29881453
Bigogo Godfrey,29879917
Cain Kevin,29879917
Nyole Diana,29879917
Masyongo Geoffrey,29879917
Auko Joshua Auko,29879917
Wamola Newton,29879917
Okumu Albert,29879917
Agaya Janet,29879917
Montgomery Joel,29879917
Borgdorff Martien,29879917
Burton Deron,29879917
Omuse Geoffrey,29879171
Maina Daniel,29879171
Mwangi Jane,29879171
Wambua Caroline,29879171
Radia Kiran,29879171
Kanyua Alice,29879171
Kagotho Elizabeth,29879171
Ojwang Peter,29879171
Obonyo Mark,29879159
Fidhow Ahmed,29879159
Ofula Victor,29879159
Amuyunzu-Nyamongo Mary,29879105
Bahiru Ehete,29878033
Temu Tecla,29878033
Gitura Bernard,29878033
Farquhar Carey,29878033
Huffman Mark D,29878033
Bukachi Frederick,29878033
Onyango Elizabeth,29877169
Andang'o Pauline,29877169
Kiama Catherine Nduku,29875971
Wamicwe Joyce Njeri,29875971
Oyugi Elvis Omondi,29875971
Obonyo Mark Odhiambo,29875971
Mungai Jane Githuku,29875971
Roka Zeinab Gura,29875971
Mwangi Ann,29875971
Waari Gabriel,29875963
Mutai Joseph,29875963
Gikunju Joseph,29875963
Tait Fridah Ntinyari,29875946
Mburu Charles,29875946
Gikunju Joseph,29875946
Mumma Jane,29874284
Aral Sevgi,29872450
Musyoki Helgar,29872450
Crowther Alison,29872049
Jembe Severinus,29872049
Tengeza Amini,29872049
Otieno Phelgona,29871696
Butrick Elizabeth,29871696
Achola Kevin,29871696
Santos Nicole,29871696
Keating Ryan,29871696
Lester Felicia,29871696
Walker Dilys,29871696
Butler Marilyn,29870136
Drum Elizabeth,29870136
Evans Faye M,29870136
Fraser Jason,29870136
Holterman Ai-Xuan,29870136
Jen Howard,29870136
Kynes Matthew,29870136
Kreiss Jenny,29870136
McClain Craig D,29870136
Newton Mark,29870136
Nwomeh Benedict,29870136
O'Neill James,29870136
Ozgediz Doruk,29870136
Politis George,29870136
Rothstein David,29870136
Sanchez Julie,29870136
Singleton Mark,29870136
Yudkowitz Francine S,29870136
Gacii Vernon Mark,29870132
Dhatt R,29868219
Muraya K,29868219
Molyneux S,29868219
González-Beiras C,29868219
Ronsin K,29868219
Lichtenstein D,29868219
Wilkins K,29868219
Thompson K,29868219
Davis K,29868219
Jackson C,29868219
Koskey Gilbert,29867872
Mburu Simon W,29867872
Kimiti Jacinta M,29867872
Ombori Omwoyo,29867872
Maingi John M,29867872
Njeru Ezekiel M,29867872
Amugsi Dickson A,29867184
Asiki Gershim,29867184
Kyobutungi Catherine,29867184
Kariuki Sicily,29866374
Hargan Eric,29866374
Alleyne George,29866374
Alwan Ala,29866374
Bernaert Arnaud,29866374
Bloomberg Michael,29866374
Dain Katie,29866374
Frieden Tom,29866374
Patel Vikram Harshad,29866374
Kennedy Annette,29866374
Kickbusch Ilona,29866374
Sawa Patrick,29866116
Omweri George,29866116
Osoti Victor,29866116
Makio Nicodemus,29866116
Gross Jessica M,29866081
Verani Andre R,29866081
Kelley Maureen A,29866081
Hepburn Kenneth W,29866081
Higgins Melinda K,29866081
Waudo Agnes N,29866081
Riley Patricia L,29866081
Mansour O,29862949
Masini E O,29862949
Kim B-S J,29862949
Kamene M,29862949
Githiomi M M,29862949
Hanson C L,29862949
Mutiso V N,29862937
Pike K,29862937
Musyimi C W,29862937
Rebello T J,29862937
Tele A,29862937
Gitonga I,29862937
Ndetei D M,29862937
Sarnquist Clea C,29862883
Ouma Linda,29862883
Lang'at Nickson,29862883
Lubanga Chrisanthus,29862883
Sinclair Jake,29862883
Baiocchi Michael T,29862883
Cornfield David N,29862883
Abdi Abdirahman,29862326
Volkman Sarah K,29862326
Fairhurst Rick M,29862326
Otiende Mark,29862324
Abubakar Amina,29862324
Mochamah George,29862324
Walumbe David,29862324
Nyundo Christopher,29862324
Newton Charles R,29862324
Bauni Evasius,29862324
Macharia William,29862055
Ravishankar Nirmala,29862055
Ngugi Anthony K,29862055
Khaemba Emma Nelima,29862055
Tole John,29862055
Peletz Rachel,29861398
Kisiangani Joyce,29861398
Bonham Mateyo,29861398
Ronoh Patrick,29861398
Delaire Caroline,29861398
Kumpel Emily,29861398
Khush Ranjiv,29861398
Atieno Omondi Michelle,29860920
Opanga Sylvia,29860920
Kisiangani Joyce,29859095
Baliddawa Joyce,29859095
Mabeya Hillary,29859095
Choge Joseph K,29859095
Adino Eric Onyango,29859095
Mwando Nelson L,29858747
Tamiru Amanuel,29858747
Nyasani Johnson O,29858747
Obonyo Meshack A O,29858747
Subramanian Sevgan,29858747
Yao Nasser,29856872
Berkley James A,29856357
Nel Annalene M,29855975
Isaacs Michelle,29855975
Asiki Gershim,29855975
Pelle Roger,29855375
Kanduma Esther G,29855375
Djikeng Appolinaire,29855375
Odanga James J,29854895
Mohamed Samira,29854895
Olubayo Florence,29854895
Nyankanga Richard,29854895
Mwalusepo Sizah,29854895
Subramanian Sevgan,29854895
Johansson Tino,29854895
Ekesi Sunday,29854895
Iseme Rosebella A,29854851
Zaver Fareen,29854463
Boniface Keith,29854463
Wachira Benjamin,29854463
Wanjiku Grace,29854463
Shokoohi Hamid,29854463
Pore Meenal,29854209
Sengeh David M,29854209
Mugambi Purity,29854209
Wanjala Anthony,29853870
Mwangi Henry,29853870
Mabeya Hillary,29853870
Connolly Katherine,29853293
Mbutu Mwaura,29853293
Bartram Jamie,29853293
Fuente David,29853293
Seidel Sarah,29852364
Muciimi James,29852364
Chang James,29852364
Gitari Stanley,29852364
Keiser Philip,29852364
Goodman Michael L,29852364
Diiro Gracious M,29852008
Kassie Menale,29852008
Muricho Geoffrey,29852008
Muriithi Beatrice Wambui,29852008
Ziraba Abdhalah,29851988
Orindi Benedict,29851988
Muuo Sheru,29851988
Mumah Joyce,29851988
Osindo Jane,29851988
Njoroge Pauline,29851988
Osoti Alfred,29851503
Temu Tecla M,29851503
Kirui Nicholas,29851503
Ngetich Edmond K,29851503
Kamano Jemima H,29851503
Page Stephanie,29851503
Farquhar Carey,29851503
Barbour Kelli,29851115
Gichuhi Gathari N,29851115
Nemerimana Mathieu,29850243
Chege Margaret Njambi,29850243
Odhiambo Eunice Ajode,29850243
Ayeka Peter Amwoga,29849725
Oyugi Martin Omulindi,29849611
Kinyua Johnson Kangethe,29849611
Magiri Esther Nkirote,29849611
Kigoni Milcah Wagio,29849611
Githaka Naftaly Wang'ombe,29849611
Kinuthia John,29848345
Singa Benson,29848345
McGrath Christine J,29848345
Odeny Beryne,29848345
Langat Agnes,29848345
Katana Abraham,29848345
Ng'ang'a Lucy,29848345
Pintye Jillian,29848345
John-Stewart Grace,29848345
Ahmed Aabid,29848006
Ali Zipporah,29848006
Gikaara Nancy,29848006
Otiso Lilian,29846599
Karuga Robinson,29846599
Barasa Edwine,29846599
Molyneux Sassy,29846599
Mutuku F,29845545
Harris E,29845545
Heise M,29845545
Jaszi E,29845545
King C,29845545
Kitron U,29845545
LaBeaud A D,29845545
Mukoko D,29845545
Ndenga B,29845545
Vu D M,29845545
Vulule J,29845545
Patterson Bruce D,29844995
Webala Paul W,29844995
Bartonjo Michael,29844995
Dick Carl W,29844995
Demos Terrence C,29844995
Zurovac Dejan,29843717
Machini Beatrice,29843717
Kiptui Rebecca,29843717
Memusi Dorothy,29843717
Amboko Beatrice,29843717
Kigen Samuel,29843717
Njiri Patricia,29843717
Waqo Ejersa,29843717
Wirtz Veronika J,29808960
Turpin Kristen,29808960
Laing Richard O,29808960
Mukiira Carol K,29808960
Rockers Peter C,29808960
Carvalho M,29808615
Ommeh Sheila,29808439
Obanda Vincent,29808439
Agwanda Bernard,29808439
Gakuya Francis,29808439
Malavi Derick Nyabera,29808161
Muzhingi Tawanda,29808161
Abong' George Ooko,29808161
Gei Maga,29807995
Garner Mira D,29807995
Aide T Mitchell,29807995
Becknell Justin M,29807995
Chazdon Robin L,29807995
Cole Rebecca J,29807995
Denslow Julie S,29807995
DeWalt Saara J,29807995
Kennard Deborah,29807995
Letcher Susan G,29807995
Marín-Spiotta Erika,29807995
Menge Duncan N L,29807995
Ostertag Rebecca,29807995
Reich Peter B,29807995
Schwartz Naomi B,29807995
Silver Whendee,29807995
Sullivan Benjamin W,29807995
Swenson Nathan G,29807995
Uriarte Maria,29807995
Zimmerman Jess K,29807995
Powers Jennifer S,29807995
Ogeng'o Julius,29807146
Nyaga P N,29806129
Mbuthia P G,29806129
Waruiru R M,29806129
Njagi L W,29806129
Mwihia E W,29806129
Shen Jennifer,29801496
Kahn James G,29801496
Ayon Sylvia,29801494
Tsai Alexander C,29801494
Ndimbii James,29801494
Strathdee Steffanie,29801494
Obare Francis,29801485
Abuya Timothy,29801485
Matanda Dennis,29801485
Barasa Felix,29800784
Ogola Elijah N,29800784
Shedul Gabriel,29800784
Farah Bashir,29800309
Anzala A Omu,29800309
McKinnon Lyle R,29800309
Jaoko Walter,29800309
Mutavi Teresia,29796382
Obondo Anne,29796382
Mathai Muthoni,29796382
Kokonya Donald,29796382
Zhang Yinfeng,29794492
Fogel Jessica M,29794492
Guo Xu,29794492
Clarke William,29794492
Breaud Autumn,29794492
Cummings Vanessa,29794492
Hamilton Erica L,29794492
Ogendo Arthur,29794492
Panchia Ravindre,29794492
Chen Ying Q,29794492
Sandfort Theodorus,29794492
Eshleman Susan H,29794492
Attia Engi F,29794491
Maleche-Obimbo Elizabeth,29794491
West T Eoin,29794491
Ndukwe-Wambutsi Lilian,29794491
Kiptinness Catherine,29794491
Cagle Anthony,29794491
McGrath Christine J,29794491
Mugambi Celestine K,29794491
El Antouny Neveen G,29794491
Eskander Sherry,29794491
Chung Michael H,29794491
Crothers Kristina,29794491
Lubega Felix Anthony,29794277
Goldenberg Shifra Z,29794044
Douglas-Hamilton Iain,29794044
Wittemyer George,29794044
Onzere Cynthia,29792760
Bishop Richard,29792760
Mutinda Mathew,29792760
Wamaitha Mwathi Jane,29792207
Nigam Deepti,29792207
Stomeo Francesca,29792207
Wangai Anne,29792207
Njuguna Joyce Njoki,29792207
Wanjala Bramwel W,29792207
Wamalwa Mark,29792207
Lucas Tanui,29792207
Djikeng Appolinaire,29792207
Garcia-Ruiz Hernan,29792207
Onyambu Callen Kwamboka,29792180
Tharamba Norah Mukiri,29792180
Brownie Sharon,29791745
Karanja Simon,29790983
Bonfoh Bassirou,29790983
Berkley James A,29790845
Berkley James A,29790841
Berkley James A,29790840
Wasonga Caroline,29790315
Omwandho Charles,29790315
Ssewanyana Derrick,29789804
Mwangala Patrick N,29789804
Newton Charles R,29789804
Abubakar Amina,29789804
Fahey Jed W,29789618
Stephenson Katherine K,29789618
Wade Kristina L,29789618
Chodur Gwen M,29789618
Odee David,29789618
Massiah Michael,29789618
Alt Jesse,29789618
Egner Patricia A,29789618
Hubbard Walter C,29789618
Mweke Allan,29788178
Nana Paulin,29788178
Akutse Komivi Senyo,29788178
Fiaboe Komi Kouma Mokpokpo,29788178
Maniania Nguya Kalemba,29788178
Ekesi Sunday,29788178
Wambulwa Moses C,29786943
Gathara David,29783977
Mwachiro Jacintah,29783977
Abuya Nancy,29783977
Aluvaala Jalemba,29783977
Simam Joan,29783949
Rono Martin,29783949
Ngoi Joyce,29783949
Mok Sachel,29783949
Mackinnon Margaret,29783949
Goldenberg R L,29782696
Nathan R O,29782696
Swanson D,29782696
Esamai F,29782696
Muyodi D,29782696
Tshefu A,29782696
Lokangako A,29782696
Bolamba V L,29782696
Moore J L,29782696
Franklin H,29782696
Swanson J,29782696
Bose C L,29782696
Krebs N F,29782696
Michael Hambidge K,29782696
Carlo W A,29782696
Kanaiza N,29782696
López-Gomez W,29782696
Harrison M S,29782696
Koso-Thomas M,29782696
Miodovnik M,29782696
Wallace D D,29782696
McClure E M,29782696
Sigei Faith,29781064
Mukunzi Silvanos,29781064
Ng'ang'a Zipporah,29781064
Sang Rosemary,29781064
Prasanna B M,29779966
Kuria Ng'endo,29779264
Owiti Philip,29779264
Mbau Lilian,29779264
Murunga Victor,29779264
Namusonge Tecla,29779264
Kibachio Joseph,29779264
Cowburn B,29778407
Samoilys M A,29778407
Obura D,29778407
Otiso Lilian,29777956
Naanyu Violet,29777645
Baliddawa Joyce,29777645
Koech Beatrice,29777645
Karfakis Julie,29777645
Nyagoha Nancy,29777645
Muchugi Alice,29777161
Kababu Margaret,29776410
Sakwa Eric,29776410
Karuga Robinson,29776410
Ikahu Annrita,29776410
Njeri Inviolata,29776410
Kyongo Jordan,29776410
Khamali Catherine,29776410
Mukoma Wanjiru,29776410
Menya Diana,29776359
Laktabai Jeremiah,29776359
Osok Judith,29776353
Kigamwa Pius,29776353
Stoep Ann Vander,29776353
Huang Keng-Yen,29776353
Kumar Manasi,29776353
Gowda Manje,29773962
Beyene Yoseph,29773962
Makumbi Dan,29773962
Semagn Kassa,29773962
Olsen Michael S,29773962
Bright Jumbo M,29773962
Das Biswanath,29773962
Mugo Stephen,29773962
Suresh L M,29773962
Prasanna Boddupalli M,29773962
Ngari Moses,29773516
Berkley James A,29773516
Kivaya Esther,29773516
Njuguna Patricia,29773516
Fegan Greg,29773516
Lang Trudie,29773516
Mulinge Erastus,29773136
Magambo Japhet,29773136
Odongo David,29773136
Njenga Sammy,29773136
Zeyhle Eberhard,29773136
Mbae Cecilia,29773136
Kagendo Dorothy,29773136
Rhee John Y,29772280
de Lima Liliana,29772280
Powell Richard A,29772280
Gachau Susan,29771994
Irimu Grace,29771994
Ayieko Philip,29771994
Akech Samuel,29771994
Agweyu Ambrose,29771994
English Mike,29771994
Abdilatif Mohamed Haji,29770944
Onono Joshua Orungo,29770944
Mutua Florence Kanini,29770944
Gichuru Evans,29770367
Kombo Bernadette,29770367
