id,pubmid
Makokha Anselimo,23522087
Evjen-Olsen Bjørg,23522087
Mwangi Moses,23522087
Byskov Jens,23522087
Olsen Øystein Evjen,23522087
Mutisya Richard,23522087
Mwenda Aruyaru Stanley,23521920
Okeyo Winnie A,23521898
Munde Elly O,23521898
Okumu Wilson,23521898
Raballah Evans,23521898
Anyona Samuel B,23521898
Vulule John M,23521898
Ong'echa John M,23521898
Perkins Douglas J,23521898
Ouma Collins,23521898
Angwenyi Vibian,23521823
Kamuya Dorcas,23521823
Mwachiro Dorothy,23521823
Marsh Vicki,23521823
Njuguna Patricia,23521823
Molyneux Sassy,23521823
Madiega Philister Adhiambo,23521821
Jones Gemma,23521821
Prince Ruth Jane,23521821
Geissler Paul Wenzel,23521821
Gachohi J M,23520741
Bett B,23520741
Njogu G,23520741
Mariner J C,23520741
Jost C C,23520741
Ogolla Jared Otieno,23515306
Ayaya Samuel Omulando,23515306
Otieno Christina Agatha,23515306
Marsh Vicki,23514390
Mocamah George,23514390
Mabibo Emmanuel,23514390
Kombe Francis,23514390
Williams Thomas N,23514390
Olotu Ally,23514288
Fegan Gregory,23514288
Wambua Juliana,23514288
Nyangweso George,23514288
Awuondo Ken O,23514288
Leach Amanda,23514288
Lievens Marc,23514288
Leboulleux Didier,23514288
Njuguna Patricia,23514288
Peshu Norbert,23514288
Marsh Kevin,23514288
Bejon Philip,23514288
Kerubo Leonidah Omosa,23513721
Midiwo Jacob Ogweno,23513721
Derese Solomon,23513721
Langat Moses K,23513721
Akala Hosea M,23513721
Waters Norman C,23513721
Peter Martin,23513721
Heydenreich Matthias,23513721
Marete Irene,23512321
Tenge Constance,23512321
McClure Elizabeth M,23512321
Esamai Fabian,23512321
Derman Richard J,23512321
Hibberd Patricia L,23512321
Krebs Nancy,23512321
Buekens Pierre,23512321
Goldenberg Robert L,23512321
Carlo Waldemar A,23512321
Wallace Dennis,23512321
Moore Janet,23512321
Koso-Thomas Marion,23512321
Wright Linda L,23512321
Roba Hassan G,23511910
Oba Gufu,23511910
Ikamari Lawrence,23510090
Izugbara Chimaraoke,23510090
Ochako Rhoune,23510090
Terer Carolyn C,23505590
Bustinduy Amaya L,23505590
Magtanong Ruth V,23505590
Muhoho Ng'ethe,23505590
Mungai Peter L,23505590
Muchiri Eric M,23505590
Kitron Uriel,23505590
King Charles H,23505590
Mutuku Francis M,23505590
Njuguna Henry N,23505506
Cosmas Leonard,23505506
Williamson John,23505506
Nyachieo Dhillon,23505506
Olack Beatrice,23505506
Ochieng John B,23505506
Wamola Newton,23505506
Oundo Joseph O,23505506
Feikin Daniel R,23505506
Mintz Eric D,23505506
Breiman Robert F,23505506
Maina Lilian Chepkemoi,23504493
Karanja Simon,23504493
Kombich Janeth,23504493
Samita Fidelis N,23504306
Sandjo Louis P,23504306
Ndiege Isaiah O,23504306
Hassanali Ahmed,23504306
Lwande Wilber,23504306
Mbaisi Everline Muhonja,23504245
Ng'ang'a Zipporah,23504245
Wanzala Peter,23504245
Omolo Jared,23504245
Baumann Aaron A,23499946
Benoit Joshua B,23499946
Michalkova Veronika,23499946
Mireji Paul,23499946
Attardo Geoffrey M,23499946
Moulton John K,23499946
Wilson Thomas G,23499946
Aksoy Serap,23499946
Musasia Fauzia K,23497268
Isaac Alfred O,23497268
Masiga Daniel K,23497268
Omedo Irene A,23497268
Mwakubambanya Ramadhan,23497268
Ochieng Richard,23497268
Mireji Paul O,23497268
Mbare Oscar,23497149
Lindsay Steven W,23497149
Fillinger Ulrike,23497149
Ndwiga Charity,23496997
Birungi Harriet,23496997
Undie Chi-Chi,23496997
Weyenga Herman,23496997
Sitienei Joseph,23496997
Otwoma D,23486485
Patel J P,23486485
Bartilol S,23486485
Mustapha A O,23486485
Mutai Beth K,23477290
Wainaina James M,23477290
Magiri Charles G,23477290
Nganga Joseph K,23477290
Ithondeka Peter M,23477290
Njagi Obadiah N,23477290
Jiang Ju,23477290
Richards Allen L,23477290
Waitumbi John N,23477290
Raitt S,23472574
Byford-Richardson Laura,23470061
Walker Mark,23470061
Muckle Wendy,23470061
Sprague Ann,23470061
Fergus Stevenson,23470061
Rennicks White Ruth,23470061
Dick Bertha,23470061
Fischer Anne,23469346
Santana-Cruz Ivette,23469346
Giglio Michelle,23469346
Nadendla Suvarna,23469346
Drabek Elliott,23469346
Vilei Edy M,23469346
Frey Joachim,23469346
Jores Joerg,23469346
Sawa Patrick,23468056
Shekalaghe Seif A,23468056
Drakeley Chris J,23468056
Sutherland Colin J,23468056
Mweresa Collins K,23468056
Baidjoe Amrish Y,23468056
Manjurano Alphaxard,23468056
Kavishe Reginald A,23468056
Beshir Khalid B,23468056
Yussuf Rahma U,23468056
Omar Sabah A,23468056
Hermsen Cornelus C,23468056
Okell Lucy,23468056
Schallig Henk D F H,23468056
Sauerwein Robert W,23468056
Hallett Rachel L,23468056
Bousema Teun,23468056
Nyandiko Winstone,23466646
Vreeman Rachel,23466646
Liu Hai,23466646
Shangani Sylvia,23466646
Sang Edwin,23466646
Ayaya Samuel,23466646
Braitstein Paula,23466646
Mwenda Aruyaru Stanley,23465104
Ilkul John Hamad,23465104
Majanja Janet,23458953
Njoroge Rose N,23458953
Achilla Rachel,23458953
Wurapa Eyako K,23458953
Wadegu Meshack,23458953
Mukunzi Silvanos,23458953
Mwangi Josephat,23458953
Njiri James,23458953
Gachara George,23458953
Bulimo Wallace,23458953
Ekwom Paul Etau,23456415
Bejon Philip,23454164
White Michael T,23454164
Olotu Ally,23454164
Bojang Kalifa,23454164
Lusingu John P A,23454164
Salim Nahya,23454164
Otsyula Nekoye N,23454164
Agnandji Selidji T,23454164
Asante Kwaku Poku,23454164
Owusu-Agyei Seth,23454164
Abdulla Salim,23454164
Ghani Azra C,23454164
Theuri G,23452916
Dallner G,23452916
Brismar K,23452916
Tekle M,23452916
Kangwana Beth P,23452547
Kedenge Sarah V,23452547
Noor Abdisalan M,23452547
Alegana Victor A,23452547
Nyandigisi Andrew J,23452547
Pandit Jayesh,23452547
Fegan Greg W,23452547
Todd Jim E,23452547
Snow Robert W,23452547
Goodman Catherine A,23452547
Khoja Shariq,23452373
Gona J K,23452318
Newton C R,23452318
Hartley S,23452318
Bunning K,23452318
Gichuhi Stephen,23450564
Irlam James H,23450564
Roka Zeinab Gura,23448615
Akech Mathias,23448615
Wanzala Peter,23448615
Omolo Jared,23448615
Gitta Sheba,23448615
Waiswa Peter,23448615
Sharma-Poudyal D,30722363
Chen X M,30722363
Wan A M,30722363
Puri K D,30722363
Wanyera R,30722363
Manninger K,30722363
Patzek L J,30722363
Bwibo N O,26866109
Nyawade S,26866109
Neumann C G,26866109
Njoroge S,26866105
Muigai A W T,26866105
Njiruh P N,26866105
Kariuki S,26866105
Okal Jerry,25276517
Tun Waimar,25276517
Mall Sabine,25276517
Kingola Nzioki,25276517
Kalibala Sam,25276517
Cyprian Odoli,24804022
Nzinga Jacinta,23442524
Mbaabu Lairumbi,23442524
English Mike,23442524
Ettarh Remare R,23437499
Kyobutungi Catherine,23437499
Kamuya Dorcas M,23433404
Marsh Vicki,23433404
Kombe Francis K,23433404
Geissler P Wenzel,23433404
Molyneux Sassy C,23433404
Gikonyo Caroline,23433355
Kamuya Dorcas,23433355
Mbete Bibi,23433355
Njuguna Patricia,23433355
Olotu Ally,23433355
Bejon Philip,23433355
Marsh Vicki,23433355
Molyneux Sassy,23433355
Kamuya Dorcas M,23433316
Theobald Sally J,23433316
Munywoki Patrick K,23433316
Koech Dorothy,23433316
Geissler Wenzel P,23433316
Molyneux Sassy C,23433316
Ogendi Japheths,23430375
Odero Wilson,23430375
Mitullah Winnie,23430375
Khayesi Meleckidzedeck,23430375
Clark J W,23427673
Kioko E,23427673
Odemba N,23427673
Ngere F,23427673
Kamanza J,23427673
Oyugi E,23427673
Kerich G,23427673
Kimbita E,23427673
Bast J D,23427673
van de Vijver Steven J M,23425703
Oti Samuel O,23425703
Agyemang Charles,23425703
Gomez Gabriela B,23425703
Kyobutungi Catherine,23425703
Yego Faith,23421605
Stewart Williams Jennifer,23421605
Byles Julie,23421605
Nyongesa Paul,23421605
Aruasa Wilson,23421605
D'Este Catherine,23421605
Ogutu Bernhards,23419113
Afrane Yaw A,23418427
Zhou Guofa,23418427
Githeko Andrew K,23418427
Yan Guiyun,23418427
Wu Victor K,23418133
Poenaru Dan,23418133
Poley Marten J,23418133
Ndung'u Kariuki,23416125
Kibugu James Karuku,23416125
Gitonga Purity Kaari,23416125
Thuita John Kibuthu,23416125
Auma Joanna Eseri,23416125
Gitonga Samuel Kariuki,23416125
Ngae Geoffrey Njuguna,23416125
Murilla Grace Adira,23416125
Forman S,23413739
Plante C,23413739
Murray G,23413739
Rey B,23413739
Belton D,23413739
Evans B,23413739
Steinmetz P,23413739
Kipyab Pamela C,23410133
Khaemba Battan M,23410133
Mwangangi Joseph M,23410133
Mbogo Charles M,23410133
Molyneux Sassy,23408950
Njue Maureen,23408950
Boga Mwanamvua,23408950
Akello Lilian,23408950
Olupot-Olupot Peter,23408950
Engoru Charles,23408950
Kiguli Sarah,23408950
Maitland Kathryn,23408950
Onyango Nelson Owuor,23408124
Müller Johannes,23408124
Kabiru Caroline W,23406522
Izugbara Chimaraoke O,23406522
Beguy Donatien,23406522
Kinyanjui Daniel W C,23406288
Atwoli Lukoye,23406288
Ouma Kenneth N,23390278
Basavaraju Sridhar V,23390278
Okonji Jully A,23390278
Williamson John,23390278
Thomas Timothy K,23390278
Mills Lisa A,23390278
Nkengasong John N,23390278
Zeh Clement,23390278
Wachira Benjamin W,23388493
Smith Wayne,23388493
Langat Agnes,23385950
Benki-Nugent Sarah,23385950
Wamalwa Dalton,23385950
Tapia Ken,23385950
Ngugi Evelyn,23385950
Diener Lara,23385950
Richardson Barbra A,23385950
Melvin Ann,23385950
John-Stewart Grace C,23385950
Thiam Sylla,23384036
Ndiaye Jean-Louis,23384036
Diallo Ibrahima,23384036
Gatonga Patrick,23384036
Fall Fatou Ba,23384036
Diallo Ndella E,23384036
Faye Babacar,23384036
Diouf Mamadou L,23384036
Ndiop Medoune,23384036
Diouf Mame B,23384036
Gaye Oumar,23384036
Thior Moussa,23384036
O'Connell Kathryn A,23383972
Poyer Stephen,23383972
Solomon Tsione,23383972
Munroe Erik,23383972
Patouillard Edith,23383972
Njogu Julius,23383972
Evance Illah,23383972
Hanson Kara,23383972
Shewchuk Tanya,23383972
Goodman Catherine,23383972
Nyamogoba H D N,23382744
Mbuthia G,23382744
Mining S,23382744
Kikuvi G,23382744
Biegon R,23382744
Mpoke S,23382744
Menya D,23382744
Waiyaki P G,23382744
Sayed Shahin,23378268
Moloo Zahir,23378268
Bird Peter,23378268
Wasike Ronald,23378268
Njoroge Wambui,23378268
Karanu Joseph,23378268
Nzioka Ancent,23378268
Sherman Omar,23378268
Prasad Satya,23378268
Mariwa Costa,23378268
Otieno James Obondi,23378268
Chumba David,23378268
Koech David,23378268
Mbinga Daniel,23378268
Mohammed Musa,23378268
Njoroge Richard,23378268
Chauhan Rajendra,23378268
Vinayak Sudhir,23378268
Kyobutungi Catherine,23378268
Saleh Mansoor,23378268
Musila M F,23376043
Dossaji S F,23376043
Nguta J M,23376043
Lukhoba C W,23376043
Munyao J M,23376043
Kohli Ruchika,23375142
Konya Walter P,23375142
Obura Timona,23375142
Stones William,23375142
Revathi Gunturu,23375142
Opiyo Newton,23372813
Shepperd Sasha,23372813
Musila Nyokabi,23372813
Allen Elizabeth,23372813
Nyamai Rachel,23372813
Fretheim Atle,23372813
English Mike,23372813
Kimani Joshua,23372713
McKinnon Lyle R,23372713
Wachihi Charles,23372713
Kusimba Judith,23372713
Gakii Gloria,23372713
Birir Sarah,23372713
Muthui Mercy,23372713
Kariri Anthony,23372713
Muriuki Festus K,23372713
Muraguri Nicholas,23372713
Musyoki Helgar,23372713
Ball T Blake,23372713
Kaul Rupert,23372713
Gelmon Lawrence,23372713
Simões Eric Af,23369797
Azziz-Baumgartner Eduardo,23369797
Feikin Daniel R,23369797
Moiïsi Jennifer C,23369797
Singleton Rosalyn J,23369797
Chandran Aruna,23369797
Morris Saul S,23369797
Scott J Anthony G,23369797
Breiman Robert F,23369797
Kamanda Allan,23368931
Embleton Lonnie,23368931
Ayuku David,23368931
Atwoli Lukoye,23368931
Gisore Peter,23368931
Ayaya Samuel,23368931
Vreeman Rachel,23368931
Braitstein Paula,23368931
Meyer A-C L,23368667
Kendi C K,23368667
Penner J A,23368667
Odhiambo N,23368667
Otieno B,23368667
Omondi E,23368667
Opiyo E,23368667
Bukusi E A,23368667
Cohen C R,23368667
Kimani-Murage Elizabeth W,23364082
Yuko-Jowi C,26866104
Okello C A,26866104
Kabera B,26866101
Riyat M,26866101
Macharia W M,26866101
Pamnani R,26866101
Amollo D A,26866100
Kihara J H,26866100
Kombe Y,26866100
Karanja S M,26866100
Gwer Samson,23361337
Sheward Victoria,23361337
Birch Anthony,23361337
Marchbanks Robert,23361337
Idro Richard,23361337
Newton Charles R,23361337
Kirkham Fenella J,23361337
Lin Jean-Pierre,23361337
Lim Ming,23361337
Kachigamba Donald L,23356072
Ekesi Sunday,23356072
Ndungu Mary W,23356072
Gitonga Linus M,23356072
Teal Peter E A,23356072
Torto Baldwyn,23356072
Githinji Sophie,23349786
Kigen Samwel,23349786
Memusi Dorothy,23349786
Nyandigisi Andrew,23349786
Mbithi Agneta M,23349786
Wamari Andrew,23349786
Muturi Alex N,23349786
Jagoe George,23349786
Barrington Jim,23349786
Snow Robert W,23349786
Zurovac Dejan,23349786
Obiero Walter,23349708
Young Marisa R,23349708
Bailey Robert C,23349708
Munywoki Patrick Kiio,23347702
Ohuma Eric O,23347702
Ngama Mwanajuma,23347702
Bauni Evasius,23347702
Scott J Anthony G,23347702
Nokes D James,23347702
Warren Charlotte,23347548
Njuki Rebecca,23347548
Abuya Timothy,23347548
Ndwiga Charity,23347548
Maingi Grace,23347548
Serwanga Jane,23347548
Mbehero Faith,23347548
Muteti Louisa,23347548
Njeru Anne,23347548
Karanja Joseph,23347548
Olenja Joyce,23347548
Gitonga Lucy,23347548
Rakuom Chris,23347548
Bellows Ben,23347548
Narayanan Vijayakumar,23346416
Bista Bibek,23346416
Sharma Samir,23346416
Otsyula Nekoye,23342996
Angov Evelina,23342996
Bergmann-Leitner Elke,23342996
Koech Margaret,23342996
Khan Farhat,23342996
Bennett Jason,23342996
Otieno Lucas,23342996
Cummings James,23342996
Andagalu Ben,23342996
Tosh Donna,23342996
Waitumbi John,23342996
Richie Nancy,23342996
Shi Meng,23342996
Miller Lori,23342996
Otieno Walter,23342996
Otieno Godfrey Allan,23342996
Ware Lisa,23342996
House Brent,23342996
Godeaux Olivier,23342996
Dubois Marie-Claude,23342996
Ogutu Bernhards,23342996
Ballou W Ripley,23342996
Soisson Lorraine,23342996
Diggs Carter,23342996
Cohen Joe,23342996
Polhemus Mark,23342996
Heppner D Gray,23342996
Ockenhouse Christian F,23342996
Spring Michele D,23342996
Kedenge Sarah V,23342143
Kangwana Beth P,23342143
Waweru Evelyn W,23342143
Nyandigisi Andrew J,23342143
Pandit Jayesh,23342143
Brooker Simon J,23342143
Snow Robert W,23342143
Goodman Catherine A,23342143
Obanda V,23340041
Poghon J,23340041
Yongo M,23340041
Mulei I,23340041
Ngotho M,23340041
Waititu K,23340041
Makumi J,23340041
Gakuya F,23340041
Omondi P,23340041
Soriguer R C,23340041
Alasaad S,23340041
Ayuo Paul,23336727
Musick Beverly,23336727
Liu Hai,23336727
Braitstein Paula,23336727
Nyandiko Winstone,23336727
Otieno-Nyunya Boaz,23336727
Gardner Adrian,23336727
Wools-Kaloustian Kara,23336727
Etyang Anthony O,23336616
Scott John Anthony Gerard,23336616
Kwena Zachary A,23336005
Camlin Carol S,23336005
Shisanya Chris A,23336005
Mwanzo Isaac,23336005
Bukusi Elizabeth A,23336005
Onyango Dickens,23330036
Kikuvi Gideon,23330036
Amukoye Evans,23330036
Omolo Jared,23330036
Kipyegen Cornelius Kibet,23330028
Shivairo Robert Shavulimo,23330028
Odhiambo Rose Ogwang,23330028
Tchouassi David P,23326620
Sang Rosemary,23326620
Sole Catherine L,23326620
Bastos Armanda D S,23326620
Teal Peter E A,23326620
Borgemeister Christian,23326620
Torto Baldwyn,23326620
Embleton Lonnie,23326428
Atwoli Lukoye,23326428
Ayuku David,23326428
Braitstein Paula,23326428
Omumbo Judy A,23326398
Noor Abdisalan M,23326398
Fall Ibrahima S,23326398
Snow Robert W,23326398
Singa Benson,23324977
Glick Sara Nelson,23324977
Bock Naomi,23324977
Walson Judd,23324977
Chaba Linda,23324977
Odek James,23324977
McClelland R Scott,23324977
Djomand Gaston,23324977
Gao Hongjiang,23324977
John-Stewart Grace,23324977
Munga Stephen,23324330
Vulule John,23324330
Kweka Eliningaya J,23324330
Obimbo Moses M,23308335
Ogeng'o Julius A,23308335
Saidi Hassan,23308335
Roxby Alison C,23305260
Matemo Daniel,23305260
Drake Alison L,23305260
Kinuthia John,23305260
John-Stewart Grace C,23305260
Ongecha-Owuor Francisca,23305260
Kiarie James,23305260
Farquhar Carey,23305260
Mureithi Dominic,23304981
Darwish Wageh Sobhy,23304981
Ikenaka Yoshinori,23304981
Kanja Laetitia,23304981
Ishizuka Mayumi,23304981
Shaikh Asim Jamal,23304528
Kumar Shiyam,23304528
Raza Sajjad,23304528
Mehboob Maria,23304528
Ishtiaq Osama,23304528
Ojuka K D,23304156
Nangole F,23304156
Ngugi M,23304156
Saucier Gerard,23301793
Thalmayer Amber Gayle,23301793
Payne Doris L,23301793
Ole-Kotikash Leonard,23301793
Church A Timothy,23301793
Katigbak Marcia S,23301793
Szarota Piotr,23301793
Siika Abraham M,23301015
Yiannoutsos Constantin T,23301015
Wools-Kaloustian Kara K,23301015
Musick Beverly S,23301015
Mwangi Ann W,23301015
Diero Lameck O,23301015
Kimaiyo Sylvester N,23301015
Tierney William M,23301015
Carter Jane E,23301015
Ibison Frances,23300828
Olotu Ally,23300828
Muema Daniel M,23300828
Mwacharo Jedida,23300828
Ohuma Eric,23300828
Kimani Domtila,23300828
Marsh Kevin,23300828
Bejon Philip,23300828
Ndungu Francis M,23300828
Ndungu Francis M,23300801
Mwacharo Jedidah,23300801
Kimani Domtila,23300801
Kai Oscar,23300801
Moris Philippe,23300801
Jongert Erik,23300801
Vekemans Johan,23300801
Olotu Ally,23300801
Bejon Philip,23300801
Okiro Emelda A,23300695
Ngama Mwanajuma,23300695
Bett Ann,23300695
Nokes D James,23300695
Mwangangi Joseph M,23297732
Mbogo Charles M,23297732
Orindi Benedict O,23297732
Muturi Ephantus J,23297732
Midega Janet T,23297732
Nzovu Joseph,23297732
Gatakaa Hellen,23297732
Githure John,23297732
Borgemeister Christian,23297732
Keating Joseph,23297732
Beier John C,23297732
Ichagichu M,23294369
Ngotho M,23294369
Karanja S M,23294369
Kokwaro G,23294369
Kariuki T,23294369
Nzila A,23294369
Ozwara H,23294369
Mwangome Martha K,23284194
Fegan Greg,23284194
Fulford Tony,23284194
Prentice Andrew M,23284194
Berkley James A,23284194
Wu Victor K,23283220
Poenaru Dan,23283220
Juma Alice Atieno,23277711
Ngeranwa Joseph Jeremiah Ngari,23277711
Njagi Eliud Nyaga Mwaniki,23277711
Watsierah Carren A,23273046
Onyango Rosebella O,23273046
Ombaka James H,23273046
Abong'o Benard O,23273046
Ouma Collins,23273046
Bjørnstad G,27212780
Han J L,27212780
Hanotte O,27212780
Tshibuyl P N,26862625
Olang P O R,26862625
Ogutu Omondi,26862625
Chokwe T M,26862625
Musau P,26862623
Olaho-Mukani William,26464916
Maniania Nguya K,26464386
Ekesi Sunday,26464386
Fleming Eleanor,26316963
Oremo Jared,26316963
O'Connor Katherine,26316963
Odhiambo Aloyce,26316963
Ye Tun,26316963
Oswago Simon,26316963
Zeh Clement,26316963
Quick Robert,26316963
Kamb Mary L,26316963
Sinkeet Simeon,25969825
Mwachaka Philip,25969825
Muthoka Johnstone,25969825
Saidi Hassan,25969825
Polansky Leo,25709826
Douglas-Hamilton Iain,25709826
Wittemyer George,25709826
Liharaka Kidaha Mercy,25674419
Alakonya Amos Emitati,25674419
Nyende Aggrey Benard,25674419
Kitsao-Wekulo Patricia K,25566377
Holding Penny A,25566377
Taylor Hudson Gerry,25566377
Wasonga Domnick V,25277908
Mundan Victor,24977096
Muiva Margaret,24977096
Kimani Samuel,24977096
Long Kristin L,24963902
Spears Carol,24963902
Kenady Daniel E,24963902
Graves Janessa M,24928608
Finsness Erica D,24928608
Daniell William E,24928608
Shepherd Keith D,24804013
Aynekulu Ermias,24804013
Ichinose Yoshio,24769581
Mwaluma James,24614490
Kweka Eliningaya J,23272215
Zhou Guofa,23272215
Munga Stephen,23272215
Lee Ming-Chieh,23272215
Atieli Harrysone E,23272215
Nyindo Mramba,23272215
Githeko Andrew K,23272215
Yan Guiyun,23272215
Zurovac Dejan,23272206
Larson Bruce A,23272206
Sudoi Raymond K,23272206
Snow Robert W,23272206
Okorie Chukwudi O,23271841
Pisters Louis L,23271841
Endale Milkyas,23271468
Ekberg Annabel,23271468
Alao John Patrick,23271468
Akala Hoseah M,23271468
Ndakala Albert,23271468
Sunnerhagen Per,23271468
Erdélyi Máté,23271468
Yenesew Abiy,23271468
Brent Bernadette,23265419
Obonyo Nchafatso,23265419
Maitland Kathryn,23265419
Odiwuor Samwel,23265373
Muia Alfred,23265373
Magiri Charles,23265373
Maes Ilse,23265373
Kirigi George,23265373
Dujardin Jean-Claude,23265373
Wasunna Monique,23265373
Mbuchi Margaret,23265373
Auwera Gert Van der,23265373
Illingworth Joseph,23264654
Butler Noah S,23264654
Roetynck Sophie,23264654
Mwacharo Jedida,23264654
Pierce Susan K,23264654
Bejon Philip,23264654
Crompton Peter D,23264654
Marsh Kevin,23264654
Ndungu Francis M,23264654
Toye P G,23261160
Batten C A,23261160
Kiara H,23261160
Henstock M R,23261160
Edwards L,23261160
Thumbi S,23261160
Poole E J,23261160
Handel I G,23261160
Bronsvoort B M deC,23261160
Hanotte O,23261160
Coetzer J A W,23261160
Woolhouse M E J,23261160
Oura C A L,23261160
Ondigo Bartholomew N,23259607
Park Gregory S,23259607
Gose Severin O,23259607
Ho Benjamin M,23259607
Ochola Lyticia A,23259607
Ayodo George O,23259607
Ofulla Ayub V,23259607
John Chandy C,23259607
Maina Anthony M,23259108
Kraus Harry,23259108
Langoi David,23257603
Pavone Mary Ellen,23257603
Gurates Bilgin,23257603
Chai Daniel,23257603
Fazleabas Asgerally,23257603
Bulun Serdar E,23257603
Murphy James B,23252634
Kirui N K,26392975
Pastakia S D,26392975
Kamano J H,26392975
Manuthu E,26392975
Chege P,26392975
Gardner A,26392975
Mwangi A,26392975
Carter E J,26392975
Kizito W,26392965
Wakadha Hotenzia,23246258
Chandir Subhash,23246258
Were Elijah Victor,23246258
Rubin Alan,23246258
Obor David,23246258
Levine Orin S,23246258
Gibson Dustin G,23246258
Odhiambo Frank,23246258
Laserson Kayla F,23246258
Feikin Daniel R,23246258
Khisa Anne M,23245409
Nyamongo Isaac K,23245409
Kimani-Murage E W,23244783
Manderson L,23244783
Norris S A,23244783
Kahn K,23244783
Maina Anthony Muchiri,23243538
Macharia Joseph Theuri,23243538
Odoyo-June Elijah,23242159
Rogers John H,23242159
Jaoko Walter,23242159
Bailey Robert C,23242159
Olotu Moses I,23239649
du Plessis Hannalene,23239649
Seguni Zuberi S,23239649
Maniania Nguya K,23239649
Tao Ying,23239573
Conrardy Christina,23239573
Kuzmin Ivan V,23239573
Recuenco Sergio,23239573
Agwanda Bernard,23239573
Ellison James A,23239573
Gilbert Amy T,23239573
Niezgoda Michael,23239573
Holmes Edward C,23239573
Breiman Robert F,23239573
Rupprecht Charles E,23239573
Tong Suxiang,23239573
Toda Mitsuru,23236992
Opwora Antony,23236992
Waweru Evelyn,23236992
Noor Abdisalan,23236992
Edwards Tansy,23236992
Fegan Greg,23236992
Molyneux Catherine,23236992
Goodman Catherine,23236992
Nyachieo Atunga,23235136
Kiraithe Muthamia M,23235136
Spiessens Carl,23235136
Chai Daniel C,23235136
Kiulia Nicholas M,23235136
D'Hooghe Thomas M,23235136
Mwenda Jason M,23235136
Poenaru D,23232819
Mulanda Eliud Sagwa,23227344
Adero Mark Ochieng,23227344
Amugune Nelson Onzere,23227344
Akunda Elijah,23227344
Kinyamario Jenesio I,23227344
Inzaule Seth,23224100
Yang Chunfu,23224100
Kasembeli Alex,23224100
Nafisa Lillian,23224100
Okonji Jully,23224100
Oyaro Boaz,23224100
Lando Richard,23224100
Mills Lisa A,23224100
Laserson Kayla,23224100
Thomas Timothy,23224100
Nkengasong John,23224100
Zeh Clement,23224100
Swierczewski Brett E,23222955
Odundo Elizabeth A,23222955
Koech Margaret C,23222955
Ndonye Janet N,23222955
Kirera Ronald K,23222955
Odhiambo Cliff P,23222955
Cheruiyot Erick K,23222955
Wu Max T,23222955
Lee James E,23222955
Zhang Chunlin,23222955
Oaks Edwin V,23222955
Okoth E,23219357
Gallardo C,23219357
Macharia J M,23219357
Omore A,23219357
Pelayo V,23219357
Bulimo D W,23219357
Arias M,23219357
Kitala P,23219357
Baboon K,23219357
Lekolol I,23219357
Mijele D,23219357
Bishop R P,23219357
Adongo Amos Otieno,23218134
Shell-Duncan Bettina,23218134
Prisca Tuitoek J,23218134
Eshitera Eric E,23217158
Githigia Samuel M,23217158
Kitala Philip,23217158
Thomas Lian F,23217158
Fèvre Eric M,23217158
Harrison Leslie J S,23217158
Mwihia Evalyn W,23217158
Otieno Richard O,23217158
Ojiambo Fred,23217158
Maingi Ndichu,23217158
Mwangi Karanja Lawrence,23209348
Orwa J A,23207061
Ngeny L,23207061
Mwikwabe N M,23207061
Ondicho J,23207061
Jondiko I J O,23207061
Odiere Maurice R,23206383
Rawago Fredrick O,23206383
Ombok Maurice,23206383
Secor William Evan,23206383
Karanja Diana M S,23206383
Mwinzi Pauline N M,23206383
Lammie Patrick J,23206383
Won Kimberly,23206383
Kawakatsu Yoshito,23206271
Kaneko Satoshi,23206271
Karama Mohamed,23206271
Honda Sumihisa,23206271
Okoth Sheila,23202303
Nyongesa Beatrice,23202303
Ayugi Vincent,23202303
Kang'ethe Erastus,23202303
Korhonen Hannu,23202303
Joutsjoki Vesa,23202303
Gakuya D W,23202246
Itonga S M,23202246
Mbaria J M,23202246
Muthee J K,23202246
Musau J K,23202246
Wamalwa Dalton C,23196827
Lehman Dara A,23196827
Benki-Nugent Sarah,23196827
Gasper Melanie A,23196827
Gichohi Richard,23196827
Maleche-Obimbo Elizabeth,23196827
Farquhar Carey,23196827
John-Stewart Grace C,23196827
Overbaugh Julie,23196827
Egondi Thaddaeus,23195509
Kyobutungi Catherine,23195509
Kovats Sari,23195509
Muindi Kanyiva,23195509
Ettarh Remare,23195509
Rocklöv Joacim,23195509
Mbugua Samwel,23195285
Kerio L C,23194541
Wachira F N,23194541
Wanyoko J K,23194541
Rotich M K,23194541
Ettarh Remare Renner,25860192
Kimani James,25860192
Kyobutungi Catherine,25860192
Wekesah Frederick,25860192
Ongeti Kevin,23192496
Bingham Allison,23186030
Gaspar Felisbela,23186030
Lancaster Kathryn,23186030
Conjera Juliana,23186030
Collymore Yvette,23186030
Ba-Nguz Antoinette,23186030
Njomo Doris W,23185256
Amuyunzu-Nyamongo Mary,23185256
Magambo Japheth K,23185256
Njenga Sammy M,23185256
Onyango Clayton O,23169974
Njeru Regina,23169974
Kazungu Sidi,23169974
Achilla Rachel,23169974
Bulimo Wallace,23169974
Welch Stephen R,23169974
Cane Patricia A,23169974
Gunson Rory N,23169974
Hammitt Laura L,23169974
Scott J Anthony G,23169974
Berkley James A,23169974
Nokes D James,23169974
Katz Mark A,23169973
Lebo Emmaculate,23169973
Emukule Gideon,23169973
Njuguna Henry N,23169973
