pmid,allauthors,num_label
30535874,Pelster David,24527
30535788,Masters Nina B,15518
30535788,Wagner Abram L,29659
30535788,Carlson Bradley F,3626
30535788,Muuo Sheru W,18676
30535788,Mutua Martin K,18590
30535788,Boulton Matthew L,2943
30535374,Kariba Robert,10663
30535374,Muthemba Samuel,18425
30535374,Hendre Prasad S,8529
30535374,Muchugi Alice,17342
30535374,Jamnadass Ramni,9527
30535374,Van Deynze Allen,29273
30535374,Simons Anthony,27335
30535374,Yana-Shapiro Howard,31285
30535132,Sayed Shahin,26508
30535132,Wilson Michael L,30981
30534981,Hassan Amin S,8380
30534849,Varwani Mohamed Hasham,29340
30534849,Jeilan Mohamed,9600
30534849,Ngunga Mzee,20260
30534849,Barasa Anders,1943
30534572,Mahlangu Precious,14669
30534572,Maina Naomi,14772
30534572,Kagira John,10070
30534532,Shah Pankaj,26921
30534532,Acharya Kirtida,238
30534188,Kumar Manasi,12901
30534188,Madeghe Beatrice,14542
30534188,Osok-Waudo Judith,23582
30534188,Amugune Beatrice Kagai,1052
30534187,Opiyo Rose Okoyo,23369
30534187,Koigi Reuben Kamau,12524
30534187,Obondo Anne,21411
30534187,Ogoyi Dorington,22069
30534187,Kogi-Makau Wambui,12508
30532209,Mwangi Peninah,18936
30529906,Syvertsen Jennifer L,28226
30529906,Agot Kawango,517
30529906,Ohaga Spala,22138
30529906,Bazzi Angela Robertson,2187
30529445,Mang'era Clarence Maikuri,15115
30529445,Hassanali Ahmed,8391
30529445,Khamis Fathiya M,11255
30529445,Rono Martin K,25842
30529445,Lwande Wilber,14280
30529445,Mbogo Charles,15856
30529445,Mireji Paul O,16675
30527618,Patel Hiren,24387
30527618,Suarez Sebastian,28070
30527618,Shaull Lance,26992
30527618,Edwards Jeffrey,5641
30527618,Altawil Zaid,888
30527618,Owuor Joseph,24075
30527618,Rogo Debora,25773
30527618,Schwartz Kevin,26678
30527618,Richard Luate,25547
30527618,Burke Thomas F,3366
30527614,Wilson Michael L,30981
30527614,Sayed Shahin,26508
30527614,Fleming Kenneth A,6359
30527038,Wandiga Shem O,30083
30526729,McKay Michael,16172
30526582,Kugo M,12880
30526582,Keter L,11206
30526582,Maiyo A,14838
30526582,Kinyua J,11959
30526582,Ndemwa P,19569
30526582,Maina G,14736
30526582,Otieno P,23774
30526582,Songok E M,27686
30526561,Gyasi Razak M,8031
30521941,Mosomtai Gladys,17171
30521941,Ayebare Samuel,1652
30521003,Rogers Jeffrey,25767
30521003,Jolly Clifford J,9747
30520424,Barone Mark A,2028
30520424,Li Philip S,13760
30520424,Lee Richard K,13567
30520424,Ouma Daniel,23897
30520424,Oundo Millicent,23947
30520424,Barasa Mukhaye,1965
30520424,Oketch Jairus,22304
30520424,Otiende Patrick,23666
30520424,Nyangweso Nixon,21121
30520424,Maina Mary,14765
30520424,Kiswi Nicholas,12237
30520424,Chirchir Betty,4168
30520424,Goldstein Marc,7583
30520424,Awori Quentin D,1614
30519507,Chia Shaphan Y,4122
30519507,Tanga Chrysantus M,28342
30519507,Osuga Isaac M,23604
30519507,Mohamed Samira A,16868
30519507,Khamis Fathiya M,11255
30519507,Salifu Daisy,26240
30519507,Sevgan Subramanian,26865
30519507,Fiaboe Komi K M,6264
30519507,Niassy Saliou,20323
30519507,Ekesi Sunday,5710
30519276,Okanda John,22232
30519276,Otieno George,23728
30519276,Kinuthia John,11909
30519276,Kohler Pam,12511
30519276,John-Stewart Grace,9704
30518420,Muturi Mathew,18662
30518420,Bitek Austine,2647
30518420,Mwatondo Athman,19061
30518420,Osoro Eric,23586
30518420,Marwanga Doris,15409
30518420,Gura Zeinab,7974
30518420,Ngere Phillip,20092
30518420,Nganga Zipporah,20032
30518420,Thumbi S M,28729
30518420,Njenga Kariuki,20462
30518365,Snow Robert W,27602
30518351,Kumar Manasi,12901
30518351,Amugune Beatrice,1050
30518351,Madeghe Beatrice,14542
30518351,Osok Judith,23581
30518351,Polkonikova-Wamoto Anastasia,24862
30518351,Bukusi David,3308
30518351,Were Fred,30703
30518351,Huang Keng-Yen,8953
30518152,Yaouba Souaibou,31309
30518152,Guantai Eric M,7891
30518152,Derese Solomon,5123
30518152,Yenesew Abiy,31354
30507752,Shields Wendy C,27080
30507752,Omaki Elise,22680
30507752,McDonald Eileen M,16117
30507752,Rosenberg Ruth,25892
30507752,Aitken Mary,596
30507752,Stevens Martha Wood,27942
30507752,Gielen Andrea C,7185
30506614,Asiki Gershim,1433
30504848,Park Se Eun,24326
30504848,Pak Gi Deok,24221
30504848,Panzner Ursula,24280
30504848,Espinoza Ligia Maria Cruz,5949
30504848,von Kalckreuth Vera,31867
30504848,Im Justin,9207
30504848,Schütt-Gerowitt Heidi,26690
30504848,Breiman Robert F,3059
30504848,Montgomery Joel M,16999
30504848,Cosmas Leonard,4592
30504848,Olack Beatrice,22505
30504848,Fields Barry,6279
30504848,Seo Hye Jin,26829
30504848,Jeon Hyon Jin,9632
30504848,Deerin Jessica Fung,5043
30504848,Park Jinkyung,24318
30504848,Konings Frank,12613
30504848,Ali Mohammad,806
30504848,Clemens John D,4357
30504848,Obaro Stephen,21356
30504848,Marks Florian,15296
30504767,Toussaint Emmanuel F A,28954
30504767,Goldstein Paul Z,7584
30504243,Guthrie Brandon L,7990
30504243,Bosire Rose,2907
30504243,Kiarie James,11369
30504243,Farquhar Carey,6121
30503045,Bouley Timothy,2941
30503045,Boykoff Maxwell,2972
30503045,Daly Meaghan,4820
30503045,Ebi Kristie L,5596
30503045,Grace Delia,7728
30503045,Hess Jeremy,8607
30503045,Liang Lu,13781
30503045,McAllister Lucy,16047
30503045,Pearman Olivia,24479
30503045,Trinanes Joaquin,29005
30502893,Green David J,7787
30502893,Chirchir Habiba,4170
30502893,Mbua Emma,15900
30502893,Harris John W K,8310
30502893,Braun David R,3043
30502893,Griffin Nicole L,7818
30502893,Richmond Brian G,25576
30502070,Chaves Sandra S,3880
30502070,Kalani Rosalia,10192
30502070,Anyango Edwina,1248
30502070,Mutie Dominic,18487
30502070,Muthoka Phillip,18451
30502070,Tabu Collins,28255
30502070,Maritim Marybeth,15282
30502070,Amukoye Evans,1058
30502070,Were Fred,30703
30501476,Gyasi Razak M,8031
30501476,Phillips David R,24688
30501476,Amoah Padmore Adusei,1013
30483597,Said Mohammed Khadija,26187
30483597,Kibinge Nelson,11416
30483597,Prins Pjotr,25023
30483597,Agoti Charles N,521
30483597,Nokes D J,20765
30483597,Githinji George,7379
30517728,Byrd Kendra A,3493
30517728,Lin Audrie,13869
30517728,Pickering Amy J,24712
30517728,Arnold Benjamin F,1353
30517728,Arnold Charles D,1354
30517728,Kiprotich Marion,12050
30517728,Dentz Holly N,5117
30517728,Njenga Sammy M,20479
30517728,Rao Gouthami,25308
30517728,Colford John M,4452
30517728,Null Clair,20866
30517728,Stewart Christine P,27959
30517617,Bobadoye Bridget,2750
30517617,Torto Baldwyn,28938
30517617,Fombong Ayuka,6404
30517617,Zou Yunfan,31652
30517617,Hanks Lawrence M,8220
30517617,Millar Jocelyn G,16567
30516123,Bett B,2456
30516123,Lindahl J,13876
30516123,Sang R,26379
30516123,Wainaina M,29719
30516123,Kairu-Wanyoike S,10163
30516123,Bukachi S,3296
30516123,Njeru I,20498
30516123,Karanja J,10607
30516123,Ontiri E,23179
30516123,Kariuki Njenga M,10746
30516123,Warimwe G M,30370
30516123,Grace D,7726
30515359,Kaaria Timothy N,9940
30515359,Mwololo Mary,19195
30515313,Edmonds Andrew,5624
30515313,Apondi Edith,1291
30515313,Adedimeji Adebola,333
30515312,Abuogi Lisa L,200
30515312,Mpody Christian,17244
30515312,Yotebieng Marcel,31409
30515312,Murnane Pamela M,18122
30515312,Clouse Kate,4374
30515312,Otieno Lindah,23754
30515312,Cohen Craig R,4407
30515310,Parcesepe Angela M,24296
30515310,Bernard Charlotte,2415
30515310,Agler Robert,500
30515310,Yotebieng Marcel,31409
30515310,Bass Judith,2091
30515310,Kwobah Edith,13098
30515310,Adedimeji Adebola,333
30515310,Goulet Joseph,7696
30515310,Althoff Keri N,890
30514292,Mochache Vernon,16806
30514292,Irungu Eunice,9331
30514292,El-Busaidy Hajara,5733
30514292,Temmerman Marleen,28492
30514292,Gichangi Peter,7119
30514269,Alegana Victor A,775
30514264,Decker Michele R,5035
30514264,Wood Shannon N,31114
30514264,Yenokyan Gayane,31356
30514264,Sinclair Jacob,27356
30514264,Omondi Benjamin,22859
30513108,Siika Abraham,27234
30513108,Mwaringa Shalton,19035
30513108,Wachira Simon,29584
30513108,Etyang Timothy,6005
30511963,Farah Bashir,6105
30511963,Anzala Omu,1269
30511963,Jaoko Walter,9558
30510746,Ayua Emmanuel,1693
30510746,Kamau Elijah H,10279
30510734,Nduko John M,19703
30510734,Maina Rita W,14782
30510734,Muchina Rose K,17311
30510734,Kibitok Simon K,11421
30510732,Vanlauwe Bernard,29323
30510723,Mutegi Charity,18374
30510723,Wossen Tesfamicheal,31148
30510723,Vanlauwe Bernard,29323
30509316,Kigen Gabriel,11488
30499404,Miller Iii Whelton A,16582
30499404,Achieng Angela O,247
30499404,Mogire Reagan M,16838
30499404,Akala Hoseah,619
30499404,Ong'echa John M,23069
30499404,Durvasula Ravi,5548
30499404,Kempaiah Prakasha,11112
30497768,Abramowicz Jacques,156
30497768,Nisenbaum Harvey,20365
30497768,Vinayak Sudhir,29449
30497508,Sawa Patrick,26484
30497481,Galárraga O,6771
30497481,Shah P,26920
30497481,Wilson-Barthes M,30993
30497481,Ayuku D,1701
30497481,Braitstein P,3003
30497411,Makumbi Dan,14945
30497397,Tabu John S,28259
30496610,Menya Diana,16387
30496610,Kigen Nicholas,11492
30496610,Oduor Margaret,21900
30496610,Maina Stephen K,14789
30496610,Some Fatma,27664
30496610,Chumba David,4265
30496610,Ayuo Paul,1709
30496610,Osano Odipo,23535
30496556,Owaga Chrispin,23965
30496556,Marube Elizabeth,15398
30496556,Migiro Robin,16524
30489698,Nagide Patrick I,19307
30489698,Kyomuhangi Lennie B,13133
30489698,Abunah Bonface,192
30487692,Bore Millicent,2855
30487690,Mutie Dorothy M,18489
30486867,Otiso Lilian,23824
30486867,Muturi Nelly,18665
30486867,Barasa Edwine,1949
30486867,Molyneux Sassy,16955
30485533,McClanahan Tim R,16080
30485533,Abunge Caroline A,195
30485379,Mbuthia Grace Wambura,16011
30485379,Olungah Charles Owour,22652
30485379,Ondicho Tom Gesora,23015
30482895,Sitawa Rina,27453
30482895,Githinji Jane,7382
30482895,Ngoci James,20141
30482895,Ozomata Abdullahi S,24185
30482895,Njagi Obadiah,20413
30482815,Mulemi Benson A,17712
30482677,Achoki Tom,272
30482677,Miller-Petrie Molly K,16604
30482677,Glenn Scott D,7491
30482677,Kalra Nikhila,10217
30482677,Gathecha Gladwell K,6871
30482677,Alam Uzma,742
30482677,Kiarie Helen W,11365
30482677,Maina Isabella Wanjiku,14740
30482677,Barsosio Hellen C,2054
30482677,Degfie Tizta Tilahun,5048
30482677,Keiyoro Peter Njenga,11050
30482677,Kiirithio Daniel N,11561
30482677,Kinyoki Damaris K,11954
30482677,Kisia James M,12208
30482677,Krish Varsha Sarah,12827
30482677,Lagat Abraham K,13202
30482677,Mooney Meghan D,17015
30482677,Moturi Wilkister Nyaora,17202
30482677,Newton Charles Richard James,19905
30482677,Ngunjiri Josephine W,20262
30482677,Nixon Molly R,20376
30482677,Soti David O,27717
30482677,Van De Vijver Steven,29269
30482677,Yonga Gerald,31387
30482677,Hay Simon I,8445
30482677,Murray Christopher J L,18147
30482677,Naghavi Mohsen,19306
30482659,Waruru Anthony,30420
30482659,Inwani Irene,9277
30482659,Nganga Lucy,20023
30482659,Wangari Evelyn Ngugi,30163
30482659,Katana Abraham,10884
30482659,Gichangi Anthony,7112
30482659,Mwangi Ann,18854
30482659,Mukui Irene,17667
30482659,Rutherford George W,26086
30481352,Stuke Kristin,28057
30480584,Mwehonge Kenneth,19094
30479560,Omondi Gregory B,22876
30479560,Serem George,26839
30479560,Abuya Nancy,217
30479560,Gathara David,6861
30479560,Agedo Dorothy,488
30479560,English Mike,5876
30479560,Murphy Georgina A V,18129
30479242,Othieno C,23627
30479242,Price L N,24998
30478314,Maina Joseph,14750
30478314,Ouma Paul O,23930
30478314,Macharia Peter M,14442
30478314,Okiro Emelda A,22347
30478314,Snow Robert W,27602
30478006,Campbell Zoë A,3575
30478006,Otieno Linus,23755
30478006,Marsh Thomas L,15325
30478006,Palmer Guy H,24239
30476973,Berkley James A,2403
30476129,Kinyanjui G,11929
30476129,Khamis F M,11253
30476129,Ombura F L O,22765
30476129,Kenya E U,11155
30476129,Ekesi S,5709
30476129,Mohamed S A,16864
30476001,Ake Julie A,628
30476001,Polyak Christina S,24872
30476001,Crowell Trevor A,4708
30476001,Maswai Jonah,15525
30476001,Langat Rither,13360
30476001,Owuoth John,24095
30476001,Otieno Solomon,23789
30476001,Esber Allahna L,5924
30476001,Liu Michelle,13955
30476001,Eller Leigh Anne,5767
30476001,Ganesan Kavitha,6783
30476001,Parikh Ajay P,24301
30476001,Hamm Tiffany E,8182
30476001,Robb Merlin L,25654
30476001,Hickey Patrick W,8629
30476001,Valcour Victor G,29245
30476001,Michael Nelson L,16481
30475865,Wanjala Stephen,30219
30474213,Park W,24329
30474213,Srikanth K,27783
30474213,Lim D,13843
30474213,Park M,24322
30474213,Hur T,9062
30474213,Kemp S,11105
30474213,Kim M S,11647
30474213,Lee S-R,13569
30474213,Kim J-M,11633
30474213,Park J-E,24316
30470186,Kariithi Henry M,10666
30470186,Boucias Drion G,2934
30470186,Murungi Edwin K,18176
30470184,Masiga Dan,15461
30470182,Kariithi Henry M,10666
30470182,Schneider Daniela I,26603
30470182,Khamis Fathiya M,11255
30470182,Malele Imna I,14997
30470182,Weiss Brian L,30608
30470178,Griffith Bridget C,7821
30470178,Weiss Brian L,30608
30470178,Aksoy Emre,696
30470178,Mireji Paul O,16675
30470178,Auma Joana E,1559
30470178,Wamwiri Florence N,30051
30470178,Murilla Grace,18072
30470178,Aksoy Serap,697
30470175,Wamiti Lawrence G,30016
30470175,Khamis Fathiya M,11255
30470175,Ombura Fidelis L O,22766
30470175,Akutse Komivi S,714
30470175,Subramanian Sevgan,28076
30470175,Odiwuor Samuel O,21807
30470175,Ochieng Shem J,21548
30470175,Ekesi Sunday,5710
30470175,Maniania Nguya K,15158
30468964,Y Carter Jane,31242
30468392,Van Der Elst E M,29272
30468392,Kombo B,12589
30468392,Mugo P,17468
30468392,Thiong'o A,28614
30468392,Kanungi J,10508
30468392,Wahome E,29678
30468392,Chirro O,4176
30468392,Graham S M,7738
30468392,Operario D,23341
30468392,Sanders E J,26332
30467980,Ghislain Marc,7083
30467980,Magembe Eric,14609
30467980,Njoroge Anne,20601
30467296,Matasyoh Josphat C,15541
30467202,Macharia Alex W,14395
30467202,Uyoga Sophie,29227
30467202,Ndila Carolyne,19617
30467202,Nyutu Gideon,21240
30467202,Makale Johnstone,14857
30467202,Tendwa Metrine,28500
30467202,Nyatichi Emily,21158
30467202,Ojal John,22164
30467202,Atkinson Sarah,1514
30467202,Williams Thomas N,30937
30467022,Shiraishi Ray W,27123
30467022,Amene Ermias,979
30466469,Konongoi Samson Limbaso,12621
30466469,Sang Rosemary,26381
30466469,Ashur Salame,1428
30466469,Kwallah Allan Ole,13054
30466469,Mwau Matilu,19067
30466423,Maitland Kathryn,14836
30463705,Hill Katherine A,8664
30463705,Johnson Erica D,9718
30463705,Lutomia Mark,14252
30463705,Puyana Juan C,25072
30463705,Lee Kenneth K,13558
30463705,Oduor Peter R,21905
30463705,MacLeod Jana B,14368
30462671,Nalwa Grace M,19342
30462671,Otieno Phelgona,23779
30462188,Esber Allahna,5923
30462188,Polyak Christina,24871
30462188,Maswai Jonah,15525
30462188,Owuoth John,24095
30462188,Hickey Patrick W,8629
30462188,Ake Julie A,628
30462188,Crowell Trevor A,4708
30462177,Ickes Scott B,9142
30462177,Ritter Gaelen,25633
30462177,Lazarus Monica,13478
30462177,Reynolds Katie,25514
30462177,Ahmed Tahmeed,575
30462177,Walson Judd,29881
30462177,Denno Donna M,5107
30461056,Rogalla von Bieberstein Katharina,25755
30461056,Christensen Mads,4237
30461056,Pisupati Balakrishna,24788
30461056,Burgess Neil D,3356
30461056,Harrison Jerry,8318
30461056,Geldmann Jonas,6981
30459954,Thein Swee Lay,28586
30459843,Ekesi Sunday,5710
30457972,Emmrich Peter Martin Ferdinand,5847
30457388,Onjong Hillary Adawo,23147
30457388,Ngayo Musa Otieno,20065
30457388,Mwaniki Mercy,18991
30457092,Hortion Jimmy,8874
30457092,Mutuku Francis M,18614
30457092,Vu David M,29517
30457092,Boothroyd Derek B,2850
30457092,King Charles H,11844
30457092,Ndenga Bryson A,19574
30457091,Peprah Sally,24560
30457091,Tenge Constance,28504
30457091,Genga Isaiah O,7001
30457091,Mumia Mediatrix,17809
30457091,Were Pamela A,30727
30457091,Kuremu Robert T,12949
30457091,Wekesa Walter N,30639
30457091,Sumba Peter O,28128
30457091,Biddle Joshua,2527
30457091,Biggar Robert J,2546
30457091,Bhatia Kishor,2496
30457091,Goedert James J,7539
30457091,Pfeiffer Ruth M,24669
30457091,Mbulaiteye Sam M,15958
30456691,Muthui N J,18468
30456691,Matofari J W,15638
30456691,Kingori A M,11873
30456425,Othieno Caleb,23629
30456133,Wanjiku Grace,30238
30456133,Janeway Hannah,9532
30456133,Foggle John,6396
30456133,Partridge Robert,24363
30456133,Wang Yvonne,30125
30456133,Kearney Alexis,11009
30456133,Levine Adam C,13707
30456133,Carter Jane,3664
30456133,Tabu John S,28259
30456131,Nicholson Benjamin,20336
30456131,McCollough Chelsea,16090
30456131,Wachira Benjamin,29550
30456131,Mould-Millman Nee-Kofi,17209
30455807,Kigen Hudson Taabukk,11491
30455807,Galgalo Tura,6748
30455807,Githuku Jane,7417
30455807,Odhiambo Jacob,21756
30455807,Lowther Sara,14115
30455807,Langat Betty,13347
30455807,Wamicwe Joyce,30012
30455807,Too Robert,28904
30455807,Gura Zeinab,7974
30455795,Magati Peter,14605
30455795,Drope Jeffrey,5435
30455795,Mureithi Leopold,18024
30455532,Joonas Noorjehan I,9797
30455532,Mbithe Dorcus,15828
30455532,Reilly John J,25450
30455517,Ramke Jacqueline,25258
30455517,Mwangi Nyawira,18933
30455517,Rono Hillary,25835
30455517,Gichangi Michael,7114
30455517,Qureshi Muhammad Babar,25131
30455517,Gilbert Clare E,7228
30454956,Patel Kirtika,24392
30454956,Wanjiku Christopher Mwaniki,30237
30454956,Busakhala Naftali,3409
30453941,Dimbuene Zacharie Tsala,5261
30453908,Qureshi Zahida,25134
30453477,Gunaratna Nilupa S,7946
30453477,Donato Katherine,5345
30453477,Cohen Jessica L,4410
30453477,McConnell Margaret,16092
30453477,De Groote Hugo,4982
30452443,Ajamma Yvonne Ukamaka,600
30452443,Onchuru Thomas Ogao,22997
30452443,Ouso Daniel O,23952
30452443,Omondi David,22862
30452443,Masiga Daniel K,15463
30452443,Villinger Jandouwe,29445
30451100,Von Saint André-Von Arnim Amélie O,29492
30451100,Okeyo Bob,22314
30451100,Cook Nathan,4539
30451100,Steere Mardi,27875
30451100,Roberts Joan,25679
30451100,Howard Christopher R A,8911
30451100,Stanberry Larissa I,27830
30451100,John-Stewart Grace C,9705
30451100,Shirk Arianna,27127
30450433,Muema Emily,17375
30450433,Mburu John,15983
30450433,Coulibaly Jeanne,4608
30450433,Mutune Jane,18629
30449913,Masso Cargele,15516
30430140,Kulohoma Benard W,12893
30448776,Karanja Simon,10626
30445705,Ndakala Albert J,19507
30445705,Derese Solomon,5123
30444034,Njoroge Daniel M,20608
30443999,Kanter Julie,10499
30443999,Nduba Videlis,19692
30440084,Habtegebriel Haileeyesus,8059
30440084,Wawire Michael,30536
30440084,Sila Daniel,27248
30440041,Kawaka Fanuel,10971
30440041,Makonde Huxley,14929
30440041,Dida Mathews,5225
30440041,Opala Peter,23329
30440041,Ombori Omwoyo,22757
30440041,Maingi John,14807
30440041,Muoma John,17989
30431419,Amimo Joshua O,994
30430982,Cohen Craig R,4407
30430982,Zunt Joseph R,31670
30430982,Hamer Davidson H,8169
30430982,Heimburger Douglas C,8495
30430982,Chi Benjamin H,4119
30430982,Bukusi Elizabeth A,3313
30430980,Bukusi Elizabeth A,3313
30430980,Zunt Joseph R,31670
30430979,Williams Pamela,30929
30430979,Bukusi Elizabeth A,3313
30430979,Schooley Robert T,26623
30430979,Cohen Craig R,4407
30430230,Cheruiyot Isaac,4074
30430230,Kipkorir Vincent,12017
30430230,Munguti Jeremiah,17915
30430230,Odula Paul,21862
30430230,Olabu Beda,22503
30429201,Odwe George,21920
30429201,Obare Francis,21351
30429201,Nagendi Grace,19305
30428944,O'Reilly C E,21321
30428944,Kim S,11650
30428944,Omore R,22915
30428944,Ochieng J B,21519
30428944,Ayers T,1659
30428944,Fagerli K,6056
30428944,Farag T H,6100
30428944,Nasrin D,19448
30428944,Panchalingam S,24259
30428944,Nataro J P,19457
30428944,Kotloff K L,12733
30428944,Levine M M,13709
30428944,Oundo J,23941
30428944,Laserson K,13416
30428944,Breiman R F,3056
30428944,Mintz E D,16658
30428912,Oindi Felix Mwembi,22155
30428912,Mutiso Steve Kyende,18527
30428912,Obura Timona,21458
30428828,Mutai Winnie C,18355
30428828,Muigai Anne W T,17551
30428828,Waiyaki Peter,29765
30428828,Kariuki Samuel,10755
30428045,Owili Patrick Opiyo,23999
30428045,Muga Miriam Adoyo,17401
30426557,Obadha Melvin,21336
30426557,Chuma Jane,4263
30426557,Kazungu Jacob,10992
30426557,Barasa Edwine,1949
30426162,Allen Lawrence,845
30426162,Holland Katie Krafte,8782
30426162,Holland Hunter,8781
30426162,Tome' Salaton,28868
30426162,Nabaala Moriaso,19255
30426162,Seno Simon,26827
30426162,Nampushi James,19367
30426022,Ogolla Kennedy O,22046
30426022,Gathumbi Peter K,6900
30426022,Waruiru Robert M,30416
30426022,Okumu Paul O,22469
30426022,Chebet Joyce,3890
30426022,Kitala Philip M,12244
30425999,Karoki W H,10771
30425999,Karanja D N,10594
30425999,Bebora L C,2208
30425999,Njagi L W,20405
30424817,Carter Jane Y,3666
29806038,Njue Maureen,20660
29806038,Njuguna Patricia,20708
29806038,Kapulu Melissa C,10571
29806038,Sanga Gladys,26390
29806038,Bejon Philip,2280
29806038,Marsh Vicki,15328
29806038,Molyneux Sassy,16955
29806038,Kamuya Dorcas,10403
30422971,Pintye Jillian,24769
30422971,Singa Benson,27376
30422971,Wanyonyi Kennedy,30318
30422971,Itindi Janet,9398
30422971,Kinuthia John,11909
30422971,Langat Agnes,13341
30422971,Nganga Lucy,20023
30422971,Katana Abraham,10884
30422971,Baeten Jared M,1769
30422971,McGrath Christine J,16153
30422971,John-Stewart Grace,9704
30420087,Ndimbii James,19620
30420087,Ayon Sylvia,1689
30420087,Abdulrahman Taib,94
30420087,Mahinda Samantha,14668
30420087,Jeneby Fatma,9610
30419121,Seth Divya,26856
30419121,Kiprono Samson K,12045
30419121,Chang Aileen Y,3807
30416368,Ndjiondjop Marie Noelle,19655
30416368,Semagn Kassa,26811
30416368,Zhang Jianwei,31551
30416368,Gouda Arnaud Comlan,7686
30416368,Kpeki Sèdjro Bienvenu,12767
30416368,Goungoulou Alphonse,7698
30416368,Wambugu Peterson,29984
30416368,Dramé Khady Nani,5422
30416368,Bimpong Isaac Kofi,2580
30416368,Zhao Dule,31570
30416017,Adetifa Ifedayo M O,367
30416017,Karia Boniface,10659
30416017,Mutuku Alex,18608
30416017,Bwanaali Tahreni,3467
30416017,Makumi Anne,14947
30416017,Wafula Jackline,29623
30416017,Chome Martina,4219
30416017,Mwatsuma Pauline,19063
30416017,Bauni Evasius,2157
30416017,Hammitt Laura L,8189
30416017,Mataza Christine,15545
30416017,Tabu Collins,28255
30416017,Kamau Tatu,10327
30416017,Williams Thomas N,30937
30416017,Scott J Anthony G,26707
30414270,Duffy Cassandra R,5466
30414270,Moore Janet L,17028
30414270,Bose Carl L,2894
30414270,Carlo Waldemar A,3623
30414270,Krebs Nancy F,12803
30414270,Hambidge K Michael,8156
30414270,Derman Richard J,5127
30414270,Hibberd Patricia L,8626
30414270,Esamai Fabian,5921
30414270,Wallace Dennis D,29859
30414270,McClure Elizabeth M,16089
30414270,Goldenberg Robert L,7573
30412576,Kadima Julie,10021
30412576,Mburu Margaret,15989
30412576,Nyanduko Margaret,21092
30412576,Bukusi Elizabeth Anne,3315
30412576,Oyaro Patrick,24112
30409664,Mugambi Mariga Alfred,17420
30408432,Masyuko Sarah,15528
30408432,Mukui Irene,17667
30408432,Njathi Olivia,20433
30408432,Kimani Maureen,11714
30408432,Oluoch Patricia,22663
30408432,Wamicwe Joyce,30012
30408432,Mutegi Jane,18378
30408432,Njogo Susan,20558
30408432,Anyona Micah,1260
30408432,Muchiri Phillip,17335
30408432,Maikweki Lucy,14696
30408432,Musyoki Helgar,18322
30408432,Bahati Prince,1781
30408432,Kyongo Jordan,13137
30408432,Marwa Tom,15408
30408432,Irungu Elizabeth,9329
30408432,Kiragu Michael,12098
30408432,Kioko Urbanus,11992
30408432,Ogando Justus,21963
30408432,Were Dan,30688
30408432,Bartilol Kigen,2059
30408432,Sirengo Martin,27429
30408432,Mugo Nelly,17465
30408432,Baeten Jared M,1769
30408432,Cherutich Peter,4085
30408432,PrEP Technical Working Group On Behalf Of The,24949
30408431,Dunbar Megan S,5498
30408431,Kripke Katharine,12826
30408431,Haberer Jessica,8054
30408431,Castor Delivette,3704
30408431,Mukoma Wanjiru,17659
30408431,Patel Pragna,24402
30408431,Reed Jason,25403
30408431,Were Daniel,30689
30408431,Warren Mitchell,30397
30408431,Torjesen Kristine,28918
30408430,Schwartz Katie,26677
30408430,Ferrigno Briana,6245
30408430,Vining Sarah,29454
30408430,Gomez Anabel,7593
30408430,Gardiner Elizabeth,6813
30408430,Jeckonia Patriciah,9591
30408430,Torjesen Kristine,28918
30407498,Obila Onyango,21393
30407498,Gajer Pawel,6693
30407498,Scott Milcah Carol,26716
30407498,Dizzell Sara,5296
30407498,Humphrys Michael,9025
30407498,Shahabi Kamnoosh,26930
30407498,Huibner Sanja,9011
30407498,Tharao Wangari,28577
30407498,Mureithi Marianne,18026
30407498,Oyugi Julius,24171
30407498,Kaushic Charu,10951
30407498,Ravel Jacques,25345
30407498,Anzala Omu,1269
30406335,Ngure Kenneth,20265
30406335,Mugo Nelly,17465
30406335,Kimemia Grace,11765
30406335,Burns Bridget Frances O'Rourke,3380
30406335,Baeten Jared M,1769
30406335,Heffron Renee,8488
30406335,Haberer Jessica E,8055
30406334,Adipo Daniel,390
30405665,Chaikam Vijay,3765
30405665,Boddupalli Prasanna M,2765
30404571,Karume Michelle,10801
30402593,Martin Stephanie L,15374
30402593,Wawire Violet,30539
30402593,Ombunda Hedwig,22764
30402593,Li Terry,13767
30402593,Sklar Kelsey,27495
30402593,Tzehaie Hiwet,29157
30402593,Wong Athena,31090
30402593,Pelto Gretel H,24531
30402593,Omotayo Moshood O,22926
30402593,Chapleau Gina M,3837
30402593,Stoltzfus Rebecca J,27994
30402593,Dickin Katherine L,5218
30402565,Chang Aileen Y,3807
30402565,Karwa Rakhi,10814
30402565,Busakhala Naftali,3409
30402565,Fletcher Sara L,6370
30402565,Tonui Edith C,28888
30402565,Wasike Paul,30430
30402565,Kohn Michael A,12522
30402565,Asirwa Fredrick Chite,1438
30402565,Kiprono Samson K,12045
30402565,Maurer Toby,15688
30402565,Goodrich Suzanne,7638
30402565,Pastakia Sonak D,24373
30400976,Ogola Edwin O,22027
30400976,Fillinger Ulrike,6292
30400976,Ondiba Isabella M,23012
30400976,Villinger Jandouwe,29445
30400976,Masiga Daniel K,15463
30400976,Torto Baldwyn,28938
30400976,Tchouassi David P,28453
30400948,Thomas Lian F,28659
