pmid,allauthors,num_label
23120951,Koskei P,12717
23120951,Janitschke K,9540
23120951,Feseha G,6252
21872232,Wanyonyi Sikolia Z,30325
21872232,Achila Bob,262
21872232,Gudu Naomi,7899
21865175,Scott J Anthony G,26707
21865175,Ojal John,22164
21865175,Ashton Lindsey,1426
21865175,Muhoro Anne,17526
21865175,Burbidge Polly,3347
21865175,Goldblatt David,7567
21864405,Bellows Benjamin,2317
21864405,Warren Charlotte,30392
21864405,Vonthanak Saphonn,29493
21864405,Chhorvann Chhea,4117
21864405,Sokhom Hean,27637
21864405,Men Chean,16357
21864405,Bajracharya Ashish,1817
21864405,Rob Ubaidur,25650
21864405,Rathavy Tung,25335
21863208,Ndetei D M,19592
21863208,Khasakhala L I,11295
21863208,Mutiso V,18528
21863208,Mbwayo A W,16035
21861898,Ziraba Abdhalah K,31630
21861898,Madise Nyovani J,14553
21861898,Kimani James K,11701
21861898,Oti Samuel,23649
21861898,Mgomella George,16454
21861898,Matilu Mwau,15627
21861898,Ezeh Alex,6045
21858730,Njagi Lucy Wanjiru,20410
21858730,Mbuthia Paul Gichohi,16021
21858730,Nyaga Phillip Njeru,20928
21858730,Bebora Lilly Caroline,2210
21858730,Minga Uswege M,16638
21857858,Ogendi J O K,21986
21857858,Ayisi J G,1678
21854569,Nthumba Peter M,20852
21854351,Westercamp Matthew,30771
21854351,Agot Kawango E,518
21854351,Ndinya-Achola Jeckoniah,19627
21854351,Bailey Robert C,1802
21849293,Nduati Eunice,19681
21849293,Gwela Agnes,8022
21849293,Karanja Henry,10604
21849293,Mugyenyi Cleopatra,17497
21849293,Langhorne Jean,13375
21849293,Marsh Kevin,15321
21849293,Urban Britta C,29212
21848136,Oyugi Dalmas Oyugi,24161
21848136,Harper David Matthew,8295
21848136,Ntiba Japheth Michemi,20854
21848136,Kisia Seth Marande,12214
21848136,Britton John Robert,3115
21844740,Okuku Haile Selassie,22451
21844740,Sanders Eduard J,26334
21844740,Nyiro Joyce,21198
21844740,Ngetsa Caroline,20108
21844740,Ohuma Eric,22150
21844740,McClelland R Scott,16084
21844740,Price Matthew A,25007
21844740,Graham Susan M,7742
21844351,Clark William C,4335
21844351,Tomich Thomas P,28869
21844351,Guston David,7984
21844351,Catacutan Delia,3706
21844351,Dickson Nancy M,5222
21844351,McNie Elizabeth,16217
21843886,Murage Alfred,17992
21843886,Muteshi Murwa C,18394
21843886,Githae Francis,7343
21835032,Owino Eunice Anyango,24011
21833707,Kinuthia Geoffrey Kariuki,11907
21833707,Gicheru Michael Muita,7131
21833707,Ngure Peter Kamau,20268
21833707,Kabiru Ephantus Wanjohi,9989
21833678,Kagira John Maina,10072
21833678,Kanyari Paul Njuki,10520
21833678,Githigia Samuel Maina,7374
21833678,Maingi Ndicho,14813
21833678,Ng'ang'a James Chege,19940
21833678,Gachohi John Mwangi,6658
21831986,Thuo Nahashon,28742
21831986,Ungphakorn Wanchana,29200
21831986,Karisa Japhet,10689
21831986,Muchohi Simon,17339
21831986,Muturi Alex,18650
21831986,Kokwaro Gilbert,12548
21831986,Thomson Alison H,28686
21831986,Maitland Kathryn,14836
21831133,Tamiru Amanuel,28323
21831133,Bruce Toby J A,3228
21831133,Woodcock Christine M,31118
21831133,Caulfield John C,3716
21831133,Midega Charles A O,16508
21831133,Ogol Callistus K P O,22019
21831133,Mayon Patrick,15727
21831133,Birkett Michael A,2618
21831133,Pickett John A,24716
21831133,Khan Zeyaur R,11281
21829096,Runo Steven,26052
21827277,Nyagaka Benuel,20937
21827277,Kiptoo Michael K,12072
21827277,Lihana Raphael W,13824
21827277,Khamadi Samoel A,11247
21827277,Makokha Ernest P,14921
21827277,Kinyua Joyceline G,11965
21827277,Mwangi Joseph,18907
21827277,Osman Saida,23575
21827277,Lagat Nancy J,13211
21827277,Muriuki Joseph,18113
21827277,Okoth Vincent,22433
21827277,Gicheru Michael,7129
21827277,Ng'ang'a Zipporah,19964
21827277,Songok Elijah M,27688
21824377,Kaindi D W M,10152
21824377,Schelling E,26554
21824377,Wangoh J M,30178
21824377,Imungi J K,9230
21824377,Farah Z,6108
21824377,Meile L,16316
21820168,Moonen Bruno,17014
21820168,Cohen Justin M,4415
21820166,Zurovac Dejan,31677
21820166,Sudoi Raymond K,28086
21820166,Akhwale Willis S,655
21820166,Ndiritu Moses,19645
21820166,Hamer Davidson H,8169
21820166,Rowe Alexander K,25975
21820166,Snow Robert W,27602
21819603,Bauni Evasius,2157
21819603,Ndila Carolyne,19617
21819603,Mochamah George,16808
21819603,Nyutu Gideon,21240
21819603,Matata Lena,15544
21819603,Ondieki Charles,23019
21819603,Mambo Barbara,15063
21819603,Mutinda Maureen,18504
21819603,Tsofa Benjamin,29050
21819603,Maitha Eric,14829
21819603,Etyang Anthony,6003
21819603,Williams Thomas N,30937
21812203,Imbuki Kennedy,9222
21812203,Todd Catherine S,28827
21812203,Stibich Mark A,27971
21812203,Shaffer Douglas N,26894
21812203,Sinei Samuel K,27371
21811146,Were Edwin,30692
21811146,Curran Kathryn,4745
21811146,Delany-Moretlwe Sinead,5062
21811146,Nakku-Joloba Edith,19337
21811146,Mugo Nelly R,17466
21811146,Kiarie James,11369
21811146,Bukusi Elizabeth A,3313
21811146,Celum Connie,3727
21811146,Baeten Jared M,1769
21806436,Kamuya Dorcas,10403
21806436,Marsh Vicki,15328
21806436,Molyneux Sassy,16955
21801635,Sang Rosemary,26381
21801635,Lutomiah Joel,14254
21801635,Koka Hellen,12533
21801635,Makio Albina,14901
21801635,Chepkorir Edith,4025
21801635,Ochieng Caroline,21506
21801635,Yalwala Santos,31259
21801635,Mutisya James,18539
21801635,Musila Lilian,18246
21801635,Richardson Jason H,25565
21801635,Miller Barry R,16575
21801635,Schnabel David,26599
21800783,Gradin Dan,7731
21800783,Mundia Daniel,17834
21797733,Kalibala Samuel,10206
21797733,Schenk Katie D,26557
21797733,Weiss Deborah C,30609
21797733,Elson Lynne,5810
21797722,Marsh Vicki M,15329
21797722,Kamuya Dorcas M,10404
21797722,Molyneux Sassy S,16957
21794861,Weston Khisa,30781
21794861,Mutiso Stephen,18525
21794861,Mwangi Judy W,18913
21794861,Qureshi Zahida,25134
21794861,Beard Jessica,2196
21794861,Venkat Pavithra,29365
21791037,Gitau Evelyn N,7313
21791037,Kokwaro Gilbert O,12549
21791037,Newton Charles Rjc,19906
21791037,Ward Stephen A,30351
21785321,Mugo Nelly R,17466
21785321,Heffron Renee,8488
21785321,Donnell Deborah,5351
21785321,Wald Anna,29810
21785321,Were Edwin O,30693
21785321,Rees Helen,25408
21785321,Celum Connie,3727
21785321,Kiarie James N,11370
21785321,Cohen Craig R,4407
21785321,Kayintekore Kayitesi,10982
21785321,Baeten Jared M,1769
21783241,Crichton Joanna,4677
21783241,Ibisomi Latifat,9124
21783241,Gyimah Stephen Obeng,8034
21782014,Wambugu Stanley N,29989
21782014,Mathiu Peter M,15611
21782014,Gakuya Daniel W,6722
21782014,Kanui Titus I,10506
21782014,Kabasa John D,9963
21782014,Kiama Stephen G,11339
21781291,Ototo Ednah N,23832
21781291,Githeko Andrew K,7368
21781291,Wanjala Christine L,30201
21781291,Scott Thomas W,26726
21777620,Okonji Jully A,22375
21777620,Basavaraju Sridhar V,2071
21777620,Mwangi Jane,18901
21777620,Shiraishi Ray W,27123
21777620,Odera Matthew,21695
21777620,Ouma Kenneth,23919
21777620,Pitman John P,24791
21777620,Marum Lawrence H,15405
21777620,Ou Chin-Yih,23868
21777620,Zeh Clement,31517
21777441,Musila Nyokabi,18249
21777441,Opiyo Newton,23367
21777441,English Mike,5876
21777108,Izugbara Chimaraoke O,9422
21777108,Ochako Rhoune,21480
21777108,Izugbara Chibuogwu,9420
21775539,Munywoki Patrick Kiio,17979
21775539,Hamid Fauzat,8173
21775539,Mutunga Martin,18637
21775539,Welch Steve,30652
21775539,Cane Patricia,3583
21775539,Nokes D James,20766
21767334,Kihara Jimmy,11522
21767334,Mwandawiro Charles,18824
21767334,Waweru Beth,30518
21767334,Gitonga Caroline W,7437
21767334,Brooker Simon,3145
21740660,Hoa N B,8718
21755234,Mutiso Joshua Muli,18516
21755234,Macharia John Chege,14428
21755234,Barasa Mustafa,1966
21755234,Taracha Evans,28371
21755234,Bourdichon Alain J,2947
21755234,Gicheru Michael M,7130
21747921,Bejon Philip,2280
21747921,Turner Louise,29126
21747921,Lavstsen Thomas,13458
21747921,Cham Gerald,3783
21747921,Olotu Ally,22609
21747921,Drakeley Chris J,5418
21747921,Lievens Marc,13815
21747921,Vekemans Johan,29356
21747921,Savarese Barbara,26480
21747921,Lusingu John,14240
21747921,von Seidlein Lorenz,31872
21747921,Bull Peter C,3326
21747921,Marsh Kevin,15321
21747921,Theander Thor G,28585
21740274,Kageha Sheila,10046
21740274,Lihana Raphael W,13824
21740274,Okoth Vincent,22433
21740274,Mwau Matilu,19067
21740274,Okoth Fredrick A,22404
21740274,Songok Elijah M,27688
21740274,Ngaira Jane M,19998
21740274,Khamadi Samoel A,11247
21738507,Nguta Joseph Mwanzia,20277
21738507,Mbaria James M,15783
21738507,Gathumbi Peter K,6900
21738507,Gakuya Daniel,6721
21738507,Kabasa John David,9964
21738507,Kiama Stephen Gitahi,11340
21734121,Akala Hoseah M,620
21734121,Eyase Fredrick L,6039
21734121,Cheruiyot Agnes C,4063
21734121,Omondi Angela A,22854
21734121,Ogutu Bernhards R,22099
21734121,Waters Norman C,30476
21734121,Johnson Jacob D,9721
21734121,Polhemus Mark E,24859
21734121,Schnabel David C,26600
21734121,Walsh Douglas S,29876
21729269,Kweka Eliningaya J,13081
21729269,Zhou Guofa,31589
21729269,Gilbreath Thomas M,7239
21729269,Afrane Yaw,446
21729269,Nyindo Mramba,21189
21729269,Githeko Andrew K,7368
21729269,Yan Guiyun,31281
21722389,Nthumba Peter M,20852
21722389,Ngure Peter,20266
21722389,Nyoro Patrick,21228
21718522,Omollo Raymond,22826
21718522,Alexander Neal,792
21718522,Edwards Tansy,5651
21718522,Khalil Eltahir A G,11240
21718522,Younis Brima M,31435
21718522,Abuzaid Abuzaid A,221
21718522,Wasunna Monique,30463
21718522,Njoroge Njenga,20632
21718522,Kinoti Dedan,11892
21718522,Kirigi George,12115
21718522,Dorlo Thomas P C,5371
21718522,Ellis Sally,5783
21718522,Balasegaram Manica,1850
21718522,Musa Ahmed M,18190
21714895,Ayisi John G,1680
21714895,van't Hoog Anna H,31864
21714895,Agaya Janet A,479
21714895,Mchembere Walter,16234
21714895,Nyamthimba Peter O,21051
21714895,Muhenje Odylia,17504
21714895,Marston Barbara J,15343
21713553,Emina Jacques,5840
21713553,Beguy Donatien,2259
21713553,Zulu Eliya M,31662
21713553,Ezeh Alex C,6046
21713553,Muindi Kanyiva,17562
21713553,Elung'ata Patricia,5813
21713553,Otsola John K,23833
21713553,Yé Yazoumé,31476
21713552,Zulu Eliya M,31662
21713552,Beguy Donatien,2259
21713552,Ezeh Alex C,6046
21713552,Bocquier Philippe,2763
21713552,Madise Nyovani J,14553
21713552,Cleland John,4355
21713552,Falkingham Jane,6080
21713038,Zeh Clement,31517
21713038,Amornkul Pauli N,1033
21713038,Inzaule Seth,9280
21713038,Ondoa Pascale,23038
21713038,Oyaro Boaz,24105
21713038,Mwaengo Dufton M,18739
21713038,Vandenhoudt Hilde,29310
21713038,Gichangi Anthony,7112
21713038,Williamson John,30945
21713038,Thomas Timothy,28667
21713038,Decock Kevin M,5038
21713038,Hart Clyde,8338
21713038,Nkengasong John,20731
21713038,Laserson Kayla,13418
21711519,Ouma Johnson O,23916
21711519,Beadell Jon S,2189
21711519,Hyseni Chaz,9110
21711519,Okedi Loyce M,22255
21711519,Krafsur Elliot S,12777
21711519,Aksoy Serap,697
21711519,Caccone Adalgisa,3512
21711171,Littrell Megan,13937
21711171,Boris Neil W,2865
21711171,Brown Lisanne,3193
21711171,Hill Michael,8666
21711171,Macintyre Kate,14502
21708991,Onguru Daniel,23129
21708991,Liang YanMei,13783
21708991,Elliot Jennifer,5774
21708991,Mwinzi Pauline,19158
21708991,Ganley-Leal Lisa,6789
21704911,Kiboi Julius G,11431
21704911,Kitunguu Peter K,12291
21704911,Angwenyi Phillip,1209
21704911,Mbuthia Fred,16007
21704911,Sagina Laura S,26175
21703078,Kemoli Arthur Musakulu,11099
21703078,Opinya Gladys N,23356
21703078,van Amerongen Willem Evert,31772
21703078,Mwalili Samuel M,18788
21701491,Volinia S,29483
21701491,Liu C G,13942
21701491,Githanga J,7362
21701491,Nyagol J,20944
21701491,Palatini J,24227
21701491,Rogena E,25757
21701491,Croce C M,4683
21699586,Osuga I M,23603
21699586,Abdulrazak S A,95
21699586,Muleke C I,17709
21699586,Fujihara T,6585
21695203,Waiboci Lilian W,29697
21695203,Lebo Emmaculate,13520
21695203,Williamson John M,30946
21695203,Mwiti William,19184
21695203,Kikwai Gilbert K,11576
21695203,Njuguna Henry,20685
21695203,Olack Beatrice,22505
21695203,Breiman Robert F,3059
21695203,Njenga M Kariuki,20468
21695203,Katz Mark A,10925
21687912,Khasakhala L,11294
21687912,Sorsdahl K R,27714
21687912,Harder V S,8269
21687912,Williams D R,30904
21687912,Stein D J,27883
21687912,Ndetei D M,19592
21687687,Noor Abdisalan M,20784
21682919,Atieli Harrysone E,1490
21682919,Zhou Guofa,31589
21682919,Afrane Yaw,446
21682919,Lee Ming-Chieh,13563
21682919,Mwanzo Isaac,19027
21682919,Githeko Andrew K,7368
21682919,Yan Guiyun,31281
21682875,Kweka Eliningaya J,13081
21682875,Zhou Guofa,31589
21682875,Lee Ming-Chieh,13563
21682875,Gilbreath Thomas M,7239
21682875,Mosha Franklin,17158
21682875,Munga Stephen,17865
21682875,Githeko Andrew K,7368
21682875,Yan Guiyun,31281
21681402,Odumo O B,21873
21681402,Mustapha A O,18288
21681402,Patel J P,24388
21681402,Angeyo H K,1195
21679761,Kaingu Catherine Kaluwa,10155
21679761,Oduma Jemimah Achieng,21870
21679761,Kanui Titus I,10506
21679486,Odiere Maurice R,21791
21679486,Opisa Selpha,23357
21679486,Odhiambo Gladys,21750
21679486,Jura Walter G Z O,9922
21679486,Ayisi John M,1681
21679486,Karanja Diana M S,10598
21679486,Mwinzi Pauline N,19159
21679458,Kosimbei George,12708
21679458,Hanson Kara,8256
21679458,English Mike,5876
21674133,Ogeng'o Julius A,22000
21674133,Obimbo Moses M,21400
21674133,Olabu Beda O,22504
21674133,Gatonga Patrick M,6920
21674133,Ong'era Denis,23073
21672294,Tamiru A,28322
21672294,Getu E,7057
21672294,Jembere B,9605
21672294,Bruce T,3227
21671282,Ongeti Kevin W,23115
21671282,Ogeng'o Julius A,22000
21664997,Ko Wen-Ya,12417
21664997,Kaercher Kristin A,10036
21664997,Giombini Emanuela,7271
21664997,Marcatili Paolo,15233
21664997,Omar Sabah A,22706
21664997,Ranciaro Alessia,25272
21664997,Hirbo Jibril B,8692
21664997,Tishkoff Sarah A,28809
21663697,Sacchini Flavio,26146
21663697,Naessens Jan,19285
21663697,Awino Elias,1593
21663697,Heller Martin,8512
21663697,Hlinak Andreas,8709
21663697,Haider Wolfram,8086
21663697,Sterner-Kock Anja,27931
21663697,Jores Joerg,9808
21660647,Muendo Esther N,17385
21660647,Mbatha Peter M,15788
21660647,Macharia Joseph,14429
21660647,Abdoel Theresia H,71
21660647,Janszen Paul V,9552
21660647,Pastoor Rob,24375
21660647,Smits Henk L,27585
21655352,Kariuki Thomas,10765
21655352,Phillips Richard,24695
21655352,Njenga Sammy,20478
21655352,Olesen Ole F,22552
21655352,Klatser Paul R,12347
21655352,Porro Riccardo,24899
21655352,Lock Sarah,13992
21655352,Cabral Maria Hermínia,3511
21655352,Gliber Martina,7494
21655352,Hanne Detlef,8230
21655317,Kangwana Beth P,10483
21655317,Kedenge Sarah V,11028
21655317,Noor Abdisalan M,20784
21655317,Alegana Victor A,775
21655317,Nyandigisi Andrew J,21085
21655317,Pandit Jayesh,24270
21655317,Fegan Greg W,6172
21655317,Todd James E,28828
21655317,Brooker Simon,3145
21655317,Snow Robert W,27602
21655317,Goodman Catherine A,7630
21649927,Muthoka Johnstone M,18444
21649927,Sinkeet Simeon R,27411
21649927,Shahbal Swaleh H,26932
21649927,Matakwa Ludia C,15530
21649927,Ogeng'o Julius A,22000
21639926,Bayoh M Nabie,2180
21639926,Akhwale Willis,654
21639926,Ombok Maurice,22753
21639926,Sang David,26365
21639926,Engoki Sammy C,5879
21639926,Koros Dan,12671
21639926,Walker Edward D,29838
21639926,Williams Holly A,30911
21639926,Burke Heather,3361
21639926,Armstrong Gregory L,1344
21639926,Cetron Martin S,3742
21639926,Weinberg Michelle,30589
21639926,Breiman Robert,3058
21639926,Hamel Mary J,8166
21637856,Ope Maurice O,23340
21637856,Katz Mark A,10925
21637856,Aura Barrack,1565
21637856,Gikunju Stella,7223
21637856,Njenga M Kariuki,20468
21637856,Ng'ang'a Zipporah,19964
21637856,Vulule John,29524
21637856,Breiman Robert F,3059
21637856,Feikin Daniel R,6183
21637349,Amuyunzu-Nyamongo Mary,1069
21637349,Tchounkeu Yolande Flore Longang,28455
21637349,Oyugi Rahel Akumu,24176
21637349,Kabali Asaph Turinde,9948
21637349,Okeibunor Joseph C,22257
21637349,Manianga Cele,15156
21637349,Amazigo Uche V,953
21637108,Mwangi Mary,18926
21637108,Bunnell Rebecca,3342
21637108,Nyoka Raymond,21202
21637108,Gichangi Anthony,7112
21637108,Makokha Ernest,14920
21637108,Kim Andrea,11617
21637108,Kichamu George,11460
21637108,Marum Lawrence,15404
21637108,Ichwara Jared,9140
21637108,Mermin Jonathan,16409
21635920,Zeh C,31516
21635920,Oyaro B,24104
21635920,Vandenhoudt H,29309
21635920,Amornkul P,1031
21635920,Kasembeli A,10824
21635920,Bondo P,2827
21635920,Mwaengo D,18737
21635920,Thomas T K,28666
21635920,Hart C,8331
21635920,Laserson K F,13417
21635920,Ondoa P,23037
21635920,Nkengasong J N,20730
21629649,Luedeling Eike,14173
21629649,Girvetz Evan H,7285
21629649,Semenov Mikhail A,26814
21629649,Brown Patrick H,3199
21628653,Bejon Philip,2280
21628653,Cook Jackie,4537
21628653,Bergmann-Leitner Elke,2393
21628653,Olotu Ally,22609
21628653,Lusingu John,14240
21628653,Mwacharo Jedidah,18723
21628653,Vekemans Johan,29356
21628653,Njuguna Patricia,20708
21628653,Leach Amanda,13503
21628653,Lievens Marc,13815
21628653,Dutta Sheetij,5552
21628653,von Seidlein Lorenz,31872
21628653,Savarese Barbara,26480
21628653,Villafana Tonya,29438
21628653,Lemnge Martha M,13631
21628653,Cohen Joe,4411
21628653,Marsh Kevin,15321
21628653,Corran Patrick H,4578
21628653,Angov Evelina,1206
21628653,Riley Eleanor M,25604
21628653,Drakeley Chris J,5418
21628055,Ahmed Mushtaq,571
21628055,Vellani Camer W,29362
21628055,Awiti Alex O,1600
21627803,Nyiro Joyce U,21199
21627803,Sanders Eduard J,26334
21627803,Ngetsa Caroline,20108
21627803,Wale Steve,29815
21627803,Awuondo Ken,1622
21627803,Bukusi Elizabeth,3312
21627803,Price Matthew A,25007
21627803,Amornkul Pauli N,1033
21627803,Nokes D James,20766
21626425,Mwangangi Joseph M,18846
21626425,Midega Janet,16512
21626425,Kahindi Samuel,10112
21626425,Njoroge Laban,20626
21626425,Nzovu Joseph,21273
21626425,Githure John,7423
21626425,Mbogo Charles M,15858
21626425,Beier John C,2273
21624117,Ojakaa David I,22163
21624117,Ofware Peter,21942
21624117,Machira Yvonne W,14477
21624117,Yamo Emmanuel,31276
21624117,Collymore Yvette,4476
21624117,Ba-Nguz Antoinette,1729
21624117,Vansadia Preeti,29326
21624117,Bingham Allison,2590
21623888,Ferguson Morag E,6226
21623888,Jones Richard B,9787
21623888,Bramel Paula J,3006
21623888,Domínguez Carlos,5344
21623888,Torre do Vale Carla,28930
21623888,Han Jie,8202
30731910,Rouse M N,25967
30731910,Wanyera R,30292
30731910,Njau P,20441
30731910,Jin Y,9667
21615957,Kimani-Murage Elizabeth W,11738
21615957,Madise Nyovani J,14553
21615957,Fotso Jean-Christophe,6461
21615957,Kyobutungi Catherine,13129
21615957,Mutua Martin K,18590
21615957,Gitau Tabither M,7335
21615957,Yatich Nelly,31321
21615299,Maitland Kathryn,14836
21615299,Kiguli Sarah,11511
21615299,Opoka Robert O,23376
21615299,Engoru Charles,5880
21615299,Olupot-Olupot Peter,22672
21615299,Akech Samuel O,634
21615299,Nyeko Richard,21177
21615299,Mtove George,17274
21615299,Reyburn Hugh,25510
21615299,Lang Trudie,13322
21615299,Brent Bernadette,3075
21615299,Evans Jennifer A,6017
21615299,Tibenderana James K,28761
21615299,Crawley Jane,4671
21615299,Russell Elizabeth C,26072
21615299,Levin Michael,13702
21615299,Babiker Abdel G,1737
21615299,Gibb Diana M,7091
21613446,Gatheru Zipporah,6877
21613446,Nyangao James,21107
21612669,Chuma Jane,4263
21612669,Okungu Vincent,22477
21612649,Njenga Sammy M,20479
21612649,Mwandawiro Charles S,18825
21612649,Wamae C Njeri,29901
21612649,Mukoko Dunstan A,17655
21612649,Omar Anisa A,22697
21612649,Shimada Masaaki,27105
21612649,Bockarie Moses J,2758
21612649,Molyneux David H,16950
21612519,Karari Charles,10635
21612519,Tittle Robin,28812
21612519,Penner Jeremy,24550
21612519,Kulzer Jayne,12896
21612519,Bukusi Elizabeth A,3313
21612519,Marima Reson,15264
21612519,Cohen Craig R,4407
21608421,Breiman Robert F,3059
21608421,Olack Beatrice,22505
21608421,Shultz Alvin,27178
21608421,Roder Sanam,25728
21608421,Kimani Kabuiya,11706
21608421,Feikin Daniel R,6183
21608421,Burke Heather,3361
21599994,Wanjira Carol,30244
21599994,Mwangi Moses,18931
21599994,Mathenge Evans,15590
21599994,Mbugua Gabriel,15920
21599994,Ng'ang'a Zipporah,19964
21599931,Mudhune Sandra A,17358
21599931,Okiro Emelda A,22347
21599931,Noor Abdisalan M,20784
21599931,Zurovac Dejan,31677
21599931,Juma Elizabeth,9867
21599931,Ochola Sam A,21595
21599931,Snow Robert W,27602
21595898,Wanjala Christine L,30201
21595898,Waitumbi John,29760
21595898,Zhou Guofa,31589
21595898,Githeko Andrew K,7368
21586946,Wamalwa Peter,29934
21586946,Amisi Stella Kabarika,1006
21586946,Wang Yunji,30124
21586946,Chen Song,3984
21576468,Perry Brian D,24596
21576468,Grace Delia,7728
21576468,Sones Keith,27678
21572858,Were E,30690
21572858,Nyaberi Z,20893
21572858,Buziba N,3458
21572600,Onyango Rosebella O,23279
21569546,Mala Albert O,14963
21569546,Irungu Lucy W,9339
21569546,Shililu Josephat I,27101
21569546,Muturi Ephantus J,18655
21569546,Mbogo Charles M,15858
21569546,Njagi Joseph K,20401
21569546,Mukabana Wolfgang R,17617
21569546,Githure John I,7424
21569328,Noor Abdisalan M,20784
21569328,Mohamed Maoulid B,16860
21569328,Mugyenyi Cleopatra K,17498
21569328,Osman Mouna A,23573
21569328,Guessod Hawa H,7913
21569328,Kabaria Caroline W,9959
21569328,Ahmed Ifrah A,561
21569328,Nyonda Mary,21207
21569328,Cook Jackie,4537
21569328,Drakeley Christopher J,5419
21569328,Mackinnon Margaret J,14514
21569328,Snow Robert W,27602
21559495,Pelle Roger,24518
21559495,Graham Simon P,7739
21559495,Njahira Moses N,20423
21559495,Osaso Julius,23537
21559495,Saya Rosemary M,26503
21559495,Odongo David O,21824
21559495,Toye Philip G,28971
21559495,Spooner Paul R,27772
21559495,Musoke Anthony J,18270
21559495,Mwangi Duncan M,18867
21559495,Taracha Evans L N,28373
21559495,Morrison W Ivan,17118
21559495,Weir William,30603
21559495,Silva Joana C,27268
21559495,Bishop Richard P,2635
21559301,Ndenga Bryson A,19574
21559301,Simbauni Jemimah A,27292
21559301,Mbugi Jenard P,15908
21559301,Githeko Andrew K,7368
21559301,Fillinger Ulrike,6292
21550565,Ajema C,607
21550565,Mukoma W,17658
21550565,Kilonzo N,11609
21550565,Bwire B,3480
21550565,Otwombe K,23864
21544871,Kaisha W,10171
21544871,Wobenjo A,31053
21544871,Saidi H,26191
21540734,Nthumba Peter,20851
21540734,Barasa Jack,1958
21540734,Cavadas Pedro C,3719
21540734,Landin Luis,13301
21539746,Opwora Antony S,23406
21539746,Laving Ahmed M R,13453
21539746,Nyabola Lambert O,20903
21539746,Olenja Joyce M,22551
21537996,George Gachara,7010
21537996,Samuel Symekher,26302
21537996,John Mbithi,9697
21537996,James Simwa,9519
21537996,Musa Ng'ayo,18192
21537996,Japheth Magana,9560
21537996,Wallace Bulimo,29856
21531437,Ngigi Anastasiah,20116
21531437,Dörfler Ulrike,5578
21531437,Scherb Hagen,26560
21531437,Getenga Zachary,7048
21531437,Boga Hamadi,2779
21531437,Schroll Reiner,26642
30082945,Kagia Jean W,10061
21526933,Mailafiya Duna Madu,14697
21526933,Le Ru Bruno Pierre,13491
21526933,Kairu Eunice Waitherero,10162
21526933,Dupas Stéphane,5537
21526933,Calatayud Paul-André,3529
21525734,Kumar Neeta,12903
21525734,Sayed Shahin,26508
21525734,Moloo Zahir,16944
21525734,Wasike Ronald,30434
21516965,Lakati A S,13234
21516965,Makokha O A,14923
21516965,Binns C W,2595
21516965,Kombe Y,12583
21511317,Thomson Kerry A,28694
21511317,Cheti Erastus O,4108
21511317,Reid Tony,25445
21507273,Njeru Mercy K,20504
21507273,Blystad Astrid,2745
21507273,Shayo Elizabeth H,27005
21507273,Nyamongo Isaac K,21039
21507273,Fylkesnes Knut,6614
21507227,Watsierah Carren A,30496
21507227,Jura Walter G Z O,9922
21507227,Raballah Evans,25144
21507227,Kaseje Dan,10818
21507227,Abong'o Benard,141
21507227,Ouma Collins,23894
21505544,Trivedy Jyotee,29013
21505300,Sanders Eduard J,26334
21505300,Wahome Elizabeth,29679
21505300,Mwangome Mary,18970
21505300,Thiong'o Alexander N,28616
21505300,Okuku Haile S,22450
21505300,Price Matthew A,25007
21505300,Wamuyu Lorraine,30039
21505300,Macharia Michael,14437
21505300,McClelland R Scott,16084
21505300,Graham Susan M,7742
21501911,Lisouza Fred Ayodi,13928
21501911,Owuor Okinda P,24084
21501911,Lalah Joseph O,13250
21492742,Osano Boniface Ombaba,23533
21492742,Wang'ombe Joseph K,30131
21492742,Kamenwa Rose W,10354
21492742,Wamalwa Dalton,29925
21492492,Omondi B A,22856
21492492,van den Berg J,31838
21492492,Masiga D,15459
21492492,Schulthess F,26651
21490188,Hammitt Laura L,8189
21490188,Kazungu Sidi,10995
21490188,Welch Steve,30652
21490188,Bett Anne,2455
21490188,Onyango Clayton O,23218
21490188,Gunson Rory N,7957
21490188,Scott J Anthony G,26707
21490188,Nokes D James,20766
21486498,Okiro Emelda A,22347
21486498,Bitira David,2649
21486498,Mbabazi Gladys,15739
21486498,Mpimbaza Arthur,17242
21486498,Alegana Victor A,775
21486498,Talisuna Ambrose O,28303
21486498,Snow Robert W,27602
21485228,Kemoli A M,11096
21485228,van Amerongen W E,31771
21483712,Ayieko Philip,1672
21483712,Ntoburi Stephen,20857
21483712,Wagai John,29643
21483712,Opondo Charles,23389
21483712,Opiyo Newton,23367
21483712,Migiro Santau,16525
21483712,Wamae Annah,29899
21483712,Mogoa Wycliffe,16843
21483712,Were Fred,30703
21483712,Wasunna Aggrey,30456
21483712,Fegan Greg,6171
21483712,Irimu Grace,9316
21483712,English Mike,5876
21482551,Kariuki Symon M,10762
21482551,Ikumi Michelle,9187
21482551,Ojal John,22164
21482551,Sadarangani Manish,26158
21482551,Idro Richard,9151
21482551,Olotu Ally,22609
21482551,Bejon Philip,2280
21482551,Berkley James A,2403
21482551,Marsh Kevin,15321
21482551,Newton Charles R J C,19903
21480020,Muraya Julie Gathoni,18006
21480020,Neville Miller Ann,19873
21480020,Mjomba Leonard,16768
21479959,Onyambus G K,23195
21479959,Maranga R O,15215
