pmid,num_label
31775877,1914
31775837,634
31775837,17250
31775581,22721
31774842,605
31774832,6955
31774832,28989
31774832,26401
31774832,12133
31774832,10153
31774832,20183
31774832,2829
31774823,2457
31774823,7728
31774823,13877
31774234,20684
31774234,25531
31772772,11828
31771486,19853
31771486,29095
31771486,27974
31771486,26849
31769388,20479
31769388,10527
31769388,1353
31769388,15551
31769388,23174
31767540,24278
31767540,2217
31767540,29507
31767540,8638
31767540,16168
31767540,26084
31767540,27610
31767540,12368
31767540,10500
31767540,31100
31767540,13847
31767540,12414
31767540,16621
31767540,4275
31767540,13220
31767540,12350
31767540,6536
31767540,14263
31767012,3019
31767012,24464
31767012,29882
31767012,9705
31767012,30546
31767012,3059
31767012,19449
31767012,19458
31767012,13711
31767012,12735
31766987,25899
31766987,26438
31766987,6544
31766987,1069
31766987,22070
31766987,23699
31766987,1808
31766874,1323
31766874,11420
31766874,20400
31766874,20210
31765422,10308
31765422,16681
31765422,11725
31765422,17482
31765417,17489
31765415,1840
31765415,2310
31765415,4250
31765415,5818
31765415,6052
31765415,7114
31765415,17999
31765415,24465
31765415,27436
31765415,27721
31765415,30955
31765415,31358
31765383,16232
31765383,7173
31765383,18825
31765383,20479
31764270,29661
31764270,7260
31764270,31877
31764270,4085
31764270,5588
31764270,5683
31764270,6690
31764270,7990
31764270,9704
31764270,12780
31764270,13273
31764270,13958
31764270,14764
31764270,15654
31764270,15665
31764270,15992
31764270,16084
31764270,16476
31764270,19687
31764270,20688
31764270,22658
31764270,24134
31764270,25824
31764270,27624
31764270,29653
31764270,30227
31764270,30677
31764270,27055
31764267,24206
31764108,16234
31764108,478
31764108,31449
31764108,22280
31764108,278
31764108,23379
31764108,4629
31764108,18563
31764108,2860
31764108,3524
31764107,23728
31764107,244
31764107,13067
31764107,31603
31764107,22187
31764107,26868
31764107,18262
31764107,641
31764107,21435
31764107,20948
31764107,4979
31764107,2860
31763997,22058
31763997,27969
31763997,10669
31763997,13667
31763997,2262
31763679,735
31763679,2760
31762905,10644
31762905,12147
31762905,951
31762905,9821
31762905,20045
31762905,18043
31762899,2065
31762899,23945
31762899,19964
31762589,10316
31762589,18715
31762589,15035
31762525,22176
31762525,17010
31761001,24453
31761001,3778
31761001,27671
31761001,9075
31761001,3515
31761001,31599
31761001,3728
31761001,4966
31761001,14942
31761001,5241
31761001,5271
31761001,7782
31761001,5866
31761000,9984
31760979,2811
31760979,27826
31760952,18968
31760941,28762
31760941,1516
31760941,29882
31759619,15185
31759619,31006
31759421,18732
31759120,12899
31759120,24330
31759120,13844
31759120,27784
31759120,11642
31759120,8236
31759120,24319
31759120,24142
31758384,29323
31756808,13319
31756808,22511
31756512,18314
31756512,11564
31756512,915
31756512,22894
31756512,3933
31756512,9840
31756512,11426
31756512,20019
31756512,11691
31756291,20049
31756291,20720
31756291,28636
31756291,18783
31756291,17278
31756291,18969
31756291,22128
31756291,20948
31756291,2403
31756242,15029
31756189,5810
31756189,25286
31756189,6292
31755824,28417
31755021,1241
31755021,6405
31755021,5063
31755021,5710
31755021,28938
31754527,22795
31754527,18356
31753675,8937
31753675,8356
31753675,16850
31753675,5675
31753675,6099
31752872,13734
31752872,8304
31752872,15548
31752872,5414
31752872,25824
31752872,21311
31752872,11909
31752872,9704
31752872,29198
31752274,30995
31751377,1280
31749840,457
31748995,12755
31748534,23271
31748534,20945
31748534,123
31748534,19531
31748534,24391
31747850,22911
31747807,18203
31747807,4407
31747807,12947
31747807,7028
31747807,30331
31747807,527
31747807,26419
31747807,28492
31747807,30615
31747411,20479
31747411,17466
31746311,17813
31746311,27319
31746311,1414
31746311,17431
31746311,4925
31746311,1833
31744266,8487
31744266,8857
31744266,22098
31744045,26111
31744045,4962
31743899,26273
31743859,1702
31743375,14496
31743375,420
31743375,23164
31742234,13129
31742234,8281
31742234,11304
31741443,29599
31740932,14197
31740409,10661
31740409,15863
31740409,29976
31740409,28844
31740409,547
31738324,26318
31738324,19493
31738324,7551
31738324,30787
31738324,15029
31738324,6939
31738324,11246
31738324,14284
31738324,6303
31736995,10678
31735539,18484
31735539,27660
31735539,3924
31734938,14286
31734938,3807
31734938,12045
31734938,9812
31734938,27570
31734938,2219
31734938,26796
31734938,17998
31734938,17891
31734938,4382
31734938,28606
31734938,9016
31734938,7882
31734938,9631
31734938,19329
31734938,2514
31734938,15688
31734938,13787
31734688,18346
31734688,11384
31734688,11610
31733478,22415
31733075,19746
31732835,13998
31732571,15385
31732571,24722
31732504,16938
31732504,22642
31732504,24569
31732504,11263
31732504,6987
31732504,31351
31732504,31530
31732171,9607
31732171,23434
31732171,27098
31732171,22278
31732171,7049
31731998,28906
31731998,6160
31731998,2110
31731998,27173
31731141,29636
31731141,18375
31730364,29448
31730364,6570
31730364,13953
31730364,13842
31730364,13782
31728952,2803
31728795,20848
31728795,21823
31728795,11156
31728795,2457
31728506,19106
31728506,20379
31728506,24163
31728506,7417
31728506,21426
31728506,7974
31728453,12143
31728453,11408
31728453,22234
31728453,11948
31728346,16963
31728346,23333
31728346,21053
31728346,22638
31727836,26454
31727836,29408
31727697,10281
31727697,14184
31727697,31716
31727697,344
31727697,521
31727697,20766
31727439,19593
31727439,24732
31727439,18531
31727439,28481
31727439,7441
31727439,25383
31727439,18304
31727439,15058
31726303,6631
31726303,18041
31726058,4096
31726058,28938
31725434,3206
31725434,25045
31725434,7486
31725434,18345
31725434,1934
31725434,26257
31725434,28015
31725431,25064
31725431,1903
31725431,1668
31725431,8084
31725431,3854
31725431,4331
31725431,4407
31725431,3313
31725431,24635
31725431,8426
31725431,3787
31722148,4979
31722148,31605
31722148,14161
31721082,1615
31721082,25695
31721082,7776
31721082,30516
31721082,26157
31721082,26513
31719836,15578
31719836,29010
31719836,16406
31719836,29011
31719140,14265
31719140,9446
31719140,30552
31719140,11168
31719140,5088
31719140,24433
31719140,7230
31718642,8031
31717109,15045
31717109,2134
31717109,7755
31717109,30907
31717109,31059
31715529,30533
31715529,17861
31715529,16703
31715529,16836
31715529,12204
31715529,20252
31715524,3464
31715524,489
31715524,4835
31715524,15926
31715524,8209
31715524,19067
31715335,10751
31715335,19898
31715207,11657
31715207,25104
31715207,23447
31715207,18134
31714141,10716
31714141,13022
31714141,12431
31714141,8858
31714141,9798
31714141,19862
31713106,7574
31713106,31045
31712089,9282
31712089,428
31712089,1581
31712089,11533
31712089,9266
31712089,21396
31712089,23240
31712089,19067
31711570,8646
31711570,2249
31711570,2392
31711570,9747
31711570,25767
31711570,26873
31711570,27261
31711570,27608
31711570,28206
31711570,30981
31709786,13795
31709786,543
31709786,22803
31709527,28594
31709527,8575
31709527,1341
31709527,7918
31709527,6824
31709527,27556
31709527,31005
31709527,28574
31709527,13839
31709527,22090
31709527,3366
31709527,16596
31708964,19228
31708964,27996
31708964,10944
31708964,21236
31708964,17610
31708804,808
31708804,24045
31708804,11484
31708804,12901
31708182,23756
31708182,684
31708182,2403
31708182,8166
31708182,8745
31708182,10381
31708182,10760
31708182,20708
31708182,23733
31708182,23805
31708182,23049
31708144,1433
31708144,16873
31706230,1228
31706230,5497
31706230,191
31706230,27344
31706230,14440
31706230,2473
31706230,4085
31706230,3308
31706230,3615
31703809,22980
31703809,15832
31703809,13250
31703588,20207
31703588,6618
31703588,21426
31703588,23686
31703588,4536
31702445,19640
31702088,12742
31702088,1647
31702088,16148
31702088,31409
31702061,6651
31702061,25180
31701059,9979
31701059,16195
31701059,29137
31701059,20119
31701059,30183
31701059,21142
31701059,20055
31701059,3926
31701059,22112
31701059,17196
31699743,21784
31699743,5747
31699743,18771
31699637,31227
31699637,8939
31699637,23312
31699637,29070
31699637,10931
31699017,11334
31698139,8285
31697383,1903
31697383,8426
31697383,3787
31697383,3854
31697383,4331
31697383,12723
31697383,1668
31697383,26377
31697383,9495
31697383,3558
31697383,4407
31697383,3313
31697383,31856
31697383,24635
31696399,21843
31696399,17200
31696399,21430
31696370,23498
31696370,27823
31696370,3313
31696370,20265
31696370,3727
31696370,1769
31696370,8488
31695697,18467
31695697,10265
31695697,2280
31695697,10571
31695511,3155
31695511,9748
31695511,15322
31695511,29359
31695511,24207
31695511,9557
31694578,16006
31694531,13118
31694531,21152
31694531,15538
31694531,23948
31694531,29592
31694531,26385
31694531,18247
31694493,16873
31694493,8281
31694493,18481
31694493,13129
31693717,7206
31693717,15792
31693717,22236
31693717,21377
31693717,26363
31693717,21107
31693686,6226
31693686,26926
31693347,715
31692918,22425
31692887,23029
31692887,11574
31692887,23806
31692868,5051
31692868,22365
31692795,19106
31692795,7417
31692795,6870
31692795,29974
31692795,25788
31692795,23078
31692660,15408
31692660,10625
31692660,23547
31692660,23411
31690306,28532
31690306,1720
31690238,28453
31690238,9458
31690238,22027
31690238,26381
31690238,28938
31689581,7315
31689393,20950
31687528,23694
31687528,22668
31687498,6018
31687498,30748
31687498,19462
31687378,11006
31687378,13104
31687378,24518
31687141,3118
31687141,15564
31687141,10959
31687141,24284
31687141,12222
31687141,22184
31687001,20277
31685619,10783
31685619,8935
31685619,18253
31685619,3169
31685619,25019
31685370,15261
31682960,12758
31682960,23133
31682960,14491
31682960,9882
31682960,14445
31682960,24518
31682626,23118
31682626,21832
31682626,13067
31682261,29151
31682261,3048
31682261,5189
31682261,5624
31682261,22357
31682261,19436
31681427,11109
31681384,513
31681289,11773
31681289,29904
31681289,21602
31681266,12323
31681266,18466
31681266,6171
31681266,7379
31681266,30372
31681266,25271
31681266,15321
31681266,3326
31681266,58
31680708,15583
31680708,28725
31680708,8027
31680708,29323
31679482,30219
31679104,31593
31679104,6058
31679104,12593
31679104,18860
31679104,17666
31679104,21107
31679104,8384
31679104,4027
31679104,14716
31679104,9597
31679104,4610
31679104,24662
31679104,27122
31679104,12724
31679104,2221
31679104,30962
31679104,2973
31679104,3382
31679104,2887
31679104,16420
31677638,1121
31677638,21598
31677638,3924
31677349,10760
31677349,15517
31676905,26860
31676905,6488
31676905,7681
31676905,11275
31676905,25543
31676905,30219
31676905,31339
31676905,16748
31676401,15540
31675972,5936
31675938,21220
31675938,18934
31675938,30218
31675938,18569
31675938,19903
31675938,175
31674301,28136
31674301,15132
31674301,21341
31674301,25039
31673053,14974
31673053,14091
31671757,10626
31667849,2874
31667849,5026
31667849,5183
31667849,21469
31667849,24376
31667849,27892
31667632,21336
31667632,1949
31667632,10992
31667632,4263
31666090,15140
31666090,15448
31666090,15094
31666090,7742
31666090,16084
31666090,27559
31666090,16806
31666043,23481
31666043,18675
31666043,13067
31666043,31629
31665776,4592
31665776,3059
31665350,106
31665350,15131
31665350,21341
31665153,19254
31665033,18371
31665033,23181
31665033,14450
31665033,29158
31665033,609
31665033,21785
31665033,10024
31665033,23454
31665033,9998
31664886,19067
31664161,8542
31664161,23071
31664161,6212
31664161,16197
31664121,25134
31662604,20054
31662604,21985
31662604,16925
31660883,23667
31660376,5854
31660376,23656
31660376,21171
31660376,23768
31660376,21507
31660376,19556
31660376,18666
31660376,2549
31660376,29375
31660376,18450
31660376,9037
31660376,3880
31660347,30841
31660332,20340
31660332,31370
31660332,8825
31660332,17491
31660332,3014
31660332,8488
31660332,25243
31660332,19380
31660332,5559
31660332,30139
31660332,17466
31660332,3727
31660332,5351
31660332,1769
31658183,23549
31658183,6993
31658183,8760
31658183,24372
31658183,26369
31658183,20177
31658183,18854
31658183,14230
31658183,16144
31658183,6772
31658179,29021
31658179,622
31658179,8015
31658179,23713
31658179,21445
31658179,30069
31658179,20836
31658179,21335
31658179,3419
31658179,10016
31658179,3313
31658179,24112
31658179,4407
31656704,22709
31656591,14639
31656591,21104
31656591,11791
31656591,30550
31656591,23026
31655010,4073
31654262,10317
31653611,6549
31653611,7673
31653611,10956
31653611,4380
31653611,17636
31653611,30722
31653591,186
31653591,10762
31653591,11944
31653591,19906
31652540,1252
31652540,13214
31652540,18097
31652540,23194
31652540,18317
31652540,10599
31651904,605
31651904,17353
31651904,31468
31651904,353
31651307,20028
31651307,23768
31651307,359
31651307,23899
31651307,3880
31651307,29375
31651307,30841
31651307,30964
31651307,2381
31651307,1175
31651307,6213
31651307,7616
31651307,6538
31651307,22785
31651307,15004
31650225,24344
31650225,18733
31650225,25298
31650225,16823
31650225,28908
31650225,30819
31649429,7115
31649428,18353
31649197,1748
31649197,29850
31649197,1700
31649197,2730
31649197,3541
31649197,3598
31649197,5572
31649197,6415
31649197,6483
31649197,8772
31649197,8850
31649197,9064
31649197,9119
31649197,9284
31649197,11077
31649197,12628
31649197,13773
31649197,13875
31649197,14089
31649197,20883
31649197,24445
31649197,25934
31649197,26539
31649197,29321
31649197,29593
31649197,30394
31649197,30583
31649197,31028
31649191,17805
31649191,5310
31649191,13900
31645223,542
31645223,22802
31645223,13794
31645223,20069
31644556,20048
31644556,2403
31644556,12316
31644556,20708
31644556,6171
31644556,13322
31640945,30246
31640945,19389
31640945,10122
31640945,31674
31640644,17401
31640644,23999
31640454,7157
31633055,17250
31633055,29227
31639345,18617
31639184,12233
31639184,15470
31639184,1784
31639184,24172
31638946,13067
31638946,21229
31638946,31603
31638946,5747
31638946,11188
31638946,21435
31638946,9881
31638946,24105
31638946,2549
31638946,20090
31638946,14850
31638946,23218
31638928,15856
31638928,18391
31638864,14499
31638680,7800
31638680,9705
31638680,25562
31638680,16153
31638680,15342
31638680,29006
31638680,31321
31638680,12062
31638680,3516
31638680,21225
31638680,26220
31638680,17466
31638680,4276
31637426,28321
31637308,13406
31637308,8117
31637308,29045
31637308,2560
31637308,4376
31637308,25723
31637142,7244
31637142,19195
31637142,3908
31637032,15732
31637032,9674
31637032,18591
31637032,24908
31637032,1433
31637032,6155
31637032,1038
31637032,24877
31637023,12906
31637023,20505
31637023,18244
31637023,30631
31637023,25157
31635322,14772
31635322,18932
31635322,15618
31634997,12127
31634645,10666
31634645,30648
31634645,6237
31634645,25066
31634645,1476
31634645,2587
31634645,1294
31634645,5485
31634645,445
31634645,28069
31634188,6779
31634188,30098
31634188,11856
31634188,25737
31634188,29450
31634188,7497
31634188,1746
31634188,27764
31634188,22355
31634188,17466
31634188,20265
31634188,5411
31634188,1769
31631576,10018
31628862,24617
31628862,5120
31628862,23428
31628862,24683
31628862,25881
31628862,4720
31628860,20911
31628860,27432
31628860,29238
31627770,11770
31627770,8617
31627770,29328
31627277,31023
31627277,21348
31627277,1988
31626654,24003
31626654,15645
31626654,18898
31626654,9250
31626654,20241
31626654,15463
31626651,19562
31626566,26896
31626566,26805
31626566,1836
31626566,31699
31626566,6568
31626566,28165
31626566,1182
31626566,1853
31626566,2311
31626566,2620
31626566,3039
31626566,4403
31626566,5596
31626566,6595
31626566,8608
31626566,12907
31626566,13311
31626566,14046
31626566,25857
31626566,27828
31626566,28991
31626566,8940
31624204,1998
31624202,27046
31623642,7352
31623642,19085
31623642,11005
31623642,2635
31623642,24518
31623466,5333
31623290,31041
31622790,15778
31622339,10165
31622339,21068
31622339,29720
31622339,13877
31622339,23180
31622339,3298
31622339,20499
31622339,10610
31622339,26381
31622339,7728
31622339,2457
31621953,24100
31621953,20628
31621953,20222
31621953,27230
31621953,12166
31621953,15953
31621953,3303
31621953,21340
31621953,17906
31621953,6003
31621953,1949
31621083,12029
31621083,17496
31621083,12299
31621083,12036
31621083,19163
31620892,23446
31620892,23434
31620892,24018
31620892,27151
31620482,23365
31620482,9905
31620482,20195
31620416,11097
31619795,3390
31619795,8554
31619795,4474
31619795,15242
31619795,27514
31619795,30499
31619795,15310
31619795,733
31619795,1521
31619795,2298
31619795,2307
31619795,2423
31619795,2505
31619795,3062
31619795,4838
31619795,4839
31619795,4863
31619795,4927
31619795,4942
31619795,5140
31619795,5143
31619795,5174
31619795,5563
31619795,5583
31619795,6042
31619795,6288
31619795,6590
31619795,6597
31619795,7039
31619795,7603
31619795,7649
31619795,7733
31619795,8783
31619795,9609
31619795,9678
31619795,9726
31619795,10871
31619795,11050
31619795,11102
31619795,11271
31619795,11319
31619795,11790
31619795,11954
31619795,12840
31619795,12901
31619795,13708
31619795,15511
31619795,15712
31619795,16299
31619795,16604
31619795,16918
31619795,20262
31619795,20347
31619795,20376
31619795,23448
31619795,23552
31619795,24567
31619795,24581
31619795,24713
31619795,25164
31619795,25456
31619795,26159
31619795,26257
31619795,26446
31619795,26515
31619795,26531
31619795,26682
31619795,27025
31619795,27078
31619795,27387
31619795,27547
31619795,27657
31619795,28221
31619795,28249
31619795,28523
31619795,29497
31619795,29777
31619795,30100
31619795,31151
31619795,31437
31619795,31534
31619795,18147
31619795,8445
31618249,18620
31618249,21140
31617288,3024
31617288,26025
31616616,20434
31616616,6703
31616616,26508
31616616,16944
31616447,15818
31616447,21907
31615537,1319
31615537,11884
31615537,19168
31615537,3744
31615537,12060
31615537,29676
31615537,23859
31615537,23274
31615537,10615
31615537,1665
31615537,15675
31615300,23875
31615300,8031
31614721,23999
31614721,17401
