Pmid 	 Journal 	 Year 	 Month
28029150	Heredity	2017	12
28029221	BJOG : an international journal of obstetrics and gynaecology	2018	8
28029588	Forensic science international. Genetics	2017	1
28031304	Global health, science and practice	2016	12
28031349	Journal of medical entomology	2017	3
28031440	Rheumatology (Oxford, England)	2017	9
28031815	Archives of public health = Archives belges de sante publique	2016	1
28033393	PloS one	2016	1
28034882	Clinical infectious diseases : an official publication of the Infectious Diseases Society of America	2017	3
28036049	International journal of environmental research and public health	2016	12
28040271	Preventive veterinary medicine	2017	2
28042601	Energy, ecology & environment	2016	8
28042865	Molecules (Basel, Switzerland)	2016	12
28046104	PloS one	2017	1
28049444	BMC infectious diseases	2017	1
28050057	Soil & tillage research	2017	1
28052878	American journal of hypertension	2017	5
28053355	Bulletin of the World Health Organization	2017	1
28053780	International journal of hypertension	2016	1
28053784	AIDS research and treatment	2016	1
28054227	Tropical animal health and production	2017	2
28056524	The Annals of pharmacotherapy	2017	1
28056828	BMC infectious diseases	2017	1
28056885	BMC public health	2017	1
28056893	BMC public health	2017	1
28057388	Current problems in diagnostic radiology	NA	NA
28060582	Journal of health communication	2017	1
28061024	The Journal of eukaryotic microbiology	2017	7
28062989	Systematic parasitology	2017	1
2806460	Experimental parasitology	1989	11
28065186	Public health nutrition	2017	4
28066826	Wellcome open research	2016	12
28066878	Clinical drug investigation	2017	3
28067620	eLife	2017	1
28068781	AIDS research and human retroviruses	2017	5
28069065	Parasites & vectors	2017	1
28069428	Forensic science international	2017	1
28070282	Ecology and evolution	2017	1
28070319	Food science & nutrition	2017	1
28070322	Food science & nutrition	2017	1
28070648	Archives of virology	2017	1
28071616	Indian journal of cancer	NA	NA
28072872	PLoS medicine	2017	1
28073909	Journal of medical entomology	2017	5
28073922	Practical neurology	2017	1
28076699	Expert review of cardiovascular therapy	2017	2
28077093	BMC infectious diseases	2017	1
28077587	The Journal of infectious diseases	2017	1
28077588	The Journal of infectious diseases	2017	1
28077928	Aquatic ecosystem health & management	2015	1
28078288	BioMed research international	2016	1
28078495	AIDS and behavior	2017	9
28079085	Nature	2017	1
28079830	Medicine	2017	1
2808116	Journal of anatomy	1989	2
28081885	The Journal of pediatrics	2017	4
28086878	BMC veterinary research	2017	1
28087114	EBioMedicine	2015	8
28088236	International journal for equity in health	2017	1
28088248	Pediatric rheumatology online journal	2017	1
28093532	The American journal of tropical medicine and hygiene	2017	3
28094465	Tropical medicine & international health : TM & IH	2017	4
28094524	Journal of medicinal chemistry	2017	2
28095807	BMC pediatrics	2017	1
28096888	International breastfeeding journal	2016	1
28097063	PeerJ	2017	1
28097398	TAG. Theoretical and applied genetics. Theoretische und angewandte Genetik	2017	4
28097617	AIDS and behavior	2017	8
28099724	International journal of gynaecology and obstetrics: the official organ of the International Federation of Gynaecology and Obstetrics	2017	2
28099874	Acta tropica	2017	4
28100020	Molecular ecology	2017	3
28100210	BMC psychiatry	2017	1
28100808	Journal of virology	2017	2
28100822	Proceedings. Biological sciences	2017	1
28101789	AIDS and behavior	2018	2
28103269	PloS one	2017	1
28103896	Reproductive health	2017	1
28103920	Microbiome	2017	1
28104171	The Lancet. Global health	2017	2
28105062	Evidence-based complementary and alternative medicine : eCAM	2016	1
28105257	World journal of hepatology	2017	1
28105330	Antimicrobial resistance and infection control	2017	1
28107671	Journal of clinical virology : the official publication of the Pan American Society for Clinical Virology	2017	3
28107771	Acta obstetricia et gynecologica Scandinavica	2017	4
28108137	The Lancet. Global health	2017	3
28108929	Archives of sexual behavior	2017	10
28109313	Trials	2017	1
28109335	The Journal of adolescent health : official publication of the Society for Adolescent Medicine	2017	2
28109336	The Journal of adolescent health : official publication of the Society for Adolescent Medicine	2017	2
28109609	Journal of dairy science	2017	3
28110864	The Journal of adolescent health : official publication of the Society for Adolescent Medicine	2017	4
28115664	The American journal of tropical medicine and hygiene	2017	4
28117350	Scientific reports	2017	1
28117740	Sensors (Basel, Switzerland)	2017	1
28117947	Zoonoses and public health	2017	11
28118824	BMC palliative care	2017	1
28119814	Acta pharmaceutica Sinica. B	2017	1
28120206	Environmental monitoring and assessment	2017	2
28120950	Scientific reports	2017	1
28122533	BMC pediatrics	2017	1
28122622	Malaria journal	2017	1
28122655	Epidemiology and psychiatric sciences	2018	4
28122933	The Journal of nutrition	2017	3
28123772	BMJ open gastroenterology	2017	1
28123956	Public health action	2016	12
28124218	Mycotoxin research	2017	1
28125693	PloS one	2017	1
28125699	PloS one	2017	1
28125990	Human resources for health	2017	1
28125996	Malaria journal	2017	1
28127301	Frontiers in plant science	2016	1
28127308	International journal of microbiology	2017	1
28131365	Advances in parasitology	2017	1
28132519	AIDS care	2017	9
28133624	Energy, ecology & environment	2016	12
28137194	Global health action	2017	1
28137233	Current topics in medicinal chemistry	2017	1
28137381	The lancet. Psychiatry	2017	2
28137702	JMIR public health and surveillance	2017	1
28138386	Antimicrobial resistance and infection control	2017	1
28138544	Science advances	2017	1
28139875	BJOG : an international journal of obstetrics and gynaecology	2018	1
28141840	PloS one	2017	1
28143523	Parasites & vectors	2017	1
28145106	Global change biology	2017	8
28146561	PloS one	2017	1
28148997	Food policy	2017	1
28149040	Bioinformation	2016	1
28149300	Frontiers in plant science	2016	1
28149444	Online journal of public health informatics	2016	1
28150391	Developmental science	2018	3
28150501	AIDS care	2017	8
2815198	Studies in family planning	NA	NA
28152044	PloS one	2017	1
28152987	BMC public health	2017	2
28153020	Health research policy and systems	2017	2
28154110	Archives of disease in childhood. Fetal and neonatal edition	2017	1
28154670	The Pan African medical journal	2016	1
28154706	The Pan African medical journal	2016	1
28155284	The Onderstepoort journal of veterinary research	2017	1
28158984	BMC health services research	2017	2
28161946	Journal of agricultural and food chemistry	2017	3
28163354	Agricultural systems	2017	2
28166768	BMC endocrine disorders	2017	2
28166779	International journal for equity in health	2017	2
28167567	The oncologist	2017	2
28176810	Scientific reports	2017	2
2817738	Annales de recherches veterinaires. Annals of veterinary research	1989	1
2817739	Annales de recherches veterinaires. Annals of veterinary research	1989	1
28178226	International journal of environmental research and public health	2017	2
28178281	PloS one	2017	1
28179024	Infectious diseases of poverty	2017	2
28180140	Data in brief	2017	4
28180201	Medical ultrasonography	2017	1
28181244	The New phytologist	2017	1
28181860	International journal of STD & AIDS	2017	10
28182705	PloS one	2017	1
28183280	BMC genetics	2017	2
28183308	Reproductive health	2017	2
28183341	BMC research notes	2017	2
28183900	The Veterinary record	2017	2
28185418	Maternal & child nutrition	2017	10
28185975	World neurosurgery	2017	1
28187779	BMC research notes	2017	2
28190262	International journal of gynaecology and obstetrics: the official organ of the International Federation of Gynaecology and Obstetrics	2017	1
28191641	The New phytologist	2017	1
28192163	Virus research	2017	3
28193398	The Lancet. Global health	2017	3
28193744	The American journal of tropical medicine and hygiene	2017	1
28194294	Case reports in surgery	2017	1
28196085	PloS one	2017	1
28196510	Virology journal	2017	2
28197845	AIDS and behavior	2018	3
28202077	BMC research notes	2017	2
28203619	Global ecology and conservation	2016	10
28207061	Health policy and planning	2017	3
28207905	PLoS neglected tropical diseases	2017	2
28209194	BMC public health	2017	2
28212379	PLoS neglected tropical diseases	2017	2
28212398	PLoS neglected tropical diseases	2017	2
28212643	BMC public health	2017	2
28214406	The Lancet. Oncology	2017	2
28216179	International journal of infectious diseases : IJID : official publication of the International Society for Infectious Diseases	2017	4
28216189	Vaccine	2017	3
28217016	World journal of nuclear medicine	NA	NA
28217723	Asia-Pacific journal of oncology nursing	NA	NA
28217727	Asia-Pacific journal of oncology nursing	NA	NA
28217728	Asia-Pacific journal of oncology nursing	NA	NA
28219374	International journal for equity in health	2017	2
28219390	Genome biology	2017	2
28219993	The American journal of tropical medicine and hygiene	2017	1
28220136	Frontiers in plant science	2017	1
28221699	Conservation biology : the journal of the Society for Conservation Biology	2017	8
28221882	Journal of food protection	2017	1
28221937	Journal of food protection	2016	9
28222287	Current biology : CB	2017	2
28224000	Frontiers in plant science	2017	1
28224262	Tropical animal health and production	2017	4
28224284	Drugs & aging	2017	4
28225335	The international journal of tuberculosis and lung disease : the official journal of the International Union against Tuberculosis and Lung Disease	2017	3
28225338	The international journal of tuberculosis and lung disease : the official journal of the International Union against Tuberculosis and Lung Disease	2017	3
28225342	The international journal of tuberculosis and lung disease : the official journal of the International Union against Tuberculosis and Lung Disease	2017	3
28228160	Parasites & vectors	2017	2
28230755	Molecules (Basel, Switzerland)	2017	2
28231338	PloS one	2017	1
28231784	BMC musculoskeletal disorders	2017	2
28233660	The lancet. HIV	2017	5
28235021	PloS one	2017	1
28240381	Acta paediatrica (Oslo, Norway : 1992)	2017	6
28241032	PloS one	2017	1
28241826	International journal for equity in health	2017	2
28241872	BMC public health	2017	2
28244602	Journal of child psychology and psychiatry, and allied disciplines	2017	8
28244653	Pediatric blood & cancer	2017	9
28245574	Pharmaceutics	2017	2
28246140	BMJ open	2017	2
28246598	BioMed research international	2017	1
28246610	BioMed research international	NA	NA
28249546	Annals of palliative medicine	2017	4
28250260	Japanese journal of infectious diseases	2017	7
28250964	BMJ innovations	2017	2
28251478	Culture, medicine and psychiatry	2017	9
28253315	PloS one	2017	1
28253868	Malaria journal	2017	3
28255577	TheScientificWorldJournal	2017	1
28255920	Analytical and bioanalytical chemistry	2017	1
28257464	PloS one	2017	1
28257646	BMC pregnancy and childbirth	2017	3
28260829	Agricultural systems	2017	3
28261934	Pediatric diabetes	2017	12
28262911	Cardiovascular journal of Africa	NA	NA
28263396	Studies in family planning	2017	6
28264046	PloS one	2017	1
28264479	Insects	2017	2
28265359	Food science & nutrition	2017	3
28265370	Food science & nutrition	2017	3
28269864	AMIA ... Annual Symposium proceedings. AMIA Symposium	2016	1
2827093	Parasitology	1987	12
28271846	Lancet (London, England)	2017	3
28271855	International journal of food microbiology	2017	1
28273003	Health care for women international	2017	5
28273071	PLoS neglected tropical diseases	2017	3
28274744	Journal of virological methods	2017	6
28274904	JMIR research protocols	2017	3
28275608	Ocular oncology and pathology	2017	1
28278210	PloS one	2017	1
28281576	Scientific reports	2017	3
28282249	AIDS patient care and STDs	2017	3
28282378	PLoS neglected tropical diseases	2017	3
28283117	Annals of global health	NA	NA
28283145	Annals of global health	NA	NA
28285663	Microbiological research	2017	1
28288608	BMC biotechnology	2017	3
28288727	Public health	2017	3
28288747	The Lancet. Global health	2017	4
28289318	Community eye health	NA	NA
28289320	Community eye health	NA	NA
28292054	The Pan African medical journal	2016	1
28293130	Tropical medicine and health	2017	1
28293286	Child and adolescent psychiatry and mental health	2017	1
28293350	The Pan African medical journal	2016	1
28298880	Stochastic environmental research and risk assessment : research journal	2017	1
28298901	Frontiers in microbiology	2017	1
28299062	Journal of public health in Africa	2011	9
28299094	Journal of public health in Africa	2013	6
28299114	Journal of public health in Africa	2014	2
28299140	Journal of public health in Africa	2015	3
28299144	Journal of public health in Africa	2015	8
28299153	Journal of public health in Africa	2016	8
28299154	Journal of public health in Africa	2016	8
28301564	PloS one	2017	1
28301607	PloS one	2017	1
28302420	Journal of genetics and genomics = Yi chuan xue bao	2017	3
28302547	Global heart	2017	12
28302553	Global heart	2017	6
28302673	Pediatrics	2017	4
28308013	Oecologia	1999	8
28308420	Oecologia	1998	7
28309458	Oecologia	1981	1
28309479	Oecologia	1980	1
28309861	Oecologia	1985	8
28310172	Oecologia	1983	3
28310243	Oecologia	1983	9
28310374	Oecologia	1988	11
28310822	Oecologia	1985	4
28311021	Oecologia	1984	8
28311182	Oecologia	1989	11
28311742	Oecologia	1982	6
28312348	Oecologia	1984	10
28313013	Oecologia	1990	6
28313034	Oecologia	1990	10
28313687	Oecologia	1991	9
28315138	Tropical animal health and production	2017	4
28315480	Contemporary clinical trials	2017	6
28315926	TAG. Theoretical and applied genetics. Theoretische und angewandte Genetik	2017	6
28316253	AIDS research and human retroviruses	2017	9
28316627	International journal of analytical chemistry	2017	1
28317139	Paediatric and perinatal epidemiology	2017	5
28319559	Current opinion in pediatrics	2017	6
28320341	BMC infectious diseases	2017	3
28320374	BMC health services research	2017	3
28320794	BMJ open	2017	3
28321260	Journal of tropical medicine	2017	1
28321356	Case reports in surgery	2017	1
28321455	Social psychiatry and psychiatric epidemiology	2017	11
28323052	Molecular phylogenetics and evolution	2017	6
28323065	Journal of microbiological methods	2017	5
28323886	PloS one	2017	1
28324144	Environmental management	2018	7
28324435	3 Biotech	2014	6
28324550	3 Biotech	2015	8
28325068	AIDS care	2017	11
28325978	Biodiversity data journal	2017	1
28326285	Health promotion perspectives	2017	1
28328966	PloS one	2017	1
28329184	Clinical infectious diseases : an official publication of the Infectious Diseases Society of America	2017	6
28330440	BMC emergency medicine	2017	3
28332099	Health & justice	2017	12
28334799	Health policy and planning	2017	1
28334856	Health policy and planning	2017	7
28335454	Viruses	2017	3
28335576	Pathogens (Basel, Switzerland)	2017	3
28336270	Acta tropica	2017	7
28337491	African journal of infectious diseases	2017	1
28342894	Gastrointestinal endoscopy	2017	9
28343674	The Journal of prosthetic dentistry	2017	10
28345042	Science advances	2017	3
28345262	Journal of animal breeding and genetics = Zeitschrift fur Tierzuchtung und Zuchtungsbiologie	2017	12
28346527	PloS one	2017	1
28347306	BMC health services research	2017	3
28348569	Frontiers in plant science	2017	1
28349179	Intensive care medicine	2017	1
28351350	BMC pregnancy and childbirth	2017	3
28351364	BMC health services research	2017	3
28351688	Journal of clinical virology : the official publication of the Pan American Society for Clinical Virology	2017	8
28351689	Journal of clinical virology : the official publication of the Pan American Society for Clinical Virology	2017	8
28356101	BMC endocrine disorders	2017	3
28356278	The American journal of clinical nutrition	2017	5
28357195	Zeitschrift fur Gesundheitswissenschaften = Journal of public health	2017	1
28357644	Tropical animal health and production	2017	6
28357771	MMW Fortschritte der Medizin	2017	3
28358348	International journal of environmental research and public health	2017	3
28358802	PLoS neglected tropical diseases	2017	3
28359328	BMC research notes	2017	3
28360249	BMJ open	2017	3
28361508	Journal of the International AIDS Society	2017	3
28362073	Journal of the International AIDS Society	2017	2
28362869	PloS one	2017	1
28362936	Clinical infectious diseases : an official publication of the Infectious Diseases Society of America	2017	4
28364560	Journal of the International AIDS Society	2017	3
28364566	Journal of the International AIDS Society	2017	1
28364623	International journal of food microbiology	2017	6
28364923	Vaccine	2017	4
28364982	The journal of sexual medicine	2017	4
28365840	Theoretical medicine and bioethics	2017	4
28366188	The Journal of general virology	2017	3
28367106	Journal of HIV/AIDS & social services	2014	10
2836993	Veterinary microbiology	1988	3
28372978	Contraception	2017	6
28377209	International journal of hygiene and environmental health	2017	5
28377522	Proceedings of the National Academy of Sciences of the United States of America	2017	4
28378903	Clinical pharmacology and therapeutics	2017	11
28379956	PLoS neglected tropical diseases	2017	4
28380073	PloS one	2017	1
28381208	BMC pediatrics	2017	4
28381468	Journal of the American Heart Association	2017	4
28382450	Environmental science and pollution research international	2017	1
28382871	Journal of biosocial science	2018	3
28384795	JAMA pediatrics	2017	6
28385131	HIV clinical trials	2017	5
28385165	Psychological medicine	2017	10
28385178	Surgery	2017	12
28385838	Genome announcements	2017	4
28388625	PLoS neglected tropical diseases	2017	4
28388674	PloS one	2017	1
28388918	BMC complementary and alternative medicine	2017	4
28390719	Journal of dairy science	2017	6
28392732	Biochemia medica	2017	2
28392733	Biochemia medica	2017	2
28393102	Energy, ecology & environment	2016	6
28393303	TAG. Theoretical and applied genetics. Theoretische und angewandte Genetik	2017	7
28393313	Virologica Sinica	2017	4
28395836	The Lancet. Global health	2017	5
28397756	Molecules (Basel, Switzerland)	2017	4
28399001	Journal of acquired immune deficiency syndromes (1999)	2017	1
28399133	PloS one	2017	1
28400021	Food microbiology	2017	8
28400759	Frontiers in microbiology	2017	1
28401493	Drugs - real world outcomes	2017	6
28401773	Journal of child and adolescent mental health	2017	1
28401903	Scientific reports	2017	4
28403211	PloS one	2017	1
28403506	Ecology	2017	7
28403820	BMC genomics	2017	4
28404574	Clinical and vaccine immunology : CVI	2017	6
28404679	Journal of clinical microbiology	2017	7
28404728	The Journal of experimental biology	2017	6
28404834	The Journal of nutrition	2017	5
28408912	Frontiers in plant science	2017	1
28409013	Open heart	2017	1
28410366	PloS one	2017	1
28411209	American journal of botany	2017	4
28412962	Parasites & vectors	2017	4
28413597	Journal of dental research, dental clinics, dental prospects	2017	1
28413897	International journal of surgical pathology	2017	8
28415983	BMC public health	2017	4
28416560	Archives of disease in childhood	2017	9
28416966	International journal of mental health systems	2017	1
28419105	PloS one	2017	1
2841954	APMIS : acta pathologica, microbiologica, et immunologica Scandinavica	1988	7
28420084	International journal of environmental research and public health	2017	4
28422014	Lancet (London, England)	2017	4
28423850	Studies in health technology and informatics	2017	1
28424189	The American journal of clinical nutrition	2017	6
28424253	Journal of clinical microbiology	2017	7
28424286	Journal of virology	2017	7
28424677	Frontiers in microbiology	2017	1
28425189	Biochemistry and molecular biology education : a bimonthly publication of the International Union of Biochemistry and Molecular Biology	2017	9
28426727	PloS one	2017	1
28427357	BMC infectious diseases	2017	4
28427365	BMC infectious diseases	2017	4
28427449	BMC research notes	2017	4
28427948	EBioMedicine	2017	4
28428873	Ecology and evolution	2017	4
28431565	BMC pregnancy and childbirth	2017	4
28433681	European journal of medicinal chemistry	2017	7
28435666	F1000Research	2017	1
28438221	BMC research notes	2017	4
28438334	Surgery	2017	12
28438909	Philosophical transactions of the Royal Society of London. Series B, Biological sciences	2017	6
28438924	Antimicrobial agents and chemotherapy	2017	7
28439326	The Pan African medical journal	2016	1
28439327	The Pan African medical journal	2016	1
28439328	The Pan African medical journal	2016	1
28439329	The Pan African medical journal	2016	1
28439330	The Pan African medical journal	2016	1
28439331	The Pan African medical journal	2016	1
28439332	The Pan African medical journal	2016	1
28439334	The Pan African medical journal	2016	1
28439335	The Pan African medical journal	2016	1
28439336	The Pan African medical journal	2016	1
28439337	The Pan African medical journal	2016	1
28439338	The Pan African medical journal	2016	1
28439339	The Pan African medical journal	2016	1
28439735	Breast cancer research and treatment	2017	7
2844014	The Veterinary record	1988	1
28440355	Medical ultrasonography	2017	4
28440625	ACS infectious diseases	2017	6
28441387	PLoS medicine	2017	4
28445444	Scientia pharmaceutica	2017	4
28445454	Pediatric research	2017	8
28445512	PloS one	2017	1
28446176	BMC health services research	2017	4
28449319	Tropical medicine & international health : TM & IH	2017	7
28449690	BMC medicine	2017	4
28449723	Reproductive health	2017	4
28450758	International statistical review = Revue internationale de statistique	2017	4
28450794	Tropical medicine and health	2017	1
28450993	The Pan African medical journal	2017	1
28451016	The Pan African medical journal	2017	1
28451019	The Pan African medical journal	2017	1
28451049	The Pan African medical journal	2017	1
28451078	African journal of infectious diseases	2013	8
28456617	Journal of minimally invasive gynecology	NA	NA
28457557	Marine pollution bulletin	2017	6
28457860	Journal of clinical neuroscience : official journal of the Neurosurgical Society of Australasia	2017	8
28458692	International journal of microbiology	2017	1
28458916	Virus evolution	2017	1
28459105	Wellcome open research	2017	2
28459563	Environmental science & technology	2017	6
28460754	Preventive veterinary medicine	2017	1
28461779	Tropical medicine and health	2017	1
28462494	Parasitology research	2017	6
28463996	PLoS medicine	2017	5
28464302	Journal of animal breeding and genetics = Zeitschrift fur Tierzuchtung und Zuchtungsbiologie	2017	10
28465297	Molecular cancer research : MCR	2017	5
28466240	Tropical animal health and production	2017	6
28467097	Breastfeeding medicine : the official journal of the Academy of Breastfeeding Medicine	2017	6
28467163	AIDS education and prevention : official publication of the International Society for AIDS Education	2017	4
28467422	PloS one	2017	1
28468633	Critical care (London, England)	2017	1
28468637	BMC pharmacology & toxicology	2017	5
28468653	BMC pregnancy and childbirth	2017	1
28470362	EcoHealth	2017	9
28470840	Maternal & child nutrition	2018	1
28472315	American journal of hypertension	2017	9
28472957	Malaria journal	2017	5
28473520	BMJ open	2017	5
28476154	BMC public health	2017	5
28476411	Fitoterapia	2017	6
28477930	Sexual & reproductive healthcare : official journal of the Swedish Association of Midwives	2017	6
28479636	Bulletin of the World Health Organization	2017	1
28480375	African journal of traditional, complementary, and alternative medicines : AJTCAM	2016	1
28480442	African journal of infectious diseases	2016	1
28481193	Health care for women international	2017	6
28482843	BMC veterinary research	2017	1
28482849	Health and quality of life outcomes	2017	1
28483201	Vaccine	2019	1
28485175	Journal of comparative effectiveness research	2017	1
28486959	BMC psychiatry	2017	5
28487877	International scholarly research notices	2017	1
28487910	African journal of traditional, complementary, and alternative medicines : AJTCAM	2016	1
28488295	Global change biology	2017	11
28489880	PloS one	2017	1
28491235	The Pan African medical journal	2017	1
28493930	PloS one	2017	1
28494075	JAMA ophthalmology	2017	6
28494799	Implementation science : IS	2017	5
28495200	Veterinary parasitology	2017	1
28495403	Acta tropica	2017	8
28496345	Diabetes, metabolic syndrome and obesity : targets and therapy	2017	1
28496366	International journal of women's health	2017	1
2849887	The American journal of tropical medicine and hygiene	1988	12
28499406	BMC genomics	2017	5
28499407	Journal of medical case reports	2017	1
28499698	Journal of human evolution	2017	1
28501964	AIDS and behavior	2018	6
28506734	Human pathology	2017	7
28508127	Environmental management	2017	8
28508237	World journal of surgery	2017	10
28508897	Nature communications	2017	5
28511275	U.S. Army Medical Department journal	NA	NA
28511602	International quarterly of community health education	2017	1
28511721	BMC public health	2017	5
28513837	International journal of gynaecology and obstetrics: the official organ of the International Federation of Gynaecology and Obstetrics	2017	9
28515884	Ecology and evolution	2017	5
28517969	Transcultural psychiatry	2017	6
28520535	World journal for pediatric & congenital heart surgery	2017	5
28520771	PloS one	2017	1
28521748	BMC public health	2017	5
28521838	Trials	2017	5
28522690	Science (New York, N.Y.)	2017	6
28523081	The Pan African medical journal	2016	1
28526680	Journal of immunology (Baltimore, Md. : 1950)	2017	6
28527472	BMC public health	2017	5
28529048	Journal of immunological methods	2017	9
28530039	Journal of the International AIDS Society	2017	5
28531224	PloS one	2017	1
28532531	Public health nutrition	2017	8
28532532	Bulletin of entomological research	2018	2
28532590	Lancet (London, England)	2017	5
28533335	G3 (Bethesda, Md.)	2017	7
28533773	Frontiers in immunology	2017	1
28533829	The Pan African medical journal	2017	1
28534306	Environmental monitoring and assessment	2017	6
28535801	Malaria journal	2017	5
28536585	Frontiers in plant science	2017	1
28536592	Frontiers in plant science	2017	1
28539194	Lancet (London, England)	2017	7
28539196	Lancet (London, England)	2017	7
28539938	International journal of microbiology	2017	1
28540563	AIDS and behavior	2018	2
28542166	PloS one	2017	1
28542242	PLoS neglected tropical diseases	2017	1
28542545	PloS one	2017	1
28544795	Obesity (Silver Spring, Md.)	2017	6
28544991	Health & place	2017	7
28545474	BMC nephrology	2017	1
28545528	BMC microbiology	2017	5
28545533	Journal of ethnobiology and ethnomedicine	2017	1
28545561	Parasites & vectors	2017	1
28545579	Malaria journal	2017	5
28545590	Malaria journal	2017	5
28547613	Oecologia	2001	1
28552005	International journal of environmental health research	2017	6
28554939	BMJ open	2017	5
28555479	Geospatial health	2017	5
2855677	Transactions of the Royal Society of Tropical Medicine and Hygiene	1988	1
28559879	Frontiers in microbiology	2017	1
28559918	Frontiers in zoology	2017	1
28561504	Evolution; international journal of organic evolution	1985	9
28562018	Environmental science & technology	2017	6
28562600	PloS one	2017	1
28562627	PloS one	2017	1
28564432	Evolution; international journal of organic evolution	1990	12
28566253	Vaccine	2017	6
28566869	Contemporary clinical dentistry	NA	NA
28567188	Malawi medical journal : the journal of Medical Association of Malawi	2017	3
28570627	PloS one	2017	1
28570856	Ultrasonics	2017	11
28571519	International journal of STD & AIDS	2017	12
28572680	Scientific reports	2017	6
28572840	Conflict and health	2017	1
28573744	Journal of the science of food and agriculture	2018	1
28575064	PloS one	2017	1
28575354	Clinical infectious diseases : an official publication of the Infectious Diseases Society of America	2017	6
28575355	Clinical infectious diseases : an official publication of the Infectious Diseases Society of America	2017	6
28575356	Clinical infectious diseases : an official publication of the Infectious Diseases Society of America	2017	6
28575357	Clinical infectious diseases : an official publication of the Infectious Diseases Society of America	2017	6
28575358	Clinical infectious diseases : an official publication of the Infectious Diseases Society of America	2017	6
28575359	Clinical infectious diseases : an official publication of the Infectious Diseases Society of America	2017	6
28575360	Clinical infectious diseases : an official publication of the Infectious Diseases Society of America	2017	6
28575361	Clinical infectious diseases : an official publication of the Infectious Diseases Society of America	2017	6
28575362	Clinical infectious diseases : an official publication of the Infectious Diseases Society of America	2017	6
28575363	Clinical infectious diseases : an official publication of the Infectious Diseases Society of America	2017	6
28575365	Clinical infectious diseases : an official publication of the Infectious Diseases Society of America	2017	6
28575366	Clinical infectious diseases : an official publication of the Infectious Diseases Society of America	2017	6
28575367	Clinical infectious diseases : an official publication of the Infectious Diseases Society of America	2017	6
28575369	Clinical infectious diseases : an official publication of the Infectious Diseases Society of America	2017	6
28575370	Clinical infectious diseases : an official publication of the Infectious Diseases Society of America	2017	6
28575371	Clinical infectious diseases : an official publication of the Infectious Diseases Society of America	2017	6
28575372	Clinical infectious diseases : an official publication of the Infectious Diseases Society of America	2017	6
28575373	Clinical infectious diseases : an official publication of the Infectious Diseases Society of America	2017	6
28575374	Clinical infectious diseases : an official publication of the Infectious Diseases Society of America	2017	6
28575375	Clinical infectious diseases : an official publication of the Infectious Diseases Society of America	2017	6
28577527	BMC infectious diseases	2017	6
28577673	American heart journal	2017	6
28578686	BMC public health	2017	6
28579225	The lancet. HIV	2017	9
28579670	World development	2017	6
28579849	International journal of insect science	2017	1
28580692	Acta paediatrica (Oslo, Norway : 1992)	2017	10
28583021	African journal of AIDS research : AJAR	2017	7
28584069	Archives of disease in childhood	2017	9
28584171	Philosophical transactions of the Royal Society of London. Series B, Biological sciences	2017	7
28584173	Philosophical transactions of the Royal Society of London. Series B, Biological sciences	2017	7
28584174	Philosophical transactions of the Royal Society of London. Series B, Biological sciences	2017	7
28584177	Philosophical transactions of the Royal Society of London. Series B, Biological sciences	2017	7
28584180	Philosophical transactions of the Royal Society of London. Series B, Biological sciences	2017	7
28584688	Journal of clinical imaging science	2017	1
28586396	PloS one	2017	1
28586888	JAMA	2017	6
28588235	Scientific reports	2017	6
28588917	BMJ global health	2016	1
28588946	BMJ global health	2016	1
28588957	BMJ global health	2016	1
28588960	BMJ global health	2016	1
28588995	BMJ global health	2017	1
28589633	Global change biology	2017	11
28590067	Journal of fish diseases	2017	12
28592250	Malaria journal	2017	6
28592303	BMC medicine	2017	6
28593481	Experimental & applied acarology	2017	7
28596862	Global mental health (Cambridge, England)	2015	1
28596891	Global mental health (Cambridge, England)	2016	1
28596999	Ultrasound international open	2017	4
28598383	Insects	2017	6
28599673	Lipids in health and disease	2017	6
28604575	Pediatric critical care medicine : a journal of the Society of Critical Care Medicine and the World Federation of Pediatric Intensive and Critical Care Societies	2017	8
28605170	Journal of the International AIDS Society	2017	6
28605228	AIDS patient care and STDs	2017	6
28606166	BMC research notes	2017	6
28607420	Scientific reports	2017	6
28612053	Wellcome open research	2017	1
28613986	Journal of biological dynamics	2017	8
28615011	BMC public health	2017	6
28615392	Canadian family physician Medecin de famille canadien	2017	6
28620610	Frontiers in veterinary science	2017	1
28622341	PloS one	2017	1
28622370	PloS one	2017	1
28623926	Malaria journal	2017	6
28627085	Tropical medicine & international health : TM & IH	2017	9
28628629	PloS one	2017	1
28628807	Journal of adolescence	2017	8
28630781	Pathology research international	2017	1
28630942	Wellcome open research	2017	1
28631406	International journal of gynaecology and obstetrics: the official organ of the International Federation of Gynaecology and Obstetrics	2017	9
28634004	Trends in parasitology	2017	10
28634661	AIDS and behavior	2017	8
28637269	GigaScience	2017	7
28637484	Infectious diseases of poverty	2017	6
28637504	BMC health services research	2017	6
28637587	Veterinary parasitology	2017	10
28638810	Medical journal of the Islamic Republic of Iran	NA	NA
28639414	MicrobiologyOpen	2017	10
28639512	African journal of AIDS research : AJAR	2017	7
28639690	Medical and veterinary entomology	2017	9
28642388	Science (New York, N.Y.)	2017	6
28642589	Scientific reports	2017	6
28642965	World journal of surgery	2017	10
28643631	eLife	2017	6
28645050	The Science of the total environment	2017	12
