Pmid 	 Journal 	 Year 	 Month
10022051	Preventive veterinary medicine	1999	1
10024569	Infection and immunity	1999	3
10030753	Veterinary parasitology	1999	2
10048769	Journal of interferon & cytokine research : the official journal of the International Society for Interferon and Cytokine Research	1999	1
10048831	International journal for parasitology	1999	1
10065173	East African medical journal	1998	11
10065187	East African medical journal	1998	10
10065191	East African medical journal	1998	10
10065209	East African medical journal	1998	12
10065211	East African medical journal	1998	12
10065215	East African medical journal	1998	12
10072132	The American journal of tropical medicine and hygiene	1999	2
10079660	Journal of the Royal College of Surgeons of Edinburgh	1999	2
10081789	Preventive veterinary medicine	1999	3
10085580	DTW. Deutsche tierarztliche Wochenschrift	1999	2
10085737	Social biology	NA	NA
10091883	The international journal of tuberculosis and lung disease : the official journal of the International Union against Tuberculosis and Lung Disease	1999	2
10098831	Journal of reproductive immunology	1999	1
10112436	The Journal of pharmacy technology : jPT : official publication of the Association of Pharmacy Technicians	NA	NA
10115342	The Journal of pharmacy technology : jPT : official publication of the Association of Pharmacy Technicians	NA	NA
10116060	The Journal of pharmacy technology : jPT : official publication of the Association of Pharmacy Technicians	NA	NA
10143454	Health policy and planning	1995	6
10148798	Health transition review : the cultural, social, and behavioural determinants of health	1993	4
10150531	Health transition review : the cultural, social, and behavioural determinants of health	1995	4
10160373	Health policy and planning	1996	9
10178582	The International journal of health planning and management	NA	NA
10186568	Studies in health technology and informatics	1998	1
10186570	Studies in health technology and informatics	1998	1
10188179	Promotion & education	NA	NA
10192093	Journal of the South African Veterinary Association	1998	12
10193388	Thorax	1998	11
10194757	Medical and veterinary entomology	1999	2
10203007	Journal of medical primatology	1998	12
10203031	Immunology letters	1999	3
10203383	AIDS (London, England)	1999	4
10203386	AIDS (London, England)	1999	4
10206114	Acta tropica	1999	3
10207541	AIDS (London, England)	1999	1
10218128	In vivo (Athens, Greece)	NA	NA
10224536	Memorias do Instituto Oswaldo Cruz	NA	NA
10225880	Infection and immunity	1999	1
10322322	Parasitology today (Personal ed.)	1999	3
10322331	Parasitology today (Personal ed.)	1999	4
10326074	QJM : monthly journal of the Association of Physicians	1999	3
10326100	Transactions of the Royal Society of Tropical Medicine and Hygiene	NA	NA
10327437	Preventive veterinary medicine	1999	4
10329362	Experimental parasitology	1999	1
10332380	Quintessence international (Berlin, Germany : 1985)	1997	4
10333365	Human reproduction update	NA	NA
10341076	Current microbiology	1999	6
10342272	Journal of the American Mosquito Control Association	1999	3
10344652	The American journal of tropical medicine and hygiene	1999	1
10344664	The American journal of tropical medicine and hygiene	1999	1
10350578	Mutation research	1999	1
10351466	Health policy and planning	1999	3
10353520	The Pediatric infectious disease journal	1999	1
10361628	Contraception	1999	2
10371005	Tropical animal health and production	1999	4
10377122	Infection and immunity	1999	7
10377527	Parasitology today (Personal ed.)	1999	7
10380112	Insect molecular biology	1999	1
10383070	The international journal of tuberculosis and lung disease : the official journal of the International Union against Tuberculosis and Lung Disease	1999	6
10384222	Accident; analysis and prevention	1999	7
10384227	Accident; analysis and prevention	1999	7
10394319	American journal of public health	1999	7
10396762	The Onderstepoort journal of veterinary research	1999	3
10396765	The Onderstepoort journal of veterinary research	1999	3
10399651	Journal of community health	1999	6
10402968	Tropical medicine & international health : TM & IH	1999	1
10402975	Tropical medicine & international health : TM & IH	1999	1
10403325	The American journal of tropical medicine and hygiene	1999	6
10407651	Archives of andrology	NA	NA
10413689	The British journal of ophthalmology	1999	8
10419230	Acta paediatrica (Oslo, Norway : 1992). Supplement	1999	1
10442101	East African medical journal	1999	4
10442113	East African medical journal	1999	3
10442118	East African medical journal	1999	3
10442129	East African medical journal	1999	2
10442130	East African medical journal	1999	2
10442139	East African medical journal	1999	1
10442143	East African medical journal	1999	1
10442145	East African medical journal	1999	1
10442148	East African medical journal	1999	1
10442152	East African medical journal	1999	1
10447427	Journal of medical virology	1999	7
10453248	Journal of biosocial science	1999	7
10456413	Veterinary parasitology	1999	8
10457870	Contraception	1999	4
10472669	Revue scientifique et technique (International Office of Epizootics)	1999	8
10472676	Revue scientifique et technique (International Office of Epizootics)	1999	8
10472679	Revue scientifique et technique (International Office of Epizootics)	1999	8
10472680	Revue scientifique et technique (International Office of Epizootics)	1999	8
10475110	Journal of medical primatology	1999	6
10477182	Molecular and biochemical parasitology	1999	7
10486823	The Onderstepoort journal of veterinary research	1999	6
10486828	The Onderstepoort journal of veterinary research	1999	6
10490230	Veterinary immunology and immunopathology	1999	7
10492760	Transactions of the Royal Society of Tropical Medicine and Hygiene	NA	NA
10492766	Transactions of the Royal Society of Tropical Medicine and Hygiene	NA	NA
10493058	East African medical journal	1998	9
10493063	East African medical journal	1998	9
10497116	Virology	1999	9
10499858	The Veterinary record	1999	8
10509421	Tropical animal health and production	1999	10
10514048	Medical and veterinary entomology	1999	7
10514061	Medical and veterinary entomology	1999	7
10516785	Bulletin of the World Health Organization	1999	1
10520347	East African medical journal	1999	8
10520364	East African medical journal	1999	7
10520373	East African medical journal	1999	7
10530193	Indian journal of dental research : official publication of Indian Society for Dental Research	NA	NA
10535649	Journal of medical microbiology	1999	11
10540306	Tropical medicine & international health : TM & IH	1999	9
10558843	Veterinary journal (London, England : 1997)	1999	11
10558945	The Journal of infectious diseases	1999	12
10560653	Lancet (London, England)	1999	11
10562831	Annals of tropical medicine and parasitology	1999	4
10563954	Journal of agricultural and food chemistry	1999	2
10569776	Infection and immunity	1999	12
10569978	Biology of reproduction	1999	12
10572862	Journal of zoo and wildlife medicine : official publication of the American Association of Zoo Veterinarians	1999	9
10579537	The Veterinary record	1999	9
10586907	The American journal of tropical medicine and hygiene	1999	11
10588767	Tropical medicine & international health : TM & IH	1999	11
10589921	Clinical infectious diseases : an official publication of the Infectious Diseases Society of America	1999	10
10593396	Fertility and sterility	1999	12
10597532	Journal of veterinary pharmacology and therapeutics	1999	10
10597533	Journal of veterinary pharmacology and therapeutics	1999	10
10599130	Tropical animal health and production	1999	12
10599131	Tropical animal health and production	1999	12
10601915	American journal of obstetrics and gynecology	1999	12
10609577	The Veterinary record	1999	11
10618279	Clinical and diagnostic laboratory immunology	2000	1
10628697	Veterinary parasitology	1999	11
10629956	Comparative biochemistry and physiology. Part A, Molecular & integrative physiology	1999	10
10632992	Tropical medicine & international health : TM & IH	1999	12
10640169	Contraception	1999	10
10640781	Journal of immunology (Baltimore, Md. : 1950)	2000	2
10643111	Disasters	1999	12
10643113	Disasters	1999	12
10643913	Acta tropica	2000	1
10643915	Acta tropica	2000	1
10643974	Cellular and molecular biology (Noisy-le-Grand, France)	1999	12
10654860	Sexually transmitted diseases	2000	1
10666228	Blood	2000	2
10669452	BMJ (Clinical research ed.)	2000	2
10674687	The American journal of tropical medicine and hygiene	1999	12
10685315	East African medical journal	1999	9
10685317	East African medical journal	1999	9
10685324	East African medical journal	1999	9
10685326	East African medical journal	1999	9
10696409	Transactions of the Royal Society of Tropical Medicine and Hygiene	NA	NA
10696414	Transactions of the Royal Society of Tropical Medicine and Hygiene	NA	NA
10697862	Parassitologia	1999	9
10703753	Veterinary research communications	2000	2
10703779	JAMA	2000	3
10703801	Lancet (London, England)	2000	2
10715684	Annals of tropical medicine and parasitology	1999	12
10715698	Annals of tropical medicine and parasitology	1999	10
10717943	Tropical animal health and production	2000	2
10727745	Preventive veterinary medicine	2000	3
10731569	International journal for parasitology	2000	4
10734511	East African medical journal	1999	10
10734545	East African medical journal	1999	12
10736042	Molecular ecology	2000	4
10748907	Transactions of the Royal Society of Tropical Medicine and Hygiene	NA	NA
10750503	East African medical journal	1999	1
10750509	East African medical journal	1999	1
10750515	East African medical journal	1999	6
10750526	East African medical journal	1999	6
10757659	Bulletin of environmental contamination and toxicology	2000	3
10760405	Preventive veterinary medicine	2000	4
10760408	Veterinary parasitology	2000	4
10765615	Journal of biosocial science	2000	4
10772091	International journal of STD & AIDS	2000	4
10773113	World journal of surgery	2000	6
10774079	East African medical journal	2000	2
10779608	Molecular and biochemical parasitology	2000	4
10782738	Sexually transmitted diseases	2000	4
10799896	Journal of immunology (Baltimore, Md. : 1950)	2000	1
10811278	Parasitology	2000	4
10813159	Epidemiology and infection	2000	4
10821950	Journal of immunological methods	2000	1
10822886	European journal of orthodontics	2000	4
10822934	Journal of tropical pediatrics	2000	4
10825036	Clinical infectious diseases : an official publication of the Infectious Diseases Society of America	1999	4
10826703	DNA sequence : the journal of DNA sequencing and mapping	2000	1
10834983	Journal of clinical microbiology	2000	6
10836096	Annals of anatomy = Anatomischer Anzeiger : official organ of the Anatomische Gesellschaft	2000	1
10837185	The Journal of infectious diseases	2000	6
10838215	Acta tropica	2000	1
10839077	Journal of perianesthesia nursing : official journal of the American Society of PeriAnesthesia Nurses	1999	12
10843321	The Onderstepoort journal of veterinary research	2000	3
10844979	Indian journal of biochemistry & biophysics	1999	10
10855817	Journal of the South African Veterinary Association	1999	3
10855832	Journal of the South African Veterinary Association	1999	6
10855837	Journal of the South African Veterinary Association	1999	12
10855839	Journal of the South African Veterinary Association	1999	12
10855841	Journal of the South African Veterinary Association	1999	12
10855845	Journal of the South African Veterinary Association	1999	12
10868670	Social science & medicine (1982)	2000	8
10870765	The Veterinary record	2000	1
10872913	International journal of STD & AIDS	2000	6
10874718	Parasitology	2000	6
10877491	Journal of acquired immune deficiency syndromes (1999)	2000	1
10879825	Chemosphere	2000	10
10882604	The Journal of infectious diseases	2000	7
10886803	Tropical medicine & international health : TM & IH	2000	1
10895238	African journal of medicine and medical sciences	NA	NA
10897371	Transactions of the Royal Society of Tropical Medicine and Hygiene	NA	NA
10902480	Tropical doctor	2000	7
10905260	Lancet (London, England)	2000	1
10912478	European journal of gastroenterology & hepatology	2000	6
10920233	Mammalian genome : official journal of the International Mammalian Genome Society	2000	8
10924760	Molecular and biochemical parasitology	2000	6
10928565	Zeitschrift fur Naturforschung. C, Journal of biosciences	NA	NA
10936574	Acta tropica	2000	9
10947362	Journal of health communication	NA	NA
10949513	Journal of the South African Veterinary Association	2000	3
10949518	Journal of the South African Veterinary Association	2000	3
10955060	East African medical journal	1999	11
10967254	FEMS immunology and medical microbiology	2000	9
10974166	Acta tropica	2000	10
10974991	Transactions of the Royal Society of Tropical Medicine and Hygiene	NA	NA
10983560	Annals of tropical medicine and parasitology	2000	7
10985611	Archives of gynecology and obstetrics	2000	7
10996978	Journal of tropical pediatrics	2000	8
10997205	Advances in parasitology	2000	1
11016437	Medical and veterinary entomology	2000	9
11019462	Bulletin of the World Health Organization	2000	1
11023409	Parasitology	1995	11
11023410	Parasitology	1995	11
11024301	Gene	2000	9
11030364	Journal of the South African Veterinary Association	2000	6
11030366	Journal of the South African Veterinary Association	2000	6
11037785	The American journal of tropical medicine and hygiene	2000	3
11039065	Journal of dental research	1988	2
11055762	The international journal of tuberculosis and lung disease : the official journal of the International Union against Tuberculosis and Lung Disease	2000	10
11063511	Clinical and diagnostic laboratory immunology	2000	11
11065073	Advances in experimental medicine and biology	2000	1
11071289	Molecular and biochemical parasitology	2000	10
11071549	Parassitologia	1999	9
11076726	Emerging infectious diseases	NA	NA
11077169	Fitoterapia	2000	12
11080596	Gene	2000	10
11082557	Bulletin of entomological research	2000	10
11084709	Statistical methods in medical research	2000	6
11093041	Folia primatologica; international journal of primatology	NA	NA
11110352	Ethnicity & disease	2000	1
11114392	Acta tropica	2000	12
11119497	Infection and immunity	2001	1
11119512	Infection and immunity	2001	1
11123822	Tropical medicine & international health : TM & IH	2000	11
11130316	Scottish medical journal	2000	10
11131115	The Onderstepoort journal of veterinary research	2000	9
11137270	Veterinary parasitology	2001	1
11137346	Journal of ethnopharmacology	2001	1
11140607	Phytochemistry	2000	11
11160158	The Journal of clinical investigation	2001	2
11167032	Journal of ethnopharmacology	2001	2
11167529	Animal genetics	2000	12
11168824	Journal of medical primatology	2000	10
11169275	Tropical medicine & international health : TM & IH	2000	12
11169441	European journal of immunology	2001	1
11170849	Research in veterinary science	2001	2
11193631	Annals of the New York Academy of Sciences	2000	1
11193661	Annals of the New York Academy of Sciences	2000	1
11195266	International clinical psychopharmacology	2000	11
11195461	Experimental lung research	2000	12
11206392	The Onderstepoort journal of veterinary research	2000	12
11207176	Archives of disease in childhood	2001	3
11220630	Immunogenetics	2001	1
11222328	The British journal of ophthalmology	2001	3
11223223	Fitoterapia	2001	2
11223230	Fitoterapia	2001	2
11223234	Fitoterapia	2001	2
11231400	Gastrointestinal endoscopy	2001	3
11234190	Tropical animal health and production	2001	2
11237814	The Journal of infectious diseases	2001	3
11238219	Clinical and diagnostic laboratory immunology	2001	3
11243659	Veterinary research communications	2001	2
11253782	Comparative biochemistry and physiology. Part A, Molecular & integrative physiology	1998	1
11254074	Tropical animal health and production	2001	4
11256405	Science (New York, N.Y.)	2001	3
11259818	Preventive veterinary medicine	2001	3
11260704	Nature	2001	3
11284627	Journal of biosocial science	2001	4
11284629	Journal of biosocial science	2001	4
11292533	Veterinary immunology and immunopathology	2001	2
11296836	Journal of medical entomology	2001	3
11297107	Medical and veterinary entomology	2001	3
11297389	Applied biochemistry and biotechnology	2001	2
11303199	American journal of obstetrics and gynecology	2001	4
11311185	Acta tropica	2001	3
11316389	Journal of biosocial science	2001	1
11318574	The Journal of parasitology	2001	4
11320765	East African medical journal	2001	1
11332838	Journal of economic entomology	2001	4
11334255	The international journal of tuberculosis and lung disease : the official journal of the International Union against Tuberculosis and Lung Disease	2001	4
11334949	International journal for parasitology	2001	1
11336126	Journal of tropical pediatrics	2001	4
11338426	Hereditas	2000	1
11339885	Annals of tropical medicine and parasitology	2001	4
11340573	International journal of cancer	2001	6
11344294	Proceedings of the National Academy of Sciences of the United States of America	2001	1
11345060	Trends in parasitology	2001	3
11348521	Tropical medicine & international health : TM & IH	2001	4
11355433	Oral diseases	2001	3
11358917	Health policy and planning	2001	6
11360797	Tropical animal health and production	2001	1
11368806	International journal of STD & AIDS	2001	1
11369308	Acta tropica	2001	1
11375420	The Journal of clinical investigation	2001	1
11379229	Water science and technology : a journal of the International Association on Water Pollution Research	2001	1
11393518	Phytochemistry	2001	6
11394859	Phytochemistry	2001	6
11394984	International journal of STD & AIDS	2001	7
11395267	Fitoterapia	2001	1
11403812	Lancet (London, England)	2001	6
11405922	Philosophical transactions of the Royal Society of London. Series B, Biological sciences	2001	6
11408239	Antimicrobial agents and chemotherapy	2001	7
11411940	Parasitology research	2001	6
11415476	Bulletin of entomological research	2001	6
11418886	Clinical infectious diseases : an official publication of the Infectious Diseases Society of America	2001	7
11419682	Journal of tropical pediatrics	2001	6
11421948	Animal genetics	2001	4
11424241	Reproductive health matters	2000	11
11425176	The American journal of tropical medicine and hygiene	NA	NA
11425179	The American journal of tropical medicine and hygiene	NA	NA
11425369	Lancet (London, England)	2001	1
11426264	Cadernos de saude publica	2001	1
11446400	Journal of biosocial science	2001	7
11460019	Sexually transmitted diseases	2001	7
11468424	Journal of acquired immune deficiency syndromes (1999)	2001	8
11468825	Reproductive health matters	2001	1
11469510	Veterinary research communications	2001	7
11471107	The Journal of infectious diseases	2001	8
11476333	Journal of medical entomology	2001	7
11486678	International journal of health care quality assurance incorporating Leadership in health services	2000	1
11489168	Parasite immunology	2001	8
11490638	Dental update	2001	6
11491006	Transactions of the Royal Society of Tropical Medicine and Hygiene	NA	NA
11495644	Acta tropica	2001	9
11504037	Journal of chemical ecology	2001	7
11509023	Toxicology and applied pharmacology	2001	8
11513261	Journal of the South African Veterinary Association	2001	6
11513270	Journal of the South African Veterinary Association	2001	6
11518603	Health policy (Amsterdam, Netherlands)	2001	10
11520747	The British journal of ophthalmology	2001	9
11530340	Trends in parasitology	2001	9
11535277	Preventive veterinary medicine	2001	10
11535287	Preventive veterinary medicine	2001	10
11548200	Microbios	2001	1
11556617	Tropical animal health and production	2001	10
11564573	Oral oncology	2001	10
11566374	Preventive veterinary medicine	2001	11
11566375	Preventive veterinary medicine	2001	11
11566376	Preventive veterinary medicine	2001	11
11570560	Parasitology research	2001	9
11571954	World journal of surgery	2001	9
11574308	American journal of public health	2001	10
11574319	American journal of public health	2001	10
11585094	The Onderstepoort journal of veterinary research	2001	6
11587356	Journal of chromatography. B, Biomedical sciences and applications	2001	9
11590735	Journal of environmental sciences (China)	2001	4
11590758	Journal of environmental sciences (China)	2001	7
11593497	Croatian medical journal	2001	10
11595284	Immunology letters	2001	11
11599666	Health policy and planning	2001	9
11599667	Health policy and planning	2001	9
11641083	Sante (Montrouge, France)	NA	NA
11682940	East African medical journal	2001	2
11682945	East African medical journal	2001	2
11682952	East African medical journal	2001	2
11682953	East African medical journal	2001	2
11686392	Journal of submicroscopic cytology and pathology	NA	NA
11689759	Sexually transmitted diseases	2001	10
11695380	The Journal of parasitology	2001	10
11700577	Clinical infectious diseases : an official publication of the Infectious Diseases Society of America	2001	12
11712936	JAMA	2001	11
11716125	The American journal of tropical medicine and hygiene	2001	11
11723945	Demography	2001	11
11728034	Scandinavian journal of infectious diseases	2001	1
11738920	Journal of cataract and refractive surgery	2001	12
11739357	Health policy and planning	2001	12
11754948	Phytochemistry	2002	1
11756044	Trends in parasitology	2001	12
11769354	The Onderstepoort journal of veterinary research	2001	9
11770202	Tropical animal health and production	2001	12
11779657	Veterinary parasitology	2002	2
11784419	Annals of tropical medicine and parasitology	2001	10
11787713	Advances in experimental medicine and biology	2001	1
11811702	Journal of the South African Veterinary Association	2001	9
11814209	Journal of biosocial science	2002	1
11816423	Transactions of the Royal Society of Tropical Medicine and Hygiene	NA	NA
11816440	Transactions of the Royal Society of Tropical Medicine and Hygiene	NA	NA
11818095	International journal of gynaecology and obstetrics: the official organ of the International Federation of Gynaecology and Obstetrics	2002	1
11818896	Sexually transmitted diseases	2002	2
11824914	Social science & medicine (1982)	2002	2
11827110	Marine pollution bulletin	2001	12
11830143	Phytochemistry	2002	2
11833808	Environmental toxicology and chemistry	2002	2
11835895	Acta tropica	2002	3
11849195	British journal of clinical pharmacology	2002	1
11850008	Trends in parasitology	2002	1
11874562	Parasite immunology	2002	2
11876809	Ultrasound in obstetrics & gynecology : the official journal of the International Society of Ultrasound in Obstetrics and Gynecology	2002	2
11888244	Experimental parasitology	2001	12
11896257	Science (New York, N.Y.)	2002	3
11902775	Water research	2002	3
11903868	Journal of veterinary pharmacology and therapeutics	2001	12
11921559	East African medical journal	2001	8
11921579	East African medical journal	2001	9
11921595	East African medical journal	2001	10
11921597	East African medical journal	2001	10
11921600	East African medical journal	2001	10
11922428	Parasitology	2002	3
11931252	Journal of medical entomology	2002	1
11931275	Journal of medical entomology	2002	1
11933145	Phytotherapy research : PTR	2002	3
11934458	Veterinary parasitology	2002	1
11951043	Science (New York, N.Y.)	2002	4
11952944	Tropical medicine & international health : TM & IH	2002	4
11957245	East African medical journal	2001	7
11957246	East African medical journal	2001	7
11957249	East African medical journal	2001	7
11957250	East African medical journal	2001	7
11957256	East African medical journal	2001	7
11957264	East African medical journal	2001	7
11963983	Medical and veterinary entomology	2002	3
11964879	Current opinion in infectious diseases	2001	10
11969115	Tropical animal health and production	2002	3
11971648	Experimental parasitology	2002	1
11975369	Food and nutrition bulletin	2002	3
11975502	Journal of natural products	2002	4
11991032	Tropical doctor	2002	1
11992292	The Journal of infectious diseases	2002	1
12000650	Tropical medicine & international health : TM & IH	2002	1
12000774	Health policy and planning	2002	6
12000782	Health policy and planning	2002	6
12001026	Laryngo- rhino- otologie	2002	1
12002049	East African medical journal	2001	3
12002050	East African medical journal	2001	3
12002051	East African medical journal	2001	3
12002058	East African medical journal	2001	3
12002060	East African medical journal	2001	3
12002068	East African medical journal	2001	4
12002071	East African medical journal	2001	4
12002080	East African medical journal	2001	1
12002082	East African medical journal	2001	1
12002101	East African medical journal	2001	6
12002111	East African medical journal	2001	6
12002112	East African medical journal	2001	6
12002115	East African medical journal	2001	6
12002554	Epidemiology and infection	2002	4
12007709	Journal of ethnopharmacology	2002	1
12009152	Applied optics	2002	1
12011222	Journal of the National Cancer Institute	2002	1
12015820	Journal of helminthology	2002	6
12023781	The Journal of infectious diseases	2002	6
12027771	Journal of natural products	2002	1
12031428	Phytochemistry	2002	6
12045873	Archives of environmental contamination and toxicology	2002	7
12048365	Journal of acquired immune deficiency syndromes (1999)	2002	1
12049227	Journal of chemical ecology	2002	1
12049234	Journal of chemical ecology	2002	1
12049246	Journal of the Egyptian Society of Parasitology	2002	4
12055693	Social biology	NA	NA
12058651	Chemical immunology	2002	1
12062554	International journal for parasitology	2002	6
12062813	Gene	2002	1
12064376	European journal of drug metabolism and pharmacokinetics	NA	NA
12072233	Veterinary immunology and immunopathology	2002	9
12080408	European journal of clinical nutrition	2002	7
12088072	Journal of the South African Veterinary Association	2002	3
12088540	Bulletin of entomological research	2002	6
12101440	Eye (London, England)	2002	7
12110478	FEMS immunology and medical microbiology	2002	7
12113399	British journal of biomedical science	2002	1
12114058	Lancet (London, England)	2002	7
12134258	The Journal of infectious diseases	2002	7
12137678	The Cochrane database of systematic reviews	2002	1
12141852	Journal of natural products	2002	7
12146827	Marine pollution bulletin	2002	6
12150634	African journal of health sciences	1994	2
12150635	African journal of health sciences	1994	2
12150636	African journal of health sciences	1994	2
12150637	African journal of health sciences	1994	2
12150638	African journal of health sciences	1994	2
12150642	African journal of health sciences	1994	2
12150643	African journal of health sciences	1994	2
12153337	African journal of health sciences	1994	11
12153338	African journal of health sciences	1994	11
12153339	African journal of health sciences	1994	11
12153340	African journal of health sciences	1994	11
12153341	African journal of health sciences	1994	11
12153342	African journal of health sciences	1994	11
12153343	African journal of health sciences	1994	11
12153346	African journal of health sciences	1994	11
12153347	African journal of health sciences	1994	11
12153348	African journal of health sciences	1994	11
12153350	African journal of health sciences	1994	8
12153351	African journal of health sciences	1994	8
12153355	African journal of health sciences	1994	8
12153356	African journal of health sciences	1994	8
12153360	African journal of health sciences	1994	1
12153361	African journal of health sciences	1994	1
12153363	African journal of health sciences	1994	1
12153364	African journal of health sciences	1994	1
12153365	African journal of health sciences	1994	1
12153366	African journal of health sciences	1994	1
12153367	African journal of health sciences	1994	1
12160423	African journal of health sciences	1995	11
12160424	African journal of health sciences	1995	11
12160426	African journal of health sciences	1995	11
12160429	African journal of health sciences	1995	11
12160433	African journal of health sciences	1995	1
12160438	African journal of health sciences	1995	1
12160439	African journal of health sciences	1995	1
12160440	African journal of health sciences	1995	1
12160441	African journal of health sciences	1995	1
12160442	African journal of health sciences	1995	1
12160445	African journal of health sciences	1995	2
12160446	African journal of health sciences	1995	2
12160449	African journal of health sciences	1995	2
12160450	African journal of health sciences	1995	2
12160451	African journal of health sciences	1995	2
12160453	African journal of health sciences	1995	2
12160454	African journal of health sciences	1995	2
12160455	African journal of health sciences	1995	2
12160457	African journal of health sciences	1995	8
12160460	African journal of health sciences	1995	8
12160462	African journal of health sciences	1995	8
12164269	Phytotherapy research : PTR	2002	1
12166334	Tropical animal health and production	2002	7
12166336	Tropical animal health and production	2002	7
12174767	Transactions of the Royal Society of Tropical Medicine and Hygiene	NA	NA
12199442	East African medical journal	2001	12
12199446	East African medical journal	2001	12
12199448	East African medical journal	2001	12
12199450	East African medical journal	2001	12
12199451	East African medical journal	2001	12
12206973	The Lancet. Infectious diseases	2002	9
12211590	Epidemiology and infection	2002	8
12219964	East African medical journal	2001	11
12219965	East African medical journal	2001	11
12219966	East African medical journal	2001	11
12234000	The Onderstepoort journal of veterinary research	2002	6
12241564	Bulletin of entomological research	2002	10
12241722	Lancet (London, England)	2002	8
12241930	Lancet (London, England)	2002	8
12242690	Journal of biochemical and molecular toxicology	2002	1
12296972	Malaria journal	2002	8
12349856	Journal of medical entomology	2002	9
12356170	The Onderstepoort journal of veterinary research	2002	9
12356980	Journal of the Royal Society of Medicine	2002	10
12358619	Tropical medicine & international health : TM & IH	2002	10
12361069	International journal of oral and maxillofacial surgery	2002	8
12362804	Food and nutrition bulletin	2002	9
12363063	The American journal of tropical medicine and hygiene	2002	7
12380863	East African medical journal	2002	1
12380864	East African medical journal	2002	1
12380867	East African medical journal	2002	1
12380869	East African medical journal	2002	1
12380878	East African medical journal	2002	2
12381559	Annals of the New York Academy of Sciences	2002	10
12385880	Fitoterapia	2002	10
12387216	South African journal of surgery. Suid-Afrikaanse tydskrif vir chirurgie	2002	8
12387907	Acta tropica	2002	10
12387962	Lancet (London, England)	2002	10
12389946	The American journal of tropical medicine and hygiene	2002	8
12389953	East African medical journal	2002	3
12389955	East African medical journal	2002	3
12389961	East African medical journal	2002	3
12389962	East African medical journal	2002	3
12389963	East African medical journal	2002	3
12389964	East African medical journal	2002	3
12389965	East African medical journal	2002	3
12390864	Biology of reproduction	2002	11
12392912	International journal for parasitology	2002	11
12395787	East African medical journal	2002	3
12413622	Contraception	2002	10
12414138	Veterinary microbiology	2002	12
12427462	Experimental parasitology	NA	NA
12429424	Acta tropica	2002	11
12437669	British journal of haematology	2002	12
12442027	The Pediatric infectious disease journal	2002	11
12446101	Veterinary parasitology	2002	12
12449513	Journal of chemical ecology	2002	9
12466171	Ophthalmology	2002	12
12471403	Bulletin of the World Health Organization	2002	1
12471930	African journal of reproductive health	2001	12
12472154	Environmental technology	2002	11
12473367	Trends in parasitology	2002	11
12474482	Transactions of the Royal Society of Tropical Medicine and Hygiene	NA	NA
12475080	Experimental & applied acarology	2002	1
12475480	Journal of hazardous materials	2003	1
12478070	AIDS (London, England)	2003	1
12482529	Trends in parasitology	2002	12
12482652	Veterinary parasitology	2003	1
12483593	The Journal of general and applied microbiology	2000	4
12492612	British journal of clinical pharmacology	2002	12
12498655	Emerging infectious diseases	2002	12
12499079	Journal of ethnopharmacology	2003	1
12504161	Environment international	2003	1
12509054	Journal of environmental monitoring : JEM	2002	12
12513703	Malaria journal	2002	12
12518508	Disasters	2002	12
12521907	Journal of obstetrics and gynaecology : the journal of the Institute of Obstetrics and Gynaecology	2001	1
12523518	Marine pollution bulletin	2002	11
12523683	Revue scientifique et technique (International Office of Epizootics)	2002	12
12523704	Revue scientifique et technique (International Office of Epizootics)	2002	12
12523705	Revue scientifique et technique (International Office of Epizootics)	2002	12
12527441	Virus research	2003	1
12531289	Veterinary parasitology	2003	2
12531307	Environmental pollution (Barking, Essex : 1987)	2003	1
12535249	Tropical medicine & international health : TM & IH	2003	1
12537387	Tropical animal health and production	2002	11
12537388	Tropical animal health and production	2002	11
12537389	Tropical animal health and production	2002	11
12537599	Malaria journal	2002	12
12542367	Journal of natural products	2003	1
12552440	The Journal of infectious diseases	2003	2
12553329	Population studies	2002	11
12556199	Expert opinion on therapeutic targets	2003	2
12559799	Vaccine	2003	3
12560028	Phytochemistry	2003	2
12564531	Journal of zoo and wildlife medicine : official publication of the American Association of Zoo Veterinarians	2002	12
12564677	Journal of chromatography. A	2003	1
12568380	Journal of chromatography. A	2003	1
12570879	Public health nutrition	2002	12
12572821	Ambio	2002	12
12572823	Ambio	2002	12
12572826	Ambio	2002	12
12580783	Animal genetics	2003	2
12582529	TAG. Theoretical and applied genetics. Theoretische und angewandte Genetik	2002	8
12586667	BMJ (Clinical research ed.)	2003	2
12593677	Bulletin of entomological research	2003	2
12598779	AIDS (London, England)	2003	3
12598780	AIDS (London, England)	2003	3
12599084	The Journal of infectious diseases	2003	2
12601246	Cytogenetic and genome research	2002	1
12601247	Cytogenetic and genome research	2002	1
12616644	Journal of biochemical and molecular toxicology	2003	1
12617695	CNS drugs	2003	1
12623498	Brain injury	2003	3
12625128	Transactions of the Royal Society of Tropical Medicine and Hygiene	NA	NA
12625377	The Onderstepoort journal of veterinary research	2002	12
12625378	The Onderstepoort journal of veterinary research	2002	12
12625673	East African medical journal	2002	4
12625679	East African medical journal	2002	4
12625682	East African medical journal	2002	4
12625684	East African medical journal	2002	9
12625685	East African medical journal	2002	9
12625688	East African medical journal	2002	9
12625689	East African medical journal	2002	9
12625691	East African medical journal	2002	9
12630488	East African medical journal	2002	11
