28929127	NA	 J Infect	 2018 Feb
28928433	PMC5605501	 Trop Anim Health Prod	 2018 Jan
28928185	PMC5623534	 Lancet	 2018 Dec 23
28927428	PMC5606043	 Lancet	 2018 Dec 23
28927420	PMC5606012	 J Hum Evol	 2017 Nov
28926949	PMC5620722	 J Hum Evol	 2017 Sep 13
28926642	PMC5604990	 J Adolesc Health	 2017 Oct
28926628	PMC5605051	 J Adolesc Health	 2017 Oct
28926009	NA	 J Adolesc Health	 2017 Oct
28925740	NA	 BMC Infect Dis	 2017 Sep 16
28925342	NA	 Theor Appl Genet	 2017 Dec
28925056	NA	 BMC Hematol	 2017 Sep 7
28925036	NA	 Pediatrics	 2017 Oct
28924616	NIHMS843246	 Lancet Glob Health	 2017 Oct
28924198	PMC5603584	 Lancet Glob Health	 2017 Oct
28924183	PMC5858954	 Lancet Glob Health	 2017 Oct
28923540	NA	 Int J Equity Health	 2017 Sep 15
28923070	PMC5604359	 Int J Equity Health	 2017 Sep 15
28923011	PMC5604156	 Int J Equity Health	 2017 Sep 15
28919349	NA	 J Agric Food Chem	 2017 Oct 4
28918468	NA	 Ann Oncol	 2017 Sep 1
28917960	NA	 PLoS Comput Biol	 2017 Sep 14
28917958	NA	 Cardiovasc J Afr	 2017 Jul/Aug
28917702	NA	 Mamm Genome	 2017 Dec
28917701	NA	 Wellcome Open Res	 2017 Aug 10
28915992	NA	 Biomed Res Int	 2017
28915991	NA	 Pan Afr Med J	 2017 Jul 6
28915986	NA	 Pan Afr Med J	 2017 Jul 5
28915796	PMC5602922	 Pan Afr Med J	 2017 Jun 30
28913655	NA	 Pan Afr Med J	 2017 Jun 16
28912951	PMC5590155	 Infect Dis Poverty	 2017 Sep 14
28912368	PMC5613819	 Malar J	 2017 Sep 13
28911764	PMC5599304	 Cult Health Sex	 2018 Jun
28911762	NA	 J Acquir Immune Defic Syndr	 2017 Oct 1
28911758	PMC5712669	 Qual Health Res	 2017 Dec
28911332	PMC5599878	 Elife	 2017 Sep 13
28911328	PMC5599882	 Malar J	 2017 Sep 12
28911325	PMC5599897	 Genet Sel Evol	 2017 Sep 12
28911226	NA	 AIDS Behav	 2018 Jun
28911061	PMC5834011	 Sci Rep	 2017 Sep 11
28910280	PMC5598936	 Proc Natl Acad Sci U S A	 2017 Sep 26
28906541	NA	 BMJ	 2017 Sep 11
28905131	NA	 AIDS Res Ther	 2017 Sep 12
28905004	NA	 AIDS Res Ther	 2017 Sep 12
28904953	NA	 Molecules	 2017 Sep 10
28904707	PMC5579450	 Ann Hum Biol	 2017 Nov
28904705	PMC5579427	 Expert Opin Pharmacother	 2018 Jan
28904691	PMC5567945	 Malar J	 2017 Sep 8
28904656	PMC5567942	 PLoS One	 2017 Sep 8
28903759	PMC5598078	 PLoS One	 2017 Sep 8
28903758	PMC5598012	 PLoS Negl Trop Dis	 2017 Sep 8
28903628	NIHMS927840	 Popul Health Manag	 2018 Jun
28902680	NA	 J Trauma Nurs	 2017 Sep/Oct
28901831	NA	 J Acquir Immune Defic Syndr	 2017 Dec 15
28901285	25923	 Lancet Oncol	 2017 Sep
28899379	PMC5596856	 Wellcome Open Res	 2017 Jul 26
28899355	PMC5596489	 Trop Dis Travel Med Vaccines	 2017 Aug 22
28899162	NA	 Trop Dis Travel Med Vaccines	 2017 Jun 6
28894986	PMC5845763	 Trop Dis Travel Med Vaccines	 2017 Jan 13
28894259	PMC5593931	 Trop Dis Travel Med Vaccines	 2016 Oct 13
28893995	PMC5625913	 BMJ Open Respir Res	 2017 Jun 30
28893728	NA	 J Infect	 2017 Dec
28893304	PMC5594430	 J Hum Evol	 2017 Nov
28893268	PMC5594498	 PLoS Negl Trop Dis	 2017 Sep 7
28891957	NA	 PLoS One	 2017 Sep 7
28891350	NA	 PLoS One	 2017 Sep 7
28891343	NIHMS967074	 PLoS One	 2017 Sep 7
28886724	PMC5591540	 PLoS Negl Trop Dis	 2017 Sep 7
28886176	PMC5590995	 J Prev Interv Community	 2017 Oct-Dec
28886072	PMC5590832	 Afr J Lab Med	 2017 Apr 24
28886013	PMC5607213	 Afr J Lab Med	 2016 Oct 17
28885892	NA	 Afr J Lab Med	 2016 Oct 12
28885519	NA	 Afr J Lab Med	 2016 Oct 17
28885271	NIHMS903597	 Afr J Lab Med	 2016 Sep 30
28884701	NA	 Afr J Lab Med	 2016 Oct 17
28884158	NA	 Proc Biol Sci	 2017 Sep 13
28883985	PMC5567538	 J Nutr	 2017 Oct
28883981	PMC5531070	 Trials	 2017 Sep 7
28883972	PMC5530968	 PLoS One	 2017 Sep 6
28883968	PMC5530917	 Sex Transm Dis	 2017 Dec
28883927	PMC5531306	 Ecology	 2017 Dec
28882657	NA	 J Urban Health	 2017 Dec
28882548	NA	 Sci Rep	 2017 Sep 5
28880965	PMC5605091	 Food Res Int	 2017 Oct
28880962	PMC5589249	 Food Res Int	 2017 Oct
28880904	PMC5589171	 Food Chem	 2018 Jan 15
28880880	PMC5589082	 PLoS Negl Trop Dis	 2017 Sep 5
28880878	PMC5589146	 PLoS Negl Trop Dis	 2017 Sep 5
28880813	NA	 Int J Appl Earth Obs Geoinf	 2017 Jul
28879153	PMC5523947	 J Hum Evol	 2017 Nov
28879133	PMC5433832	 BMC Cancer	 2017 Sep 2
28879123	PMC5433822	 Glob Chang Biol	 2018 Jan
28879121	PMC5433820	 Phytochemistry	 2017 Dec
28879116	PMC5436407	 PLoS Negl Trop Dis	 2017 Sep 1
28879112	PMC5436402	 Int J Soc Psychiatry	 2017 Dec
28878055	PMC5597820	 Trop Anim Health Prod	 2017 Oct
28878035	NA	 Gynecol Oncol Rep	 2017 Jul 20
28877729	PMC5588612	 J Infect Dis	 2017 Aug 1
28877208	PMC5587284	 PLoS One	 2017 Aug 31
28876569	NA	 Parasitol Res	 2017 Nov
28876554	NA	 Childs Nerv Syst	 2017 Dec
28876312	NIHMS883461	 BMC Womens Health	 2017 Aug 30
28875567	NA	 J Health Commun	 2017
28875308	PMC5722726	 Crit Rev Food Sci Nutr	 2017 Aug 30
28874830	PMC5585321	 Sci Rep	 2017 Aug 29
28873744	NA	 BMJ Open	 2017 Aug 29
28873690	NA	 Reprod Health	 2017 Aug 29
28873564	NA	 Malar J	 2017 Aug 29
28873442	PMC5600385	 Am J Community Psychol	 2017 Sep
28873394	PMC5600407	 J Affect Disord	 2018 Jan 1
28867987	PMC5569464	 PLoS One	 2017 Aug 29
28867279	NA	 Ophthalmologe	 2017 Sep
28865422	PMC5581434	 AIDS Care	 2018 Jan
28865146	NA	 Nature	 2017 Aug 31
28863305	NA	 Lancet Infect Dis	 2017 Sep
28863133	PMC5599053	 Trop Med Infect Dis	 2017
28862073	NA	 Front Womens Health	 2017 Mar
28861841	NA	 Virus Evol	 2017 Mar 5
28861459	PMC5558466	 Virus Evol	 2017 Mar 5
28859429	NA	 Virus Evol	 2017 Mar 5
28859090	PMC5578572	 Virus Evol	 2017 Mar 5
28856450	NA	 Trends Ecol Evol	 2017 Oct
28856440	NA	 Sex Reprod Healthc	 2017 Oct
28854925	PMC5577789	 J Hum Evol	 2017 Aug 23
28854135	NA	 Philos Ethics Humanit Med	 2017 Aug 25
28853909	NA	 BMC Infect Dis	 2017 Aug 25
28852026	PMC5575035	 J Infect Dis	 2017 Jul 1
28851770	PMC5724105	 J Infect Dis	 2017 Jul 1
28851383	PMC5576377	 J Infect Dis	 2017 Jul 1
28851358	PMC5574241	 J Infect Dis	 2017 Jul 1
28851113	NA	 J Infect Dis	 2017 Jul 1
28850856	PMC5663198	 J Infect Dis	 2017 Jul 1
28850581	PMC5574578	 Malar J	 2017 Aug 24
28849341	NA	 BMC Genet	 2017 Aug 24
28847156	NIHMS957014	 BMC Infect Dis	 2017 Aug 23
28847005	PMC5635981	 Ecology	 2017 Nov
28845789	NA	 Am J Phys Anthropol	 2017 Nov
28845466	NIHMS894273	 PLoS One	 2017 Aug 23
28845463	NA	 PLoS Negl Trop Dis	 2017 Aug 23
28845286	PMC5566074	 Glob Health Promot	 2017 Aug 1
28845270	PMC5565982	 Expert Rev Clin Pharmacol	 2017 Nov
28845262	PMC5565948	 Trop Anim Health Prod	 2017 Dec
28845248	PMC5565927	 Sci Rep	 2017 Aug 22
28844790	NA	 Sci Rep	 2017 Aug 22
28844352	NA	 Br J Sports Med	 2018 Aug
28844328	NA	 Food Chem Toxicol	 2017 Nov
28841899	PMC5574124	 Reprod Health	 2017 Aug 22
28841843	PMC5574104	 Malar J	 2017 Aug 22
28838199	PMC5853409	 BMC Vet Res	 2017 Aug 22
28838189	PMC5853901	 J Infect Dis	 2016 Dec 1
28838187	PMC5853381	 J Exp Bot	 2017 May 17
28838184	PMC5853432	 Afr J Prim Health Care Fam Med	 2017 Jul 31
28838178	PMC5853502	 Food Nutr Bull	 2018 Mar
28838156	PMC5853243	 AIDS Care	 2018 Jan
28836977	PMC5571623	 Chemosphere	 2017 Nov
28836937	PMC5571632	 Sci Total Environ	 2018 Jan 1
28835215	PMC5569527	 Ann Parasitol	 2017
28833040	NA	 Soc Psychiatry Psychiatr Epidemiol	 2017 Oct
28832929	NA	 BMJ Open	 2017 Aug 18
28832624	PMC5568228	 Qual Health Res	 2018 Jan
28832604	PMC5584976	 PLoS Negl Trop Dis	 2017 Aug 18
28832243	NA	 Am J Trop Med Hyg	 2017 Oct
28831829	NA	 Am J Trop Med Hyg	 2017 Nov
28831704	NA	 Emerg Infect Dis	 2017 Sep
28831171	PMC5567213	 Gynecol Oncol Rep	 2017 Jun 24
28831122	PMC5567232	 Pan Afr Med J	 2017 Jun 15
28831015	NA	 Pan Afr Med J	 2017 Jun 5
28830835	NA	 Sci Rep	 2017 Aug 17
28830492	PMC5567891	 Sci Rep	 2017 Aug 17
28830439	PMC5568326	 BMJ	 2017 Aug 17
28830429	PMC5567471	 Genome Announc	 2017 Aug 17
28830104	PMC5144902	 Public Health	 2017 Dec
28830098	NA	 BMC Int Health Hum Rights	 2017 Aug 17
28828875	NA	 Malar J	 2017 Aug 17
28826252	NA	 PLoS One	 2017 Aug 17
28826229	NIHMS957008	 PLoS Negl Trop Dis	 2017 Aug 17
28826135	NA	 Anesth Analg	 2017 Sep
28822936	NA	 Environ Monit Assess	 2017 Aug 16
28822206	NA	 Am J Clin Nutr	 2017 Oct
28821916	NA	 BMC Health Serv Res	 2017 Aug 16
28821530	PMC5724193	 BMC Proc	 2017 Jan 31
28821220	NA	 Int J Health Policy Manag	 2016 Aug 15
28820881	PMC5576749	 Cult Health Sex	 2018 May
28820718	NA	 Int J Obes (Lond)	 2018 Jan
28820692	NA	 Malar J	 2017 Aug 15
28820371	NA	 BMC Pregnancy Childbirth	 2017 Aug 15
28819635	PMC5548333	 PLoS Med	 2017 Aug 15
28819541	PMC5554674	 Sex Transm Dis	 2017 Sep
28819505	PMC5554690	 Data Brief	 2017 Jul 25
28819256	PMC5561218	 J Biomed Res	 2017 Jul 13
28819225	PMC5561046	 Lancet Infect Dis	 2017 Oct
28819030	NA	 Lancet Glob Health	 2017 Sep
28818901	PMC5604774	 Lancet Glob Health	 2017 Sep
28818582	NA	 Reprod Health	 2017 Aug 14
28818075	PMC5561585	 BMC Palliat Care	 2017 Aug 14
28818071	PMC5561621	 PLoS One	 2017 Aug 14
28817590	PMC5560628	 Appl Radiat Isot	 2017 Nov
28817563	PMC5574621	 Pathogens	 2017 Aug 14
28817530	NA	 Transbound Emerg Dis	 2018 Feb
28815343	PMC5559568	 J Health Care Poor Underserved	 2017
28814396	NA	 J Pain Symptom Manage	 2018 Feb
28814295	PMC5559797	 J Pain Symptom Manage	 2018 Feb
28813542	PMC5301166	 Cell Host Microbe	 2017 Aug 9
28812788	NA	 Int J STD AIDS	 2018 Jun
28812457	NIHMS902153	 J Vet Med	 2017
28811652	PMC5762390	 Evid Based Complement Alternat Med	 2017
28810866	PMC5558776	 Front Plant Sci	 2017 Jul 26
28810843	PMC5558758	 Oncologist	 2018 Jan
28809935	PMC5557357	 PLoS One	 2017 Aug 10
28809770	PMC5657390	 J Acquir Immune Defic Syndr	 2017 Sep 1
28808671	PMC5544471	 PLoS One	 2017 Aug 10
28808204	NA	 Nature	 2017 Aug 9
28807953	NA	 Trop Med Health	 2017 Aug 4
28807627	NA	 Arch Dis Child	 2017 Aug 9
28807181	NA	 PLoS Med	 2017 Aug 8
28807173	NA	 Lancet	 2017 Jul 29
28806985	PMC5557423	 Lancet	 2017 Aug 5
28806952	PMC5557528	 Arch Virol	 2017 Nov
28806740	PMC5555630	 Diabetes Metab Syndr Obes	 2017 Jun 22
28806597	NA	 Int J Med Microbiol	 2017 Oct
28805733	PMC5617994	 Animal	 2018 Feb
28805017	NA	 Reprod Health	 2017 Aug 8
28804077	NA	 Sci Total Environ	 2017 Dec 31
28803088	NA	 J Acquir Immune Defic Syndr	 2017 Nov 1
28801004	NA	 Crit Care Med	 2017 Nov
28799899	PMC5915309	 PLoS One	 2017 Aug 7
28799825	NA	 Front Plant Sci	 2017 Jul 21
28798952	NA	 Front Psychol	 2017 Jul 21
28798806	NA	 Vaccine	 2017 Sep 18
28798761	NA	 Implement Sci	 2017 Aug 8
28798272	PMC5759810	 Malar J	 2017 Aug 7
28797062	PMC5552333	 J Environ Qual	 2017 Jul
28797022	PMC5555166	 PLoS Negl Trop Dis	 2017 Aug 4
28796791	PMC5552093	 Environ Sci Technol	 2017 Sep 5
28796200	NA	 Folia Parasitol (Praha)	 2017 Jul 26
28794686	PMC5543450	 Plant Breed	 2017 Apr
28794098	NA	 Tissue Cell	 2017 Oct
28792500	PMC5549702	 AIDS Care	 2018 Mar
28792403	NA	 Int J Parasitol	 2017 Dec
28792389	NA	 Vaccine	 2017 Sep 12
28791544	PMC5640732	 Foot Ankle Clin	 2017 Sep
28790858	PMC5489055	 Malar J	 2017 Jul 4
28789913	PMC5615107	 J Acquir Immune Defic Syndr	 2017 Nov 1
28789724	NA	 J Community Health	 2018 Apr
28789674	PMC5549359	 Public Health Action	 2017 Mar 21
28787794	NA	 Int J Ment Health Syst	 2017 Aug 1
28787328	NA	 Field Crops Res	 2017 Aug 1
28787293	NIHMS891431	 Crop Prot	 2017 Aug
28787002	PMC5546690	 Gut	 2017 Nov
28785268	NA	 BMJ	 2017 Aug 3
28785230	NA	 Lancet Infect Dis	 2017 Dec
28784282	NA	 BMC Int Health Hum Rights	 2017 Aug 3
28784155	PMC5547499	 PLoS One	 2017 Aug 3
28784129	PMC5547577	 PLoS One	 2017 Aug 3
28783784	NA	 PLoS One	 2017 Aug 3
28783751	PMC5559092	 PLoS One	 2017 Aug 3
28783318	NA	 PLoS Negl Trop Dis	 2017 Aug 3
28783028	NA	 J Int AIDS Soc	 2017 Jul 21
28781399	PMC5518761	 BMC Hematol	 2017 Jul 27
28780992	NA	 BMC Nurs	 2017 Jul 25
28780885	NIHMS898754	 Zookeys	 2017 Jul 5
28780151	NA	 JCI Insight	 2017 Aug 3
28780116	NA	 BMC Evol Biol	 2017 Aug 2
28779803	NA	 PLoS One	 2017 Aug 2
28778169	PMC5545004	 Med Anthropol Q	 2018 Jun
28777265	NIHMS896274	 Matern Child Health J	 2017 Oct
28776110	NA	 Parasit Vectors	 2017 Aug 1
28775938	NA	 BMC Public Health	 2017 Aug 1
28775764	PMC5540195	 Lupus	 2018 Apr
28775654	PMC5473158	 PLoS One	 2017 Aug 1
28775391	PMC5465939	 Autism Res Treat	 2017
28774885	NA	 J Hum Evol	 2017 Nov
28774873	NA	 Acta Trop	 2017 Dec
28774694	NA	 PLoS Pathog	 2017 Jul 31
28774306	PMC5543443	 Women Health	 2017 Jul 31
28771637	PMC5542666	 Plant Signal Behav	 2017 Sep 2
28771558	PMC5542634	 Transbound Emerg Dis	 2018 Feb
28771520	PMC5542559	 Eval Program Plann	 2017 Dec
28771495	PMC5542664	 Worldviews Evid Based Nurs	 2017 Dec
28771480	PMC5542388	 Nutrients	 2017 Jul 21
28770596	NA	 Nutrients	 2017 Jul 19
28770094	PMC5532779	 Sci Rep	 2017 Jul 27
28769737	PMC5526251	 J Acquir Immune Defic Syndr	 2017 Dec 1
28769725	NA	 Am J Trop Med Hyg	 2017 Sep
28768916	PMC5543908	 Am J Trop Med Hyg	 2017 Oct
28768477	PMC5541431	 Metab Syndr Relat Disord	 2017 Oct
28767714	PMC5540587	 Anim Sci J	 2017 Dec
28766753	NA	 Clin Rheumatol	 2017 Oct
28766091	PMC5605598	 J Oral Microbiol	 2017 Jun 21
28764736	PMC5540407	 Front Psychiatry	 2017 Jul 12
28764698	PMC5540544	 J Clin Microbiol	 2017 Oct
28764615	NA	 PLoS One	 2017 Jul 26
28763454	PMC5538680	 J Acquir Immune Defic Syndr	 2017 Nov 1
28761767	NA	 J Acquir Immune Defic Syndr	 2017 Nov 1
28760580	NA	 Public Health Action	 2017 Jun 21
28760483	PMC5644835	 Public Health Action	 2017 Jun 21
28759651	PMC5552316	 Public Health Action	 2017 Jun 21
28759344	NA	 Public Health Action	 2017 Jun 21
28758879	NA	 Public Health Action	 2017 Jun 21
28758346	NA	 Public Health Action	 2017 Jun 21
28755571	NA	 Public Health Action	 2017 Jun 21
28755393	NA	 Public Health Action	 2017 Jun 21
28754026	PMC5537901	 Pract Neurol	 2017 Dec
28753958	PMC5537890	 AIDS	 2017 Oct 23
28751747	PMC5532363	 J Int AIDS Soc	 2017 Jul 25
28749822	NIHMS894729	 World J Surg	 2018 Jan
28749772	NA	 AIDS Behav	 2018 Feb
28749760	NA	 Acta Trop	 2017 Dec
28749722	NA	 Vaccine	 2017 Aug 16
28748670	NA	 Malar J	 2017 Jul 24
28748513	NA	 Epidemiol Methods	 2016 Dec
28748027	PMC5508360	 Popul Health Metr	 2017 Jul 21
28747892	NA	 Popul Health Metr	 2017 Jul 21
28747371	PMC5625386	 Sex Transm Infect	 2017 Jul
28746403	PMC5528892	 Sex Transm Infect	 2017 Jul
28746167	NA	 Sex Transm Infect	 2017 Jul
28746166	NA	 Sex Transm Infect	 2017 Jul
28744446	NA	 Sex Transm Infect	 2017 Jul
28744445	NA	 Sex Transm Infect	 2017 Jul
28744444	NA	 Lancet Respir Med	 2017 Sep
28744443	NA	 Biol Trace Elem Res	 2018 Apr
28744442	NA	 Prev Sci	 2017 Nov
28744434	NA	 Lancet HIV	 2017 Oct
28744433	NA	 Popul Health Metr	 2017 Jul 21
28744432	NA	 PLoS Negl Trop Dis	 2017 Jul 21
28743792	NA	 J Strength Cond Res	 2017 Aug
28742529	NIHMS900108	 Pediatr Infect Dis J	 2017 Nov
28741331	NA	 Br J Dermatol	 2017 Jul
28741193	NA	 Matern Child Nutr	 2018 Jan
28741133	NA	 Afr J Disabil	 2016 Sep 29
28739367	PMC5644834	 Int J Behav Dev	 2017 Jul
28739116	PMC5571437	 BMJ Open	 2017 Jul 20
28738868	PMC5525264	 Vaccine	 2017 Aug 16
28736692	NIHMS858352	 J Empir Res Hum Res Ethics	 2017 Oct
28736507	PMC5521057	 J Anim Ecol	 2017 Oct
28736506	PMC5521136	 J Cross Cult Gerontol	 2017 Sep
28736396	PMC5739842	 Child Adolesc Psychiatry Ment Health	 2017 Jul 17
28736394	PMC5739847	 Cost Eff Resour Alloc	 2017 Jul 14
28736393	PMC5739844	 Cost Eff Resour Alloc	 2017 Jul 14
28736392	PMC5739840	 Hum Resour Health	 2017 Jul 19
28736390	PMC5739838	 N Engl J Med	 2017 Jul 20
28736389	PMC5739849	 Am J Trop Med Hyg	 2017 Aug
28736044	NA	 Am J Trop Med Hyg	 2017 Aug
28733937	NA	 Health Res Policy Syst	 2017 Jul 12
28733854	PMC5693647	 J Gen Virol	 2017 Jul
28732773	PMC5649365	 New Microbes New Infect	 2017 Jun 3
28732542	PMC5521136	 Pan Afr Med J	 2017 May 28
28732038	PMC5540615	 Horm Behav	 2017 Aug
28731980	NA	 Pediatr Infect Dis J	 2018 Jan
28731901	EMS73433	 Am J Trop Med Hyg	 2017 Jul
28731250	NA	 Am J Trop Med Hyg	 2017 Jul
28730705	NA	 Am J Trop Med Hyg	 2017 Jul
28730061	PMC5433466	 Am J Trop Med Hyg	 2017 Jun
28729751	NIHMS855483	 Am J Trop Med Hyg	 2017 Jun
28729309	PMC5642658	 Am J Trop Med Hyg	 2017 Jun
28729018	PMC5571446	 Am J Trop Med Hyg	 2017 Jun
28728497	NIHMS889575	 Phytopathology	 2017 Sep
28726288	NA	 Ultrasound Obstet Gynecol	 2017 Jul 18
28726064	NA	 Glob Health Action	 2017
28725261	PMC5512752	 Biomed Opt Express	 2017 Jun 23
28725165	PMC5512821	 Int Breastfeed J	 2017 Jul 12
28725164	PMC5513032	 Ultrasound Med Biol	 2017 Oct
28724381	PMC5518138	 Lancet Glob Health	 2017 Aug
28723333	EMS73870	 Lancet Glob Health	 2017 Aug
28722634	NA	 Injury	 2017 Oct
28722611	NA	 Parasit Vectors	 2017 Jul 17
28722548	PMC5516837	 Malar J	 2017 Jul 17
28721858	NA	 BMC Res Notes	 2017 Jul 17
28721222	PMC5498284	 Health Qual Life Outcomes	 2017 Jul 17
28721183	NA	 Glob Health Action	 2017
28721168	PMC5500938	 J Int AIDS Soc	 2017 Jul 12
28720488	PMC5849390	 Int J Health Care Qual Assur	 2017 Jul 10
28719498	NA	 Nat Prod Res	 2018 Jun
28719331	NA	 Front Public Health	 2017 Jun 30
28719329	NA	 Electron Physician	 2017 May 25
28719301	NA	 Front Immunol	 2017 Jun 30
28719284	NA	 Clin Microbiol Infect	 2017 Nov
28719280	NA	 J Hum Evol	 2017 Jul 13
28719278	NA	 BMC Med	 2017 Jul 17
28719257	NA	 Glob Chang Biol	 2017 Dec
28719243	NA	 Transbound Emerg Dis	 2018 Feb
28718938	NA	 Transbound Emerg Dis	 2018 Feb
28718712	NA	 BMC Endocr Disord	 2017 Jul 14
28717574	PMC5508835	 PLoS Med	 2017 Jul 14
28717383	PMC5508793	 PLoS Negl Trop Dis	 2017 Jul 14
28716434	NA	 J Parasitol	 2017 Dec
28716350	PMC5599303	 Clin Nurs Res	 2017 Aug
28716340	NA	 Theor Appl Genet	 2017 Oct
28716210	NA	 Int J Food Sci	 2017
28716154	PMC5513381	 Front Plant Sci	 2017 Jun 29
28716087	PMC5514485	 Genome Announc	 2017 Jul 13
28716067	PMC5512878	 BMC Health Serv Res	 2017 Jul 14
28716065	PMC5513113	 BMC Pregnancy Childbirth	 2017 Jul 14
28715931	NA	 Cult Health Sex	 2018 Mar
28715157	NA	 Int J Environ Health Res	 2017 Oct
28714832	NA	 Sci Total Environ	 2017 Dec 31
28714338	NA	 PLoS Pathog	 2017 Jul 12
28713807	NA	 PLoS One	 2017 Jul 13
28713501	PMC5498694	 PLoS One	 2017 Jul 13
28713365	NA	 Matern Child Health J	 2017 Oct
28712667	NA	 Open Forum Infect Dis	 2017 May 29
28712471	NA	 Food Control	 2017 Jun
28712360	PMC5513247	 Parasit Vectors	 2017 Jul 12
28712116	NA	 PLoS One	 2017 Jul 11
28710823	NA	 Syst Rev	 2017 Jul 11
28710814	NA	 Onderstepoort J Vet Res	 2017 Jun 27
28709425	PMC5513051	 Open Forum Infect Dis	 2016 Dec 7
28708845	PMC5510806	 Public Health Action	 2017 Jun 21
28708828	PMC5529017	 Case Rep Obstet Gynecol	 2017
28708450	NA	 JMIR Public Health Surveill	 2017 Jul 10
28707552	NA	 Global Health	 2017 Jul 10
28707249	PMC5606945	 AIDS	 2017 Sep 10
28706941	NA	 J Int AIDS Soc	 2017 Jul 3
28706522	NA	 J Int AIDS Soc	 2017 Jun 28
28706318	NA	 Biomed Res Int	 2017
28705964	PMC5511903	 Lancet	 2017 Sep 2
28705204	PMC5512725	 Lancet Diabetes Endocrinol	 2017 Aug
28705184	PMC5513206	 Virus Res	 2017 Jun 15
28705100	NA	 PLoS One	 2017 Jul 7
28705015	NA	 PLoS Negl Trop Dis	 2017 Jul 7
28704674	NA	 Disabil Rehabil Assist Technol	 2018 Aug
28704525	PMC5507557	 Environ Sci Pollut Res Int	 2017 Aug
28704504	PMC5509214	 World J Clin Cases	 2017 Jun 16
28704417	PMC5509217	 J Glob Health	 2017 Jun
28702863	NA	 J Glob Health	 2017 Jun
28702473	PMC5505337	 Genome Announc	 2017 Jul 6
28701823	PMC5484778	 BMC Public Health	 2017 Jul 6
28701194	PMC5508769	 Neuron	 2017 Jul 5
28700682	PMC5507398	 Food Nutr Bull	 2017 Sep
28697779	PMC5505010	 Cochrane Database Syst Rev	 2017 Jul 6
28697609	NA	 Prev Sci	 2017 Nov
28695141	PMC5499746	 Confl Health	 2017 Jul 3
28695089	NA	 Trop Med Health	 2017 Jul 1
28695030	NA	 BMC Public Health	 2017 Jul 5
28694240	PMC5525003	 Int J Soc Psychiatry	 2017 Sep
28693613	PMC5504773	 Conserv Biol	 2018 Feb
28692542	NIHMS892026	 Pediatr Emerg Care	 2017 Jul 4
28691437	NA	 Mol Plant Pathol	 2018 Mar
28691435	NA	 BMC Endocr Disord	 2017 Jul 4
28691033	NA	 Malar J	 2017 Jul 4
28689664	PMC5592248	 Malar J	 2017 Jul 5
28688818	NA	 BMC Res Notes	 2017 Jul 4
28687345	NA	 Int J Gynaecol Obstet	 2017 Oct
28686692	PMC5501643	 Food Environ Virol	 2018 Mar
28686589	PMC5517073	 PeerJ	 2017 Jun 30
28686490	NA	 BMC Health Serv Res	 2017 Jul 3
28685334	PMC5570796	 Malar J	 2017 Jul 3
28685137	NA	 Malar J	 2017 Jul 3
28685048	PMC5481896	 J Trop Pediatr	 2018 Apr 1
28685037	PMC5475315	 Nutrients	 2017 Jul 3
28684572	PMC5502853	 Lancet Planet Health	 2017 Apr
28683834	PMC5501117	 Cogent Med	 2017 May 27
28683273	NA	 Front Immunol	 2017 Jun 16
28682645	NA	 Bull World Health Organ	 2017 Jul 1
28681432	NA	 Int J STD AIDS	 2018 Jan
28681197	PMC5693735	 Lancet Glob Health	 2017 Aug
28680460	PMC5494898	 BMC Infect Dis	 2017 Jun 30
28680323	PMC5493853	 PLoS Med	 2017 Jun 30
28679924	NA	 AIDS	 2017 Jul 1
28679923	NA	 AIDS	 2017 Jul 1
28679389	PMC5498886	 AIDS	 2017 Jul 1
28679343	NA	 J Nat Prod	 2017 Jul 28
28678422	NA	 J Int AIDS Soc	 2017 Jun 19
28678057	NA	 J Pharmacol Exp Ther	 2017 Sep
28677256	NA	 J Adolesc	 2018 Jan
28676116	PMC5496352	 BMC Public Health	 2017 Jun 29
28676113	PMC5496603	 BMC Med	 2017 Jun 30
28676093	PMC5497341	 Integr Comp Biol	 2017 Oct 1
28676073	PMC5496397	 J Palliat Med	 2017 Dec
28675419	NA	 Anesthesiology	 2017 Aug
28674934	PMC5823955	 Lancet	 2017 Jun 24
28674660	PMC5494175	 Glob Health Sci Pract	 2017 Jun 27
28673344	PMC5496351	 J Agric Food Chem	 2017 Jun 28
28673299	PMC5496145	 Proc Natl Acad Sci U S A	 2017 Jul 11
28673287	PMC5496260	 Implement Sci	 2017 Jun 26
28673047	PMC5916379	 Curr Opin HIV AIDS	 2017 Sep
28671630	PMC5537808	 AIDS Res Hum Retroviruses	 2017 Aug
28670647	PMC5483486	 Mol Cell Probes	 2017 Oct
28670602	PMC5470105	 J Infect	 2017 Jun
28670315	NA	 Immunology	 2017 Oct
28670015	PMC5487970	 Nervenarzt	 2017 Sep
28669321	NA	 Mol Biol Evol	 2017 Sep 1
28668230	PMC5567191	 Sci Total Environ	 2017 Dec 15
28666412	PMC5493856	 Elife	 2017 Jun 23
28666001	PMC5493289	 World J Surg	 2017 Oct
28665883	PMC5497791	 Front Genet	 2017 Jun 8
28665882	PMC5497779	 Sci Rep	 2017 Jun 22
28665879	PMC5497781	 Science	 2017 Jun 23
28665590	NA	 Med Vet Entomol	 2017 Sep
28664682	NA	 Afr J AIDS Res	 2017 Jul
